caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case10,Turning,res_03016ce9-abbd-4233-b031-8451e271c4be,Role 1,2012-01-02 22:43:44,24,0,2012-01-02 21:36:15
Case13,Rework Milling,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-02 22:45:30,23,0,2012-01-02 19:47:39
Case14,Turning & Milling,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-02 22:56:02,24,2,2012-01-02 20:16:01
Case15,Rework Milling,res_ab4816ab-493e-4057-8964-f4aec9126d5a,Role 1,2012-01-03 00:03:49,25,1,2012-01-02 21:48:07
Case7,Turning Q.C.,res_03016ce9-abbd-4233-b031-8451e271c4be,Role 1,2012-01-03 00:34:27,27,0,2012-01-03 00:00:53
Case3,Grinding Rework,res_03016ce9-abbd-4233-b031-8451e271c4be,Role 2,2012-01-03 00:39:50,27,0,2012-01-02 23:56:33
Case16,Turning & Milling Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 3,2012-01-03 01:12:06,26,0,2012-01-02 22:45:17
Case4,Round Grinding,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 2,2012-01-03 01:15:32,27,0,2012-01-03 00:22:35
Case17,Turning & Milling Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 3,2012-01-03 01:22:44,27,1,2012-01-02 23:30:01
Case8,Packing,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 5,2012-01-03 01:29:13,28,0,2012-01-03 00:50:21
Case18,Rework Milling,res_25a53e7a-8387-43ab-a58a-d13f677bd6ad,Role 1,2012-01-03 01:50:26,28,0,2012-01-03 00:28:58
Case13,Turning,res_03016ce9-abbd-4233-b031-8451e271c4be,Role 1,2012-01-03 02:01:31,28,0,2012-01-03 01:03:11
Case10,Turning Q.C.,res_a6e5c493-cbc7-4e1d-8bdc-e7b8b9a07e3f,Role 1,2012-01-03 02:45:56,29,0,2012-01-03 01:38:21
Case6,Lapping,res_78cdb177-71e8-4590-bcc9-191f1897386b,Role 4,2012-01-03 03:06:31,29,0,2012-01-03 01:44:10
Case19,Turning & Milling,res_78cdb177-71e8-4590-bcc9-191f1897386b,Role 1,2012-01-03 03:11:29,29,1,2012-01-03 01:24:31
Case1,Round Grinding,res_838aa731-07dd-4781-b225-3a8742473c69,Role 2,2012-01-03 03:46:20,30,0,2012-01-03 02:09:36
Case12,Round Grinding,res_838aa731-07dd-4781-b225-3a8742473c69,Role 2,2012-01-03 04:00:34,30,1,2012-01-03 03:00:45
Case14,Milling,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-03 04:08:17,29,0,2012-01-03 01:57:09
Case9,Turning & Milling Q.C.,res_838aa731-07dd-4781-b225-3a8742473c69,Role 3,2012-01-03 04:08:25,30,0,2012-01-03 02:48:51
Case11,Laser Marking,res_838aa731-07dd-4781-b225-3a8742473c69,Role 4,2012-01-03 04:28:16,30,0,2012-01-03 03:16:56
Case20,Rework Milling,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-03 04:31:36,30,0,2012-01-03 02:03:42
Case5,Flat Grinding,res_03016ce9-abbd-4233-b031-8451e271c4be,Role 4,2012-01-03 04:37:29,30,0,2012-01-03 03:30:52
Case7,Turning & Milling,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 1,2012-01-03 05:13:42,32,3,2012-01-03 04:39:27
Case15,Turning & Milling Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 3,2012-01-03 05:19:11,31,1,2012-01-03 03:40:16
Case18,Turning & Milling,res_e25c1c50-b442-4c1e-b2fe-c1676d69db7d,Role 1,2012-01-03 05:25:58,32,4,2012-01-03 04:45:56
Case21,Turning & Milling,res_0d5070d7-561b-4a9f-91a2-de538c347314,Role 1,2012-01-03 05:47:53,31,1,2012-01-03 03:35:28
Case19,Turning,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 1,2012-01-03 06:15:16,32,0,2012-01-03 05:35:23
Case8,Final Inspection Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 3,2012-01-03 06:17:21,32,0,2012-01-03 05:24:38
Case13,Turning Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 1,2012-01-03 06:20:11,33,0,2012-01-03 06:07:29
Case22,Turning & Milling,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 1,2012-01-03 06:24:36,32,2,2012-01-03 04:36:51
Case10,Turning & Milling,res_03016ce9-abbd-4233-b031-8451e271c4be,Role 1,2012-01-03 06:53:14,33,2,2012-01-03 06:03:32
Case23,Rework Milling,res_0d5070d7-561b-4a9f-91a2-de538c347314,Role 1,2012-01-03 07:09:13,33,0,2012-01-03 05:40:27
Case3,Packing,res_0d5070d7-561b-4a9f-91a2-de538c347314,Role 5,2012-01-03 07:44:44,33,0,2012-01-03 06:53:41
Case24,Turning & Milling,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-03 08:36:17,33,2,2012-01-03 06:36:28
Case25,Turning & Milling,res_97234f43-3561-4cab-aed9-df94336f5841,Role 1,2012-01-03 08:52:03,34,2,2012-01-03 07:02:45
Case6,Round Grinding,res_97234f43-3561-4cab-aed9-df94336f5841,Role 2,2012-01-03 09:20:01,34,0,2012-01-03 08:18:19
Case9,Turn & Mill. & Screw Assem,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-03 09:59:52,35,0,2012-01-03 09:08:58
Case16,Nitration Q.C.,res_838aa731-07dd-4781-b225-3a8742473c69,Role 3,2012-01-03 10:08:03,34,0,2012-01-03 08:26:33
Case17,Turn & Mill. & Screw Assem,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-03 10:09:57,36,1,2012-01-03 09:37:02
Case14,Final Inspection Q.C.,res_838aa731-07dd-4781-b225-3a8742473c69,Role 3,2012-01-03 10:16:05,36,0,2012-01-03 09:42:52
Case26,Rework Milling,res_e669e800-bf0d-4f22-a521-315905b5e81b,Role 1,2012-01-03 10:29:06,35,0,2012-01-03 08:48:22
Case20,Turning & Milling Q.C.,res_e669e800-bf0d-4f22-a521-315905b5e81b,Role 3,2012-01-03 10:29:51,35,0,2012-01-03 08:53:54
Case27,Rework Milling,res_e669e800-bf0d-4f22-a521-315905b5e81b,Role 1,2012-01-03 10:31:31,36,1,2012-01-03 09:30:54
Case7,Laser Marking,res_db3de256-7aab-4de6-929f-8087a62cac32,Role 4,2012-01-03 11:16:37,36,0,2012-01-03 10:26:07
Case22,Turning & Milling Q.C.,res_0d5070d7-561b-4a9f-91a2-de538c347314,Role 3,2012-01-03 12:23:57,36,0,2012-01-03 10:32:37
Case21,Milling,res_080eeeec-45be-4d6f-9661-4615840d8e09,Role 1,2012-01-03 12:31:41,36,0,2012-01-03 10:38:53
Case28,Turning & Milling,res_080eeeec-45be-4d6f-9661-4615840d8e09,Role 1,2012-01-03 12:36:14,37,1,2012-01-03 10:55:38
Case29,Turning & Milling,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-03 12:41:48,38,2,2012-01-03 11:04:19
Case4,Packing,res_838aa731-07dd-4781-b225-3a8742473c69,Role 5,2012-01-03 12:56:42,38,1,2012-01-03 12:08:41
Case1,Packing,res_0d5070d7-561b-4a9f-91a2-de538c347314,Role 5,2012-01-03 13:02:59,38,0,2012-01-03 11:55:55
Case15,Turn & Mill. & Screw Assem,res_0d5070d7-561b-4a9f-91a2-de538c347314,Role 1,2012-01-03 13:11:12,39,0,2012-01-03 12:22:50
Case24,Turning,res_0d5070d7-561b-4a9f-91a2-de538c347314,Role 1,2012-01-03 13:11:26,39,0,2012-01-03 12:20:12
Case30,Change Version,res_0d5070d7-561b-4a9f-91a2-de538c347314,Role 1,2012-01-03 13:16:34,39,0,2012-01-03 12:19:01
Case13,Turning & Milling,res_e669e800-bf0d-4f22-a521-315905b5e81b,Role 1,2012-01-03 13:24:55,39,1,2012-01-03 12:57:43
Case12,Packing,res_e669e800-bf0d-4f22-a521-315905b5e81b,Role 5,2012-01-03 13:25:42,39,2,2012-01-03 12:30:22
Case19,Turning Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 1,2012-01-03 13:31:09,40,0,2012-01-03 13:31:09
Case10,Turning & Milling Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 3,2012-01-03 13:38:24,39,0,2012-01-03 12:40:12
Case5,Lapping,res_c52c6dca-c730-4332-837b-9d11f724e81c,Role 4,2012-01-03 14:11:30,40,0,2012-01-03 13:24:11
Case31,Turning & Milling,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 1,2012-01-03 14:18:49,40,2,2012-01-03 13:23:56
Case11,Final Inspection Q.C.,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 3,2012-01-03 14:19:00,39,0,2012-01-03 13:19:53
Case25,Milling,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 1,2012-01-03 14:40:54,40,0,2012-01-03 13:47:18
Case3,Round  Q.C.,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 1,2012-01-03 15:01:20,40,0,2012-01-03 14:12:59
Case18,Turning & Milling Q.C.,res_ab4816ab-493e-4057-8964-f4aec9126d5a,Role 3,2012-01-03 15:16:31,40,0,2012-01-03 14:31:44
Case27,Turning,res_ab4816ab-493e-4057-8964-f4aec9126d5a,Role 1,2012-01-03 15:32:57,41,0,2012-01-03 14:45:23
Case32,Milling Q.C.,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 1,2012-01-03 15:57:41,41,0,2012-01-03 14:35:07
Case33,Milling Q.C.,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 1,2012-01-03 16:29:48,42,1,2012-01-03 15:06:14
Case26,Milling Q.C.,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 1,2012-01-03 17:08:17,42,2,2012-01-03 15:50:25
Case23,Milling Q.C.,res_25a53e7a-8387-43ab-a58a-d13f677bd6ad,Role 1,2012-01-03 18:14:18,43,1,2012-01-03 17:04:11
Case34,Turning & Milling,res_1fa8855e-52f9-4d48-99fe-0b60987dae0c,Role 1,2012-01-03 18:43:56,43,1,2012-01-03 16:43:56
Case9,Turning & Milling Q.C.,res_1fa8855e-52f9-4d48-99fe-0b60987dae0c,Role 3,2012-01-03 18:50:39,44,0,2012-01-03 17:53:31
Case6,Laser Marking,res_25a53e7a-8387-43ab-a58a-d13f677bd6ad,Role 4,2012-01-03 19:01:43,44,0,2012-01-03 18:14:16
Case35,Rework Milling,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 1,2012-01-03 19:35:19,44,0,2012-01-03 17:28:21
Case14,Grinding Rework,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 2,2012-01-03 19:35:33,44,0,2012-01-03 18:39:18
Case7,Lapping,res_838aa731-07dd-4781-b225-3a8742473c69,Role 4,2012-01-03 20:14:17,44,0,2012-01-03 18:56:23
Case31,Turning & Milling Q.C.,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 3,2012-01-03 21:15:53,45,0,2012-01-03 20:14:13
Case36,Turning & Milling,res_080eeeec-45be-4d6f-9661-4615840d8e09,Role 1,2012-01-03 21:52:11,45,1,2012-01-03 19:30:45
Case20,Round Grinding,res_080eeeec-45be-4d6f-9661-4615840d8e09,Role 2,2012-01-03 22:01:58,45,0,2012-01-03 19:53:41
Case37,Rework Milling,res_080eeeec-45be-4d6f-9661-4615840d8e09,Role 1,2012-01-03 22:19:05,46,0,2012-01-03 20:37:59
Case38,Turning & Milling,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 1,2012-01-03 22:34:12,47,2,2012-01-03 21:01:54
Case32,Packing,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 5,2012-01-03 22:58:44,47,0,2012-01-03 21:36:31
Case33,Packing,res_e669e800-bf0d-4f22-a521-315905b5e81b,Role 5,2012-01-03 23:19:20,47,1,2012-01-03 22:18:44
Case39,Milling Q.C.,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 1,2012-01-03 23:49:08,48,0,2012-01-03 22:25:12
Case10,Laser Marking,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 4,2012-01-03 23:56:43,48,0,2012-01-03 23:02:45
Case12,Fix,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 1,2012-01-03 23:57:07,48,0,2012-01-03 23:02:38
Case1,Round  Q.C.,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-04 00:56:35,48,0,2012-01-03 23:39:02
Case40,Turning & Milling,res_25a53e7a-8387-43ab-a58a-d13f677bd6ad,Role 1,2012-01-04 01:43:57,49,1,2012-01-03 23:40:45
Case17,Turning & Milling Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 3,2012-01-04 02:02:24,50,1,2012-01-04 00:54:15
Case3,Packing,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 5,2012-01-04 02:08:47,50,1,2012-01-04 01:00:22
Case5,Laser Marking,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 4,2012-01-04 02:12:19,50,1,2012-01-04 01:05:11
Case11,Packing,res_db3de256-7aab-4de6-929f-8087a62cac32,Role 5,2012-01-04 02:19:57,49,0,2012-01-04 00:15:06
Case30,Final Inspection Q.C.,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 3,2012-01-04 02:57:33,49,0,2012-01-04 00:23:02
Case25,Final Inspection Q.C.,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 3,2012-01-04 02:59:08,50,1,2012-01-04 00:53:35
Case9,Laser Marking,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 4,2012-01-04 03:07:37,51,2,2012-01-04 01:43:32
Case35,Turning & Milling,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 1,2012-01-04 03:21:43,49,2,2012-01-04 00:37:06
Case16,Laser Marking,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 4,2012-01-04 03:36:17,49,0,2012-01-04 00:06:09
Case42,Turning & Milling,res_90da8d03-86b3-45dc-8884-79ce70dd0b4a,Role 1,2012-01-04 03:41:17,51,4,2012-01-04 01:18:05
Case34,Turning & Milling Q.C.,res_90da8d03-86b3-45dc-8884-79ce70dd0b4a,Role 3,2012-01-04 03:45:41,49,0,2012-01-04 00:24:10
Case19,Turning & Milling,res_90da8d03-86b3-45dc-8884-79ce70dd0b4a,Role 1,2012-01-04 03:47:26,51,5,2012-01-04 02:29:52
Case27,Turning Q.C.,res_90da8d03-86b3-45dc-8884-79ce70dd0b4a,Role 1,2012-01-04 03:50:06,51,0,2012-01-04 02:12:20
Case18,Turning & Milling,res_90da8d03-86b3-45dc-8884-79ce70dd0b4a,Role 1,2012-01-04 04:05:37,51,6,2012-01-04 02:49:43
Case41,Turning & Milling,res_90da8d03-86b3-45dc-8884-79ce70dd0b4a,Role 1,2012-01-04 04:07:00,50,3,2012-01-04 00:50:21
Case43,Turning & Milling,res_25a53e7a-8387-43ab-a58a-d13f677bd6ad,Role 1,2012-01-04 04:25:09,52,4,2012-01-04 02:01:48
Case6,Lapping,res_e669e800-bf0d-4f22-a521-315905b5e81b,Role 4,2012-01-04 06:08:51,53,0,2012-01-04 04:23:18
Case26,Packing,res_838aa731-07dd-4781-b225-3a8742473c69,Role 5,2012-01-04 06:28:51,52,0,2012-01-04 03:41:11
Case24,Turning Q.C.,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-04 06:43:30,53,0,2012-01-04 04:20:12
Case44,Rework Milling,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 1,2012-01-04 07:24:24,52,0,2012-01-04 03:13:48
Case13,Turning & Milling Q.C.,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 3,2012-01-04 07:46:58,55,2,2012-01-04 06:42:26
Case7,Laser Marking,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 4,2012-01-04 07:50:10,54,0,2012-01-04 05:47:25
Case14,Packing,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 5,2012-01-04 07:59:47,54,1,2012-01-04 05:59:40
Case15,Turning & Milling Q.C.,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 3,2012-01-04 08:01:15,55,1,2012-01-04 06:26:52
Case39,Packing,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 5,2012-01-04 08:01:21,55,1,2012-01-04 06:43:45
Case31,Turning & Milling,res_9abf9ad1-4843-422b-9d67-d77bb6029a18,Role 1,2012-01-04 08:24:15,55,3,2012-01-04 06:37:59
Case28,Turning & Milling Q.C.,res_080eeeec-45be-4d6f-9661-4615840d8e09,Role 3,2012-01-04 08:35:40,53,0,2012-01-04 04:31:50
Case45,Rework Milling,res_080eeeec-45be-4d6f-9661-4615840d8e09,Role 1,2012-01-04 08:55:25,53,1,2012-01-04 04:17:05
Case29,Laser Marking,res_7481353e-6333-48aa-8469-b72d59879fb1,Role 4,2012-01-04 09:11:40,54,1,2012-01-04 06:02:00
Case48,Change Version,res_7481353e-6333-48aa-8469-b72d59879fb1,Role 1,2012-01-04 09:16:46,56,0,2012-01-04 07:04:41
Case46,Turning & Milling,res_7481353e-6333-48aa-8469-b72d59879fb1,Role 1,2012-01-04 09:25:02,54,1,2012-01-04 05:32:26
Case47,Turning & Milling,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 1,2012-01-04 09:43:15,55,2,2012-01-04 06:18:16
Case12,Packing,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 5,2012-01-04 09:50:39,55,0,2012-01-04 08:30:05
Case10,Final Inspection Q.C.,res_03016ce9-abbd-4233-b031-8451e271c4be,Role 3,2012-01-04 10:25:45,55,1,2012-01-04 09:10:26
Case4,Fix,res_e25c1c50-b442-4c1e-b2fe-c1676d69db7d,Role 1,2012-01-04 11:29:22,56,0,2012-01-04 10:08:51
Case9,Final Inspection Q.C.,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 3,2012-01-04 11:43:52,57,2,2012-01-04 10:31:44
Case23,Packing,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 5,2012-01-04 11:47:44,56,0,2012-01-04 09:56:56
Case33,Final Inspection Q.C.,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 3,2012-01-04 11:49:32,56,1,2012-01-04 10:29:58
Case22,Turn & Mill. & Screw Assem,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 1,2012-01-04 12:38:35,55,0,2012-01-04 09:27:47
Case49,Rework Milling,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 1,2012-01-04 12:59:37,56,0,2012-01-04 09:38:10
Case36,Turning & Milling Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 3,2012-01-04 13:11:22,56,0,2012-01-04 09:54:42
Case50,Milling Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 1,2012-01-04 13:12:53,57,0,2012-01-04 10:30:47
Case21,Final Inspection Q.C.,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 3,2012-01-04 13:34:44,55,0,2012-01-04 09:03:44
Case51,Turning & Milling,res_db3de256-7aab-4de6-929f-8087a62cac32,Role 1,2012-01-04 14:12:38,58,1,2012-01-04 11:36:33
Case52,Rework Milling,res_ab4816ab-493e-4057-8964-f4aec9126d5a,Role 1,2012-01-04 15:52:39,59,1,2012-01-04 12:21:06
Case1,Packing,res_e25c1c50-b442-4c1e-b2fe-c1676d69db7d,Role 5,2012-01-04 17:14:23,61,0,2012-01-04 15:04:58
Case53,Turning & Milling,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 1,2012-01-04 18:16:03,60,2,2012-01-04 13:36:07
Case11,Final Inspection Q.C.,res_8d190d99-931c-44d1-8ff6-298c6c9cb568,Role 3,2012-01-04 18:55:06,63,0,2012-01-04 16:59:51
Case54,Turning & Milling,res_25a53e7a-8387-43ab-a58a-d13f677bd6ad,Role 1,2012-01-04 19:21:50,61,2,2012-01-04 14:42:24
Case37,Change Version,res_25a53e7a-8387-43ab-a58a-d13f677bd6ad,Role 1,2012-01-04 19:30:36,63,1,2012-01-04 17:35:49
Case32,Final Inspection Q.C.,res_e25c1c50-b442-4c1e-b2fe-c1676d69db7d,Role 3,2012-01-04 19:38:01,63,1,2012-01-04 17:27:15
Case38,Turning & Milling Q.C.,res_e25c1c50-b442-4c1e-b2fe-c1676d69db7d,Role 3,2012-01-04 19:43:52,63,0,2012-01-04 17:31:14
Case55,Change Version,res_838aa731-07dd-4781-b225-3a8742473c69,Role 1,2012-01-04 20:07:29,62,0,2012-01-04 15:37:05
Case20,Packing,res_e25c1c50-b442-4c1e-b2fe-c1676d69db7d,Role 5,2012-01-04 20:15:24,63,0,2012-01-04 17:39:36
Case57,Turning,res_e25c1c50-b442-4c1e-b2fe-c1676d69db7d,Role 1,2012-01-04 20:23:24,64,0,2012-01-04 17:50:39
Case56,Rework Milling,res_a6e5c493-cbc7-4e1d-8bdc-e7b8b9a07e3f,Role 1,2012-01-04 20:57:27,63,0,2012-01-04 16:25:58
Case12,Round  Q.C.,res_7481353e-6333-48aa-8469-b72d59879fb1,Role 1,2012-01-04 21:24:27,65,0,2012-01-04 20:08:56
Case35,Turning & Milling Q.C.,res_7481353e-6333-48aa-8469-b72d59879fb1,Role 3,2012-01-04 21:34:21,65,1,2012-01-04 19:35:48
Case5,Round Grinding,res_da03ef3e-30dc-4baa-85ff-f3ee2e06d2f9,Role 2,2012-01-04 21:49:48,66,0,2012-01-04 20:47:33
Case40,Laser Marking,res_6ff38247-bfbd-413b-84fa-936a7e093796,Role 4,2012-01-04 22:00:47,65,0,2012-01-04 19:21:41
Case58,Turning,res_6ff38247-bfbd-413b-84fa-936a7e093796,Role 1,2012-01-04 22:18:22,65,1,2012-01-04 19:15:45
Case9,Grinding Rework,res_90da8d03-86b3-45dc-8884-79ce70dd0b4a,Role 2,2012-01-04 22:57:20,67,0,2012-01-04 21:55:08
Case59,Turning & Milling Q.C.,res_90da8d03-86b3-45dc-8884-79ce70dd0b4a,Role 3,2012-01-04 23:01:59,66,2,2012-01-04 20:11:26
Case43,Turning & Milling Q.C.,res_90da8d03-86b3-45dc-8884-79ce70dd0b4a,Role 3,2012-01-04 23:11:25,65,1,2012-01-04 20:02:11
Case25,Round Grinding,res_f9126a8e-ffb6-475a-86c9-4a30f8da3741,Role 2,2012-01-04 23:35:13,67,0,2012-01-04 21:53:46
Case41,Turning & Milling Q.C.,res_97234f43-3561-4cab-aed9-df94336f5841,Role 3,2012-01-04 23:53:20,67,3,2012-01-04 21:12:24
Case60,Turning,res_97234f43-3561-4cab-aed9-df94336f5841,Role 1,2012-01-05 00:08:40,67,1,2012-01-04 21:01:26
Case30,Packing,res_03016ce9-abbd-4233-b031-8451e271c4be,Role 5,2012-01-05 00:26:51,68,0,2012-01-04 22:44:35
Case42,Milling,res_03016ce9-abbd-4233-b031-8451e271c4be,Role 1,2012-01-05 00:33:01,67,0,2012-01-04 21:46:04
Case16,Lapping,res_a6e5c493-cbc7-4e1d-8bdc-e7b8b9a07e3f,Role 4,2012-01-05 01:44:04,68,0,2012-01-04 23:44:14
Case61,Rework Milling,res_a6e5c493-cbc7-4e1d-8bdc-e7b8b9a07e3f,Role 1,2012-01-05 01:45:49,68,0,2012-01-04 22:23:36
Case34,Turn & Mill. & Screw Assem,res_db3de256-7aab-4de6-929f-8087a62cac32,Role 1,2012-01-05 02:14:57,68,0,2012-01-04 23:26:13
