caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case7,Packing,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 5,2012-01-02 22:01:41,23,0,2012-01-02 19:51:36
Case9,Laser Marking,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 4,2012-01-02 22:16:55,24,0,2012-01-02 20:35:53
Case5,Final Inspection Q.C.,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 3,2012-01-02 22:25:28,25,0,2012-01-02 21:13:06
Case13,Rework Milling,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 1,2012-01-02 22:29:13,24,0,2012-01-02 19:53:24
Case15,Rework Milling,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-02 22:46:47,26,1,2012-01-02 21:14:35
Case8,Laser Marking,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 4,2012-01-02 22:50:42,25,1,2012-01-02 21:00:17
Case14,Turning & Milling,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-02 23:00:36,25,3,2012-01-02 20:59:03
Case1,Turning & Milling,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-02 23:44:29,26,2,2012-01-02 22:38:55
Case2,Flat Grinding,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 4,2012-01-02 23:51:35,26,0,2012-01-02 22:36:39
Case4,Flat Grinding,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 4,2012-01-03 00:30:40,26,1,2012-01-02 22:41:37
Case16,Rework Milling,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 1,2012-01-03 00:32:55,26,2,2012-01-02 22:20:35
Case6,Turning & Milling,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 1,2012-01-03 00:42:55,26,2,2012-01-02 23:00:40
Case3,Lapping,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 4,2012-01-03 01:22:11,26,0,2012-01-02 23:30:42
Case15,Turning,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 1,2012-01-03 01:28:45,27,0,2012-01-02 23:55:56
Case13,Milling Q.C.,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 1,2012-01-03 02:22:08,28,0,2012-01-03 00:35:36
Case14,Milling,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 1,2012-01-03 02:27:45,28,0,2012-01-03 00:33:50
Case18,Rework Milling,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 1,2012-01-03 02:36:33,28,1,2012-01-03 00:01:35
Case17,Turning & Milling,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 1,2012-01-03 02:48:35,27,2,2012-01-02 23:52:26
Case19,Rework Milling,res_41c5953e-cc18-4c0e-bdac-43002d9ef91c,Role 1,2012-01-03 03:50:04,29,1,2012-01-03 01:47:00
Case20,Change Version,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 1,2012-01-03 04:21:28,30,0,2012-01-03 02:18:18
Case9,Final Inspection Q.C.,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 3,2012-01-03 04:27:03,31,0,2012-01-03 03:33:27
Case12,Laser Marking,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 4,2012-01-03 04:30:38,30,0,2012-01-03 02:27:05
Case16,Milling Q.C.,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 1,2012-01-03 04:51:39,31,0,2012-01-03 03:42:20
Case8,Round Grinding,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 2,2012-01-03 04:53:40,31,0,2012-01-03 04:08:27
Case21,Turning & Milling Q.C.,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 3,2012-01-03 05:25:12,31,0,2012-01-03 03:05:14
Case22,Turning & Milling,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 1,2012-01-03 05:35:45,32,1,2012-01-03 04:15:51
Case5,Packing,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 5,2012-01-03 05:54:42,32,0,2012-01-03 04:59:43
Case11,Turn & Mill. & Screw Assem,res_28b8d392-edd8-407f-a547-fa05df84f1df,Role 1,2012-01-03 06:21:19,33,0,2012-01-03 05:29:33
Case23,Turning & Milling,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 1,2012-01-03 06:32:09,33,2,2012-01-03 05:09:30
Case10,Laser Marking,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 4,2012-01-03 07:38:56,34,0,2012-01-03 06:34:49
Case3,Final Inspection Q.C.,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 3,2012-01-03 08:00:08,34,0,2012-01-03 06:31:57
Case15,Turning Q.C.,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 1,2012-01-03 08:04:54,34,0,2012-01-03 06:52:20
Case4,Lapping,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 4,2012-01-03 08:05:43,33,0,2012-01-03 06:26:36
Case14,Final Inspection Q.C.,res_3c4c3e2d-f1f1-4699-ac07-5208a5964600,Role 3,2012-01-03 08:19:01,35,1,2012-01-03 07:38:44
Case20,Final Inspection Q.C.,res_3c4c3e2d-f1f1-4699-ac07-5208a5964600,Role 3,2012-01-03 08:22:54,36,1,2012-01-03 08:13:24
Case13,Packing,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 5,2012-01-03 08:30:44,35,0,2012-01-03 08:01:04
Case18,Milling Q.C.,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 1,2012-01-03 08:46:17,33,0,2012-01-03 06:14:50
Case1,Milling,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 1,2012-01-03 08:51:25,35,0,2012-01-03 07:56:53
Case6,Turning & Milling Q.C.,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 3,2012-01-03 08:53:05,35,0,2012-01-03 07:31:16
Case24,Milling Q.C.,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 1,2012-01-03 08:55:05,34,1,2012-01-03 06:29:56
Case25,Rework Milling,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 1,2012-01-03 09:00:45,35,0,2012-01-03 07:06:03
Case26,Turning & Milling,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 1,2012-01-03 09:04:02,36,1,2012-01-03 08:12:55
Case19,Change Version,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-03 09:14:50,36,0,2012-01-03 08:27:24
Case17,Laser Marking,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 4,2012-01-03 09:16:08,35,1,2012-01-03 07:12:45
Case2,Lapping,res_8a96a6b9-f644-497c-9ed3-bb9a5fe1f225,Role 4,2012-01-03 10:34:40,36,0,2012-01-03 09:13:21
Case27,Turning & Milling,res_4d27bd24-74dd-447e-ac55-3f7f9b63dd48,Role 1,2012-01-03 12:45:00,37,1,2012-01-03 10:21:12
Case23,Laser Marking,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 4,2012-01-03 13:23:48,38,0,2012-01-03 12:10:27
Case28,Turning & Milling,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-03 13:30:13,38,2,2012-01-03 11:29:02
Case9,Round Grinding,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 2,2012-01-03 13:30:26,39,0,2012-01-03 12:24:38
Case12,Final Inspection Q.C.,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 3,2012-01-03 13:41:56,39,0,2012-01-03 12:24:16
Case29,Turning & Milling,res_823f57a5-3e17-4893-8cf4-a02e2de5f531,Role 1,2012-01-03 14:27:15,39,3,2012-01-03 12:14:10
Case8,Lapping,res_823f57a5-3e17-4893-8cf4-a02e2de5f531,Role 4,2012-01-03 14:32:52,39,0,2012-01-03 13:22:29
Case26,Milling Q.C.,res_823f57a5-3e17-4893-8cf4-a02e2de5f531,Role 1,2012-01-03 14:33:18,40,0,2012-01-03 13:56:40
Case25,Turning & Milling,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 1,2012-01-03 14:42:29,39,3,2012-01-03 13:17:57
Case16,Packing,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 5,2012-01-03 14:42:49,39,1,2012-01-03 13:42:40
Case5,Fix,res_3c4c3e2d-f1f1-4699-ac07-5208a5964600,Role 1,2012-01-03 15:10:19,40,0,2012-01-03 14:04:49
Case24,Packing,res_8e66530c-8a00-4a6d-abe2-c3179012879a,Role 5,2012-01-03 15:17:36,39,0,2012-01-03 13:38:51
Case30,Rework Milling,res_7ef9905d-d6bd-4023-aaef-8d5f82e9faf7,Role 1,2012-01-03 15:21:47,40,0,2012-01-03 13:43:09
Case11,Turning & Milling Q.C.,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 3,2012-01-03 15:33:32,41,0,2012-01-03 14:53:28
Case31,Change Version,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 1,2012-01-03 16:00:11,41,0,2012-01-03 14:34:57
Case32,Change Version,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 1,2012-01-03 16:28:11,42,1,2012-01-03 15:17:04
Case22,Milling,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 1,2012-01-03 16:34:34,42,0,2012-01-03 15:23:52
Case21,Round Grinding,res_8a96a6b9-f644-497c-9ed3-bb9a5fe1f225,Role 2,2012-01-03 16:43:04,42,0,2012-01-03 15:19:10
Case19,Final Inspection Q.C.,res_58321f00-5949-410e-9079-d1d4253465c9,Role 3,2012-01-03 17:28:16,42,0,2012-01-03 16:28:59
Case1,Final Inspection Q.C.,res_3c4c3e2d-f1f1-4699-ac07-5208a5964600,Role 3,2012-01-03 17:48:57,43,1,2012-01-03 16:51:55
Case6,Turning & Milling,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 1,2012-01-03 17:52:48,43,1,2012-01-03 16:40:01
Case3,Packing,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 5,2012-01-03 17:58:57,43,0,2012-01-03 16:39:44
Case13,Final Inspection Q.C.,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 3,2012-01-03 17:59:50,43,1,2012-01-03 17:32:16
Case33,Rework Milling,res_28b8d392-edd8-407f-a547-fa05df84f1df,Role 1,2012-01-03 18:13:13,43,0,2012-01-03 16:30:49
Case34,Turning,res_8a96a6b9-f644-497c-9ed3-bb9a5fe1f225,Role 1,2012-01-03 18:58:25,43,0,2012-01-03 17:50:05
Case10,Flat Grinding,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 4,2012-01-03 19:53:41,43,0,2012-01-03 18:40:26
Case35,Turning & Milling,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 1,2012-01-03 20:06:20,43,1,2012-01-03 18:11:07
Case28,Change Version,res_4d57ea0b-c4af-451b-880a-0dde2f2cba55,Role 1,2012-01-03 20:06:26,43,0,2012-01-03 18:43:14
Case27,Laser Marking,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 4,2012-01-03 20:23:37,43,0,2012-01-03 18:38:34
Case18,Packing,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 5,2012-01-03 20:54:09,43,0,2012-01-03 18:16:09
Case2,Laser Marking,res_28b8d392-edd8-407f-a547-fa05df84f1df,Role 4,2012-01-03 21:04:41,43,1,2012-01-03 19:34:29
Case30,Turning,res_28b8d392-edd8-407f-a547-fa05df84f1df,Role 1,2012-01-03 21:08:36,45,0,2012-01-03 20:13:31
Case17,Round Grinding,res_28b8d392-edd8-407f-a547-fa05df84f1df,Role 2,2012-01-03 21:09:34,43,0,2012-01-03 19:23:00
Case31,Final Inspection Q.C.,res_28b8d392-edd8-407f-a547-fa05df84f1df,Role 3,2012-01-03 21:10:48,45,0,2012-01-03 20:39:03
Case20,Packing,res_5041d959-da43-43fa-8d36-7d5ff2080c31,Role 5,2012-01-03 21:37:59,45,0,2012-01-03 21:37:59
Case36,Turning & Milling,res_5041d959-da43-43fa-8d36-7d5ff2080c31,Role 1,2012-01-03 21:45:03,44,2,2012-01-03 19:43:35
Case32,Final Inspection Q.C.,res_5041d959-da43-43fa-8d36-7d5ff2080c31,Role 3,2012-01-03 21:59:40,44,0,2012-01-03 21:14:46
Case37,Turning & Milling,res_5041d959-da43-43fa-8d36-7d5ff2080c31,Role 1,2012-01-03 22:14:17,45,2,2012-01-03 20:09:00
Case15,Turning & Milling,res_5041d959-da43-43fa-8d36-7d5ff2080c31,Role 1,2012-01-03 22:15:29,44,3,2012-01-03 21:04:34
Case38,Change Version,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-03 22:45:09,45,0,2012-01-03 21:28:53
Case4,Laser Marking,res_41c5953e-cc18-4c0e-bdac-43002d9ef91c,Role 4,2012-01-04 00:11:11,45,0,2012-01-03 22:39:04
Case14,Round Grinding,res_41c5953e-cc18-4c0e-bdac-43002d9ef91c,Role 2,2012-01-04 00:11:46,46,0,2012-01-03 22:49:35
Case23,Round Grinding,res_41c5953e-cc18-4c0e-bdac-43002d9ef91c,Role 2,2012-01-04 00:32:49,47,1,2012-01-03 23:24:37
Case39,Turning,res_41c5953e-cc18-4c0e-bdac-43002d9ef91c,Role 1,2012-01-04 01:06:06,46,0,2012-01-03 22:47:51
Case40,Milling Q.C.,res_58321f00-5949-410e-9079-d1d4253465c9,Role 1,2012-01-04 01:31:58,47,0,2012-01-03 23:06:31
Case9,Lapping,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 4,2012-01-04 01:36:56,47,0,2012-01-03 23:55:43
Case11,Nitration Q.C.,res_3c4c3e2d-f1f1-4699-ac07-5208a5964600,Role 3,2012-01-04 02:38:16,48,0,2012-01-04 01:12:54
Case33,Milling Q.C.,res_8e66530c-8a00-4a6d-abe2-c3179012879a,Role 1,2012-01-04 04:53:08,47,1,2012-01-04 00:08:06
Case41,Rework Milling,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 1,2012-01-04 05:41:34,48,0,2012-01-04 00:10:31
Case42,Turning,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 1,2012-01-04 06:00:30,49,0,2012-01-04 01:32:14
Case13,Round Grinding,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 2,2012-01-04 06:07:14,51,1,2012-01-04 04:33:03
Case24,Final Inspection Q.C.,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 3,2012-01-04 06:13:13,49,0,2012-01-04 01:54:20
Case2,Final Inspection Q.C.,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 3,2012-01-04 06:16:53,51,2,2012-01-04 05:03:33
Case12,Round Grinding,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 2,2012-01-04 06:21:37,51,0,2012-01-04 03:46:11
Case5,Packing,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 5,2012-01-04 06:24:11,51,0,2012-01-04 05:11:34
Case6,Laser Marking,res_823f57a5-3e17-4893-8cf4-a02e2de5f531,Role 4,2012-01-04 06:57:13,51,1,2012-01-04 05:33:09
Case43,Milling Q.C.,res_823f57a5-3e17-4893-8cf4-a02e2de5f531,Role 1,2012-01-04 07:04:09,50,1,2012-01-04 02:48:52
Case34,Turning Q.C.,res_823f57a5-3e17-4893-8cf4-a02e2de5f531,Role 1,2012-01-04 07:04:22,51,0,2012-01-04 04:37:11
Case44,Change Version,res_066839b4-e828-44f0-9ada-60f061c310e5,Role 1,2012-01-04 07:25:11,51,0,2012-01-04 03:06:25
Case38,Final Inspection Q.C.,res_066839b4-e828-44f0-9ada-60f061c310e5,Role 3,2012-01-04 07:25:55,51,1,2012-01-04 04:55:27
Case36,Turning & Milling Q.C.,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 3,2012-01-04 07:55:10,51,0,2012-01-04 04:21:46
Case37,Laser Marking,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 4,2012-01-04 07:57:54,51,0,2012-01-04 05:14:10
Case35,Laser Marking,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 4,2012-01-04 07:58:40,51,2,2012-01-04 05:43:19
Case45,Turning & Milling,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 1,2012-01-04 08:29:15,52,1,2012-01-04 05:46:13
Case31,Grinding Rework,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 2,2012-01-04 08:31:44,53,0,2012-01-04 07:12:49
Case29,Milling,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 1,2012-01-04 08:37:36,52,0,2012-01-04 05:54:02
Case30,Turning Q.C.,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-04 08:42:04,53,1,2012-01-04 06:48:04
Case46,Rework Milling,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-04 08:43:29,53,0,2012-01-04 06:00:25
Case8,Round Grinding,res_5041d959-da43-43fa-8d36-7d5ff2080c31,Role 2,2012-01-04 09:24:43,53,0,2012-01-04 07:22:29
Case10,Laser Marking,res_58321f00-5949-410e-9079-d1d4253465c9,Role 4,2012-01-04 10:20:56,53,0,2012-01-04 08:39:35
Case16,Round  Q.C.,res_58321f00-5949-410e-9079-d1d4253465c9,Role 1,2012-01-04 10:28:50,53,0,2012-01-04 08:05:46
Case32,Packing,res_41c5953e-cc18-4c0e-bdac-43002d9ef91c,Role 5,2012-01-04 11:02:43,53,0,2012-01-04 09:11:37
Case22,Final Inspection Q.C.,res_41c5953e-cc18-4c0e-bdac-43002d9ef91c,Role 3,2012-01-04 11:23:21,53,0,2012-01-04 07:51:24
Case28,Final Inspection Q.C.,res_41c5953e-cc18-4c0e-bdac-43002d9ef91c,Role 3,2012-01-04 11:26:39,53,1,2012-01-04 08:17:58
Case15,Milling Q.C.,res_3c4c3e2d-f1f1-4699-ac07-5208a5964600,Role 1,2012-01-04 12:00:10,53,0,2012-01-04 10:35:09
Case27,Final Inspection Q.C.,res_3c4c3e2d-f1f1-4699-ac07-5208a5964600,Role 3,2012-01-04 12:23:42,53,2,2012-01-04 10:14:53
Case4,Lapping,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 4,2012-01-04 13:55:48,52,0,2012-01-04 12:27:21
Case26,Packing,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 5,2012-01-04 13:58:02,52,1,2012-01-04 12:36:59
Case9,Final Inspection Q.C.,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 3,2012-01-04 14:01:22,52,1,2012-01-04 12:22:32
Case19,Round Grinding,res_41c5953e-cc18-4c0e-bdac-43002d9ef91c,Role 2,2012-01-04 14:44:04,52,0,2012-01-04 13:01:10
Case25,Turning & Milling Q.C.,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 3,2012-01-04 15:00:17,51,0,2012-01-04 11:58:54
Case14,Packing,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 5,2012-01-04 15:00:58,52,2,2012-01-04 13:10:53
Case20,Final Inspection Q.C.,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 3,2012-01-04 15:08:04,53,1,2012-01-04 13:57:48
Case39,Turning Q.C.,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 1,2012-01-04 15:15:43,52,0,2012-01-04 12:14:58
Case48,Turning & Milling,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 1,2012-01-04 15:17:19,52,1,2012-01-04 12:13:25
Case17,Lapping,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 4,2012-01-04 15:36:08,52,1,2012-01-04 13:32:37
Case47,Rework Milling,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-04 15:51:35,51,0,2012-01-04 11:42:39
Case40,Packing,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 5,2012-01-04 16:03:35,51,0,2012-01-04 11:57:32
Case11,Laser Marking,res_1d689a4c-3f4b-4ab5-b989-94f1fb0e351f,Role 4,2012-01-04 16:13:44,53,0,2012-01-04 14:58:38
Case49,Rework Milling,res_09d2e127-e32f-48d8-af35-66f23605bb70,Role 1,2012-01-04 16:20:23,53,1,2012-01-04 13:36:53
Case50,Turning & Milling,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 1,2012-01-04 17:23:15,53,2,2012-01-04 14:43:57
Case23,Lapping,res_af7cf01b-55d1-42b7-9d0f-694e63ab86fc,Role 4,2012-01-04 18:08:24,53,1,2012-01-04 15:26:04
Case6,Final Inspection Q.C.,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 3,2012-01-04 19:29:31,55,1,2012-01-04 17:58:50
Case2,Round Grinding,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 2,2012-01-04 19:32:00,55,0,2012-01-04 18:07:55
Case51,Turning & Milling,res_3c4c3e2d-f1f1-4699-ac07-5208a5964600,Role 1,2012-01-04 20:04:43,54,2,2012-01-04 15:54:03
Case21,Laser Marking,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 4,2012-01-04 20:26:38,54,0,2012-01-04 16:19:40
Case52,Rework Milling,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 1,2012-01-04 20:52:48,54,1,2012-01-04 16:11:46
Case44,Final Inspection Q.C.,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 3,2012-01-04 21:22:32,54,0,2012-01-04 16:38:34
Case38,Packing,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 5,2012-01-04 21:34:13,57,1,2012-01-04 20:22:23
Case54,Turning & Milling,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 1,2012-01-04 21:35:13,56,2,2012-01-04 18:22:29
Case46,Turning,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 1,2012-01-04 21:36:44,56,0,2012-01-04 18:47:27
Case55,Turning & Milling Q.C.,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 3,2012-01-04 21:42:43,57,0,2012-01-04 19:04:21
Case53,Rework Milling,res_9c6c2c86-f06b-42fc-ba5e-fedb84f2ec21,Role 1,2012-01-04 21:44:36,55,1,2012-01-04 17:43:16
Case43,Packing,res_28b8d392-edd8-407f-a547-fa05df84f1df,Role 5,2012-01-04 22:05:04,56,0,2012-01-04 18:31:14
Case45,Turning & Milling Q.C.,res_28b8d392-edd8-407f-a547-fa05df84f1df,Role 3,2012-01-04 22:26:23,57,1,2012-01-04 19:56:22
Case5,Final Inspection Q.C.,res_6fabf028-fdcb-4a97-b007-166a68b3d46f,Role 3,2012-01-04 22:57:13,57,0,2012-01-04 21:46:30
Case41,Change Version,res_6fabf028-fdcb-4a97-b007-166a68b3d46f,Role 1,2012-01-04 22:57:57,56,0,2012-01-04 18:31:19
Case42,Turning Q.C.,res_6fabf028-fdcb-4a97-b007-166a68b3d46f,Role 1,2012-01-04 22:59:53,57,0,2012-01-04 19:32:56
Case56,Turning & Milling,res_84d7a922-558b-4678-9af0-554b7c9749f6,Role 1,2012-01-05 00:38:51,58,1,2012-01-04 21:48:38
Case36,Round Grinding,res_8768c40c-d4c3-4a01-bdb3-9c8974fb2f0d,Role 2,2012-01-05 01:10:17,58,0,2012-01-04 22:40:50
Case57,Turning & Milling Q.C.,res_58321f00-5949-410e-9079-d1d4253465c9,Role 3,2012-01-05 02:05:35,58,0,2012-01-04 22:29:14
Case58,Rework Milling,res_ce1b0982-ada2-47d6-b403-bb22202d6ee1,Role 1,2012-01-05 03:05:07,58,0,2012-01-04 23:25:44
Case33,Packing,res_a7152638-61a7-4ead-ab59-db7d1f6addbf,Role 5,2012-01-05 03:40:43,57,0,2012-01-04 23:08:08
Case37,Final Inspection Q.C.,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 3,2012-01-05 03:47:17,60,0,2012-01-05 01:12:23
Case34,Turning & Milling,res_3eb92ef0-cbbc-417c-ac91-39b46c5d0540,Role 1,2012-01-05 03:50:24,60,1,2012-01-05 01:57:48
