caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case6,Final Inspection Q.C.,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 3,2012-01-02 22:23:37,25,0,2012-01-02 21:50:25
Case10,Milling,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 1,2012-01-02 22:31:47,24,1,2012-01-02 21:20:28
Case12,Rework Milling,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 1,2012-01-02 22:41:39,23,0,2012-01-02 19:49:48
Case13,Turning & Milling Q.C.,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 3,2012-01-02 22:42:39,24,0,2012-01-02 20:27:39
Case5,Flat Grinding,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 4,2012-01-02 22:47:03,25,0,2012-01-02 22:10:26
Case14,Turning & Milling Q.C.,res_2bb33b93-f131-4792-959c-c90015123578,Role 3,2012-01-02 23:14:51,25,1,2012-01-02 21:35:05
Case3,Fix,res_2bb33b93-f131-4792-959c-c90015123578,Role 1,2012-01-02 23:42:23,25,0,2012-01-02 22:52:17
Case16,Turning & Milling,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 1,2012-01-03 00:28:27,27,1,2012-01-02 23:01:32
Case2,Laser Marking,res_b8d3a7c7-ab5d-4589-a9fe-5d3baa1d0464,Role 4,2012-01-03 00:46:10,27,0,2012-01-02 23:46:52
Case15,Turning & Milling Q.C.,res_cb16b1dc-aa9b-4028-b0d5-a81fabb89d61,Role 3,2012-01-03 00:51:43,26,1,2012-01-02 22:58:29
Case13,Turn & Mill. & Screw Assem,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 1,2012-01-03 01:42:48,28,0,2012-01-03 00:48:08
Case9,Final Inspection Q.C.,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 3,2012-01-03 02:01:04,29,0,2012-01-03 01:28:54
Case17,Turning & Milling,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 1,2012-01-03 02:22:14,28,1,2012-01-03 00:31:56
Case14,Turning & Milling,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 1,2012-01-03 02:23:24,29,2,2012-01-03 01:45:19
Case12,Turning & Milling Q.C.,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 3,2012-01-03 02:53:53,28,0,2012-01-03 01:03:41
Case18,Turning,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 1,2012-01-03 02:54:39,29,0,2012-01-03 01:24:31
Case1,Turning & Milling Q.C.,res_cb16b1dc-aa9b-4028-b0d5-a81fabb89d61,Role 3,2012-01-03 04:04:26,28,0,2012-01-03 03:09:27
Case10,Final Inspection Q.C.,res_cb16b1dc-aa9b-4028-b0d5-a81fabb89d61,Role 3,2012-01-03 04:05:18,28,1,2012-01-03 03:33:30
Case8,Final Inspection Q.C.,res_88fdd02f-7bee-420e-880e-7ef07b45110f,Role 3,2012-01-03 04:09:36,28,2,2012-01-03 03:45:37
Case11,Final Inspection Q.C.,res_1d901df7-db18-4238-855b-d1fe9b514b06,Role 3,2012-01-03 04:30:19,28,0,2012-01-03 03:15:02
Case19,Rework Milling,res_76b79049-43a6-4a45-8f12-d9ad8dc60b72,Role 1,2012-01-03 04:37:19,29,0,2012-01-03 03:57:01
Case16,Turning & Milling Q.C.,res_76b79049-43a6-4a45-8f12-d9ad8dc60b72,Role 3,2012-01-03 04:42:11,29,0,2012-01-03 04:06:56
Case20,Turning & Milling,res_eecd32c6-e871-4526-a95b-c612506267f0,Role 1,2012-01-03 05:09:54,30,1,2012-01-03 04:12:25
Case7,Packing,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 5,2012-01-03 05:27:00,30,0,2012-01-03 04:45:40
Case15,Round Grinding,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 2,2012-01-03 05:40:36,30,0,2012-01-03 04:33:51
Case6,Packing,res_eecd32c6-e871-4526-a95b-c612506267f0,Role 5,2012-01-03 05:51:17,30,1,2012-01-03 05:00:28
Case5,Lapping,res_224b8bbf-2f17-4f75-9b2e-370a155179a1,Role 4,2012-01-03 06:12:58,30,0,2012-01-03 05:11:31
Case3,Packing,res_224b8bbf-2f17-4f75-9b2e-370a155179a1,Role 5,2012-01-03 06:32:06,30,1,2012-01-03 05:45:48
Case4,Milling,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 1,2012-01-03 06:58:42,31,0,2012-01-03 06:08:37
Case13,Turning & Milling Q.C.,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 3,2012-01-03 07:18:44,33,1,2012-01-03 07:14:38
Case14,Milling,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 1,2012-01-03 07:20:41,31,2,2012-01-03 06:48:36
Case18,Turning Q.C.,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 1,2012-01-03 07:43:37,31,0,2012-01-03 06:39:42
Case21,Rework Milling,res_4fe81b9d-f1f9-49dc-91f9-805da2dd6b63,Role 1,2012-01-03 07:58:44,31,0,2012-01-03 05:55:06
Case17,Milling,res_4fe81b9d-f1f9-49dc-91f9-805da2dd6b63,Role 1,2012-01-03 08:06:09,31,1,2012-01-03 06:32:23
Case23,Rework Milling,res_b8d3a7c7-ab5d-4589-a9fe-5d3baa1d0464,Role 1,2012-01-03 08:34:00,33,1,2012-01-03 07:09:40
Case12,Laser Marking,res_b8d3a7c7-ab5d-4589-a9fe-5d3baa1d0464,Role 4,2012-01-03 08:35:23,33,0,2012-01-03 07:46:12
Case22,Turning & Milling Q.C.,res_b8d3a7c7-ab5d-4589-a9fe-5d3baa1d0464,Role 3,2012-01-03 08:44:42,32,0,2012-01-03 06:58:42
Case2,Round Grinding,res_b8d3a7c7-ab5d-4589-a9fe-5d3baa1d0464,Role 2,2012-01-03 09:06:00,33,0,2012-01-03 08:17:38
Case19,Milling Q.C.,res_b8d3a7c7-ab5d-4589-a9fe-5d3baa1d0464,Role 1,2012-01-03 09:07:57,33,0,2012-01-03 08:33:22
Case8,Grinding Rework,res_346788f3-f255-43ac-b173-358dbe56550e,Role 2,2012-01-03 10:00:42,35,0,2012-01-03 09:23:50
Case10,Grinding Rework,res_76b79049-43a6-4a45-8f12-d9ad8dc60b72,Role 2,2012-01-03 10:46:04,36,0,2012-01-03 10:03:44
Case24,Rework Milling,res_76b79049-43a6-4a45-8f12-d9ad8dc60b72,Role 1,2012-01-03 11:04:25,34,0,2012-01-03 08:48:08
Case25,Turning & Milling,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 1,2012-01-03 11:15:14,35,1,2012-01-03 09:16:03
Case11,Packing,res_0919ab3f-808d-4454-9bea-f67a6b72383e,Role 5,2012-01-03 11:57:02,37,0,2012-01-03 11:32:13
Case3,Final Inspection Q.C.,res_0919ab3f-808d-4454-9bea-f67a6b72383e,Role 3,2012-01-03 11:59:04,37,0,2012-01-03 11:11:20
Case26,Milling Q.C.,res_0919ab3f-808d-4454-9bea-f67a6b72383e,Role 1,2012-01-03 12:13:09,36,0,2012-01-03 10:00:14
Case22,Stress Relief,res_224b8bbf-2f17-4f75-9b2e-370a155179a1,Role 1,2012-01-03 12:32:10,37,0,2012-01-03 11:53:38
Case16,Turning & Milling,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 1,2012-01-03 12:48:17,37,2,2012-01-03 12:15:03
Case27,Rework Milling,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 1,2012-01-03 13:12:25,37,0,2012-01-03 11:08:50
Case23,Turning & Milling Q.C.,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 3,2012-01-03 13:14:54,37,1,2012-01-03 12:40:33
Case4,Final Inspection Q.C.,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 3,2012-01-03 13:28:52,37,0,2012-01-03 12:54:39
Case7,Round  Q.C.,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-03 13:46:06,38,0,2012-01-03 13:25:45
Case21,Turning & Milling Q.C.,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 3,2012-01-03 13:54:16,37,0,2012-01-03 12:40:22
Case28,Turning & Milling,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-03 14:08:29,37,1,2012-01-03 12:14:11
Case29,Turning & Milling,res_346788f3-f255-43ac-b173-358dbe56550e,Role 1,2012-01-03 14:21:51,38,2,2012-01-03 13:25:40
Case6,Fix,res_88fdd02f-7bee-420e-880e-7ef07b45110f,Role 1,2012-01-03 15:05:34,38,0,2012-01-03 14:17:55
Case13,Stress Relief,res_88fdd02f-7bee-420e-880e-7ef07b45110f,Role 1,2012-01-03 15:05:58,39,0,2012-01-03 14:29:52
Case1,Round Grinding,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 2,2012-01-03 15:22:46,38,0,2012-01-03 14:27:44
Case14,Final Inspection Q.C.,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 3,2012-01-03 15:34:44,39,0,2012-01-03 14:48:43
Case8,Packing,res_346788f3-f255-43ac-b173-358dbe56550e,Role 5,2012-01-03 15:55:10,39,0,2012-01-03 15:13:50
Case5,Final Inspection Q.C.,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 3,2012-01-03 16:11:50,39,1,2012-01-03 15:15:53
Case24,Turning & Milling,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-03 16:17:43,39,2,2012-01-03 15:11:09
Case30,Turning & Milling,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-03 16:33:07,39,1,2012-01-03 14:27:47
Case18,Turning & Milling,res_c5af23aa-e690-4ef8-8ecf-b2562580e7b1,Role 1,2012-01-03 16:51:23,40,2,2012-01-03 16:36:30
Case31,Rework Milling,res_88fdd02f-7bee-420e-880e-7ef07b45110f,Role 1,2012-01-03 16:59:09,40,0,2012-01-03 15:51:32
Case26,Packing,res_0919ab3f-808d-4454-9bea-f67a6b72383e,Role 5,2012-01-03 17:14:42,40,0,2012-01-03 17:00:36
Case19,Packing,res_eecd32c6-e871-4526-a95b-c612506267f0,Role 5,2012-01-03 17:20:12,41,0,2012-01-03 17:15:33
Case32,Turning & Milling,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 1,2012-01-03 17:26:56,40,3,2012-01-03 16:06:07
Case10,Final Inspection Q.C.,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 3,2012-01-03 17:32:36,40,2,2012-01-03 16:55:41
Case12,Final Inspection Q.C.,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 3,2012-01-03 17:33:10,40,0,2012-01-03 16:35:56
Case33,Rework Milling,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 1,2012-01-03 17:41:22,41,0,2012-01-03 17:12:01
Case25,Laser Marking,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 4,2012-01-03 17:42:03,41,0,2012-01-03 17:26:47
Case17,Final Inspection Q.C.,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 3,2012-01-03 17:48:00,40,1,2012-01-03 16:52:57
Case20,Turning & Milling Q.C.,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 3,2012-01-03 19:14:28,40,0,2012-01-03 18:16:00
Case2,Laser Marking,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 4,2012-01-03 19:19:02,40,0,2012-01-03 18:26:10
Case15,Turning & Milling Q.C.,res_0919ab3f-808d-4454-9bea-f67a6b72383e,Role 3,2012-01-03 19:26:11,40,1,2012-01-03 18:57:01
Case22,Turning & Milling,res_346788f3-f255-43ac-b173-358dbe56550e,Role 1,2012-01-03 19:59:57,40,1,2012-01-03 19:59:57
Case28,Milling Q.C.,res_346788f3-f255-43ac-b173-358dbe56550e,Role 1,2012-01-03 20:18:31,40,0,2012-01-03 19:23:12
Case29,Turning & Milling Q.C.,res_346788f3-f255-43ac-b173-358dbe56550e,Role 3,2012-01-03 20:26:21,40,0,2012-01-03 19:26:40
Case27,Change Version,res_346788f3-f255-43ac-b173-358dbe56550e,Role 1,2012-01-03 20:42:42,40,0,2012-01-03 19:47:10
Case4,Grinding Rework,res_c6acbd37-b378-4278-b879-9577e2b2c59f,Role 2,2012-01-03 21:35:41,41,0,2012-01-03 20:56:31
Case34,Change Version,res_0919ab3f-808d-4454-9bea-f67a6b72383e,Role 1,2012-01-03 22:47:16,41,0,2012-01-03 20:54:15
Case11,Round  Q.C.,res_2bb33b93-f131-4792-959c-c90015123578,Role 1,2012-01-03 23:08:51,41,0,2012-01-03 22:18:48
Case7,Packing,res_88fdd02f-7bee-420e-880e-7ef07b45110f,Role 5,2012-01-03 23:55:15,43,0,2012-01-03 23:19:09
Case33,Turning & Milling Q.C.,res_88fdd02f-7bee-420e-880e-7ef07b45110f,Role 3,2012-01-03 23:59:35,43,0,2012-01-03 23:35:39
Case21,Stress Relief,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 1,2012-01-04 00:01:41,42,0,2012-01-03 22:53:04
Case30,Laser Marking,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 4,2012-01-04 00:08:00,41,0,2012-01-03 22:37:43
Case6,Packing,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 5,2012-01-04 00:25:51,43,1,2012-01-03 23:34:38
Case35,Rework Milling,res_fc526c8a-3791-4cd4-a5ff-09a8f1125358,Role 1,2012-01-04 00:53:57,42,0,2012-01-03 22:46:55
Case36,Turning & Milling,res_fc526c8a-3791-4cd4-a5ff-09a8f1125358,Role 1,2012-01-04 00:55:23,43,1,2012-01-03 23:00:44
Case13,Turning & Milling,res_1d901df7-db18-4238-855b-d1fe9b514b06,Role 1,2012-01-04 02:19:11,42,2,2012-01-04 00:26:58
Case5,Packing,res_1d901df7-db18-4238-855b-d1fe9b514b06,Role 5,2012-01-04 02:58:43,43,0,2012-01-04 01:51:48
Case31,Milling Q.C.,res_1d901df7-db18-4238-855b-d1fe9b514b06,Role 1,2012-01-04 03:04:04,43,0,2012-01-04 00:01:19
Case23,Round Grinding,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 2,2012-01-04 03:45:55,43,0,2012-01-04 00:37:35
Case32,Laser Marking,res_eecd32c6-e871-4526-a95b-c612506267f0,Role 4,2012-01-04 04:31:05,42,0,2012-01-04 00:25:53
Case37,Turning & Milling,res_eecd32c6-e871-4526-a95b-c612506267f0,Role 1,2012-01-04 05:08:53,43,3,2012-01-04 00:37:24
Case24,Turning & Milling Q.C.,res_eecd32c6-e871-4526-a95b-c612506267f0,Role 3,2012-01-04 05:20:47,43,0,2012-01-04 01:32:50
Case16,Laser Marking,res_eecd32c6-e871-4526-a95b-c612506267f0,Role 4,2012-01-04 05:21:05,43,1,2012-01-04 03:32:01
Case38,Rework Milling,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 1,2012-01-04 05:55:02,44,0,2012-01-04 02:00:09
Case12,Packing,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 5,2012-01-04 06:31:02,44,0,2012-01-04 04:28:08
Case4,Packing,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 5,2012-01-04 06:42:44,45,1,2012-01-04 05:33:25
Case1,Turning & Milling Q.C.,res_e6b31010-4f3a-43fd-a888-dc6c26f1da36,Role 3,2012-01-04 06:53:13,45,0,2012-01-04 05:42:32
Case26,Final Inspection Q.C.,res_b8d3a7c7-ab5d-4589-a9fe-5d3baa1d0464,Role 3,2012-01-04 07:11:09,45,2,2012-01-04 05:48:45
Case25,Round Grinding,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 2,2012-01-04 07:22:17,45,0,2012-01-04 05:40:44
Case27,Final Inspection Q.C.,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 3,2012-01-04 07:34:53,45,1,2012-01-04 05:36:39
Case34,Final Inspection Q.C.,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 3,2012-01-04 07:55:57,44,0,2012-01-04 04:18:54
Case2,Final Inspection Q.C.,res_c33a596c-5475-4118-a99b-18154a41ba97,Role 3,2012-01-04 08:22:41,44,2,2012-01-04 07:16:42
Case39,Rework Milling,res_c33a596c-5475-4118-a99b-18154a41ba97,Role 1,2012-01-04 08:28:28,44,1,2012-01-04 04:18:50
Case41,Rework Milling,res_c33a596c-5475-4118-a99b-18154a41ba97,Role 1,2012-01-04 08:29:30,46,2,2012-01-04 06:01:29
Case40,Rework Milling,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-04 09:07:05,45,2,2012-01-04 05:23:40
Case18,Milling Q.C.,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-04 09:07:15,44,0,2012-01-04 07:08:01
Case17,Round Grinding,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 2,2012-01-04 09:21:47,44,1,2012-01-04 07:06:16
Case14,Packing,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 5,2012-01-04 09:57:46,45,0,2012-01-04 08:16:04
Case22,Turning & Milling,res_88fdd02f-7bee-420e-880e-7ef07b45110f,Role 1,2012-01-04 10:16:38,45,2,2012-01-04 08:47:06
Case28,Packing,res_c5af23aa-e690-4ef8-8ecf-b2562580e7b1,Role 5,2012-01-04 10:30:17,45,1,2012-01-04 08:19:08
Case29,Flat Grinding,res_c5af23aa-e690-4ef8-8ecf-b2562580e7b1,Role 4,2012-01-04 10:33:37,44,0,2012-01-04 07:56:22
Case19,Final Inspection Q.C.,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 3,2012-01-04 12:01:58,46,0,2012-01-04 09:53:25
Case42,Turning & Milling,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 1,2012-01-04 12:04:59,45,1,2012-01-04 08:07:40
Case11,Packing,res_1d901df7-db18-4238-855b-d1fe9b514b06,Role 5,2012-01-04 12:43:25,45,0,2012-01-04 11:13:40
Case36,Milling Q.C.,res_1d901df7-db18-4238-855b-d1fe9b514b06,Role 1,2012-01-04 12:59:40,45,0,2012-01-04 10:23:41
Case35,Turning & Milling Q.C.,res_c5af23aa-e690-4ef8-8ecf-b2562580e7b1,Role 3,2012-01-04 13:12:02,45,0,2012-01-04 10:06:50
Case43,Rework Milling,res_c5af23aa-e690-4ef8-8ecf-b2562580e7b1,Role 1,2012-01-04 13:20:15,46,0,2012-01-04 09:26:54
Case44,Rework Milling,res_4fe81b9d-f1f9-49dc-91f9-805da2dd6b63,Role 1,2012-01-04 13:59:42,45,1,2012-01-04 10:48:41
Case45,Turning & Milling Q.C.,res_1d901df7-db18-4238-855b-d1fe9b514b06,Role 3,2012-01-04 14:30:00,46,1,2012-01-04 11:52:01
Case20,Stress Relief,res_224b8bbf-2f17-4f75-9b2e-370a155179a1,Role 1,2012-01-04 15:03:30,46,0,2012-01-04 13:00:57
Case15,Flat Grinding,res_224b8bbf-2f17-4f75-9b2e-370a155179a1,Role 4,2012-01-04 15:15:46,47,0,2012-01-04 13:31:28
Case46,Rework Milling,res_224b8bbf-2f17-4f75-9b2e-370a155179a1,Role 1,2012-01-04 15:20:06,46,2,2012-01-04 12:26:00
Case33,Nitration Q.C.,res_224b8bbf-2f17-4f75-9b2e-370a155179a1,Role 3,2012-01-04 15:23:04,48,0,2012-01-04 14:12:19
Case7,Round  Q.C.,res_224b8bbf-2f17-4f75-9b2e-370a155179a1,Role 1,2012-01-04 15:38:29,48,0,2012-01-04 14:24:13
Case47,Rework Milling,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-04 17:09:39,47,2,2012-01-04 13:27:32
Case48,Turning & Milling,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 1,2012-01-04 17:56:03,48,1,2012-01-04 14:10:57
Case13,Change Version,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-04 18:26:32,49,0,2012-01-04 16:23:01
Case49,Turning & Milling,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-04 18:33:32,49,2,2012-01-04 15:00:33
Case31,Packing,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 5,2012-01-04 19:02:25,49,0,2012-01-04 15:42:04
Case21,Turning & Milling,res_1d901df7-db18-4238-855b-d1fe9b514b06,Role 1,2012-01-04 19:53:59,50,3,2012-01-04 17:33:20
Case23,Final Inspection Q.C.,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 3,2012-01-04 20:44:53,50,0,2012-01-04 17:55:28
Case51,Rework Milling,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 1,2012-01-04 20:56:21,51,1,2012-01-04 18:09:22
Case1,Flat Grinding,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 4,2012-01-04 21:24:18,53,0,2012-01-04 20:39:51
Case50,Rework Milling,res_cf661816-2484-4074-bb03-b799c0e2989e,Role 1,2012-01-04 21:25:55,50,0,2012-01-04 17:20:45
Case37,Turning & Milling Q.C.,res_fc526c8a-3791-4cd4-a5ff-09a8f1125358,Role 3,2012-01-04 22:01:58,50,0,2012-01-04 17:58:49
Case52,Turning & Milling,res_2ecd4887-79fb-414b-93e7-630bd39e89f1,Role 1,2012-01-04 22:32:15,52,2,2012-01-04 19:36:23
Case53,Rework Milling,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 1,2012-01-04 23:34:38,53,2,2012-01-04 20:33:26
Case30,Round Grinding,res_b017d44d-abab-4dcf-9872-6fab838b2344,Role 2,2012-01-04 23:48:52,53,0,2012-01-04 21:50:07
Case54,Turning & Milling,res_346788f3-f255-43ac-b173-358dbe56550e,Role 1,2012-01-05 00:41:21,53,2,2012-01-04 21:44:25
Case32,Final Inspection Q.C.,res_346788f3-f255-43ac-b173-358dbe56550e,Role 3,2012-01-05 00:42:17,52,0,2012-01-04 21:36:20
Case26,Grinding Rework,res_1d901df7-db18-4238-855b-d1fe9b514b06,Role 2,2012-01-05 01:56:07,55,1,2012-01-05 00:28:03
Case27,Grinding Rework,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 2,2012-01-05 01:59:11,55,0,2012-01-05 00:09:47
Case55,Turning & Milling Q.C.,res_05ee3a3a-d38c-415b-a6f5-271cfd275026,Role 3,2012-01-05 02:05:06,54,0,2012-01-04 22:29:17
Case34,Round Grinding,res_eecd32c6-e871-4526-a95b-c612506267f0,Role 2,2012-01-05 02:32:43,54,1,2012-01-04 23:20:51
Case2,Grinding Rework,res_eecd32c6-e871-4526-a95b-c612506267f0,Role 2,2012-01-05 02:36:21,57,2,2012-01-05 01:16:53
Case56,Milling Q.C.,res_2bb33b93-f131-4792-959c-c90015123578,Role 1,2012-01-05 02:51:37,55,0,2012-01-04 23:26:07
Case38,Turning & Milling Q.C.,res_2bb33b93-f131-4792-959c-c90015123578,Role 3,2012-01-05 03:00:13,55,1,2012-01-04 23:51:56
Case7,Packing,res_e3d0dcc8-f4f8-4a34-878a-4e920fcc40bb,Role 5,2012-01-05 03:51:40,57,0,2012-01-05 02:32:25
Case16,Final Inspection Q.C.,res_e3d0dcc8-f4f8-4a34-878a-4e920fcc40bb,Role 3,2012-01-05 03:57:03,57,0,2012-01-05 02:08:44
Case57,Turning & Milling,res_e3d0dcc8-f4f8-4a34-878a-4e920fcc40bb,Role 1,2012-01-05 03:57:13,56,2,2012-01-05 00:29:38
Case41,Change Version,res_c33a596c-5475-4118-a99b-18154a41ba97,Role 1,2012-01-05 04:49:05,57,0,2012-01-05 01:50:41
Case45,Stress Relief,res_4fe81b9d-f1f9-49dc-91f9-805da2dd6b63,Role 1,2012-01-05 05:03:05,57,0,2012-01-05 01:24:44
Case44,Milling Q.C.,res_4fe81b9d-f1f9-49dc-91f9-805da2dd6b63,Role 1,2012-01-05 05:11:33,56,1,2012-01-05 00:54:10
Case40,Turning & Milling Q.C.,res_4fe81b9d-f1f9-49dc-91f9-805da2dd6b63,Role 3,2012-01-05 05:16:19,57,3,2012-01-05 01:58:13
Case58,Turning & Milling,res_4fe81b9d-f1f9-49dc-91f9-805da2dd6b63,Role 1,2012-01-05 05:17:41,57,2,2012-01-05 01:15:13
Case43,Milling Q.C.,res_4fe81b9d-f1f9-49dc-91f9-805da2dd6b63,Role 1,2012-01-05 05:21:41,56,2,2012-01-05 01:06:50
