caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case5,Turning Q.C.,res_94244023-dbd0-4357-a673-5e0465e4b5cb,Role 1,2012-01-02 17:39:56,21,0,2012-01-02 16:08:21
Case4,Laser Marking,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 4,2012-01-02 18:02:41,21,0,2012-01-02 16:13:49
Case3,Flat Grinding,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 4,2012-01-02 18:03:26,20,0,2012-01-02 15:40:29
Case9,Rework Milling,res_5e819fe4-204a-4cb3-acc6-9a7d8c7457d2,Role 1,2012-01-02 18:33:25,20,1,2012-01-02 15:35:27
Case2,Final Inspection Q.C.,res_5e819fe4-204a-4cb3-acc6-9a7d8c7457d2,Role 3,2012-01-02 18:48:51,22,0,2012-01-02 17:43:03
Case1,Round Grinding,res_5e819fe4-204a-4cb3-acc6-9a7d8c7457d2,Role 2,2012-01-02 18:49:10,22,0,2012-01-02 17:26:43
Case10,Turning & Milling Q.C.,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 3,2012-01-02 19:04:34,21,0,2012-01-02 16:07:19
Case11,Change Version,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-02 19:54:51,22,0,2012-01-02 17:19:54
Case12,Turning,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-02 20:11:24,23,0,2012-01-02 18:28:35
Case13,Turning & Milling,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 1,2012-01-02 21:03:14,23,1,2012-01-02 19:01:27
Case8,Change Version,res_f4501353-ba36-479f-83e1-89777da046c0,Role 1,2012-01-02 21:32:24,23,1,2012-01-02 19:29:22
Case5,Turning & Milling,res_aae1ed52-527e-4a3d-b6ae-72f28dac9568,Role 1,2012-01-02 22:06:02,23,1,2012-01-02 21:14:52
Case7,Turning Q.C.,res_aae1ed52-527e-4a3d-b6ae-72f28dac9568,Role 1,2012-01-02 22:18:33,23,0,2012-01-02 21:38:44
Case12,Turning Q.C.,res_aae1ed52-527e-4a3d-b6ae-72f28dac9568,Role 1,2012-01-02 22:28:41,24,1,2012-01-02 21:51:15
Case11,Final Inspection Q.C.,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 3,2012-01-02 22:57:36,23,0,2012-01-02 21:17:07
Case10,Flat Grinding,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 4,2012-01-02 22:57:52,23,0,2012-01-02 21:05:30
Case9,Turning & Milling Q.C.,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 3,2012-01-02 23:01:19,23,0,2012-01-02 21:00:01
Case14,Turning,res_5992dbf4-63cc-42c3-8d84-d4d086bbec25,Role 1,2012-01-02 23:21:31,24,0,2012-01-02 21:40:03
Case6,Laser Marking,res_5992dbf4-63cc-42c3-8d84-d4d086bbec25,Role 4,2012-01-02 23:33:26,25,0,2012-01-02 22:45:12
Case15,Rework Milling,res_c2274fa1-6517-46e0-8e6b-82a4ae0271aa,Role 1,2012-01-03 00:27:00,25,0,2012-01-02 22:40:55
Case4,Round Grinding,res_c2274fa1-6517-46e0-8e6b-82a4ae0271aa,Role 2,2012-01-03 00:50:40,25,0,2012-01-02 23:12:59
Case3,Lapping,res_b092609f-9a50-44ea-a2f6-b42c7172a086,Role 4,2012-01-03 01:21:26,26,0,2012-01-02 23:44:13
Case13,Milling Q.C.,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-03 01:25:26,25,0,2012-01-02 23:35:25
Case14,Turning Q.C.,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 1,2012-01-03 02:13:18,26,0,2012-01-03 00:24:22
Case16,Rework Milling,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 1,2012-01-03 02:31:42,26,1,2012-01-02 23:38:21
Case1,Lapping,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 4,2012-01-03 02:53:20,28,0,2012-01-03 01:27:42
Case18,Milling Q.C.,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-03 03:24:54,28,1,2012-01-03 01:23:39
Case17,Change Version,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-03 03:25:55,27,0,2012-01-03 00:59:44
Case12,Turning & Milling,res_b092609f-9a50-44ea-a2f6-b42c7172a086,Role 1,2012-01-03 03:58:53,29,1,2012-01-03 03:20:54
Case9,Round Grinding,res_b092609f-9a50-44ea-a2f6-b42c7172a086,Role 2,2012-01-03 04:19:42,29,0,2012-01-03 03:01:45
Case15,Change Version,res_5992dbf4-63cc-42c3-8d84-d4d086bbec25,Role 1,2012-01-03 04:32:34,28,1,2012-01-03 02:50:23
Case8,Final Inspection Q.C.,res_5992dbf4-63cc-42c3-8d84-d4d086bbec25,Role 3,2012-01-03 04:34:05,29,0,2012-01-03 03:13:10
Case19,Milling Q.C.,res_5992dbf4-63cc-42c3-8d84-d4d086bbec25,Role 1,2012-01-03 04:56:28,29,1,2012-01-03 02:55:03
Case20,Turning & Milling,res_f4501353-ba36-479f-83e1-89777da046c0,Role 1,2012-01-03 05:29:43,30,2,2012-01-03 03:58:25
Case11,Round Grinding,res_f4501353-ba36-479f-83e1-89777da046c0,Role 2,2012-01-03 05:36:21,30,0,2012-01-03 04:30:29
Case13,Packing,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 5,2012-01-03 06:14:21,30,0,2012-01-03 04:58:20
Case5,Turning & Milling Q.C.,res_5cf2ea1d-f23f-4d9e-b4bb-044771b0f2d8,Role 3,2012-01-03 06:15:42,32,0,2012-01-03 05:14:28
Case10,Lapping,res_cfdc46e6-766a-461a-a0a0-9e7c52b709cf,Role 4,2012-01-03 06:22:24,30,0,2012-01-03 04:59:10
Case3,Laser Marking,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 4,2012-01-03 07:01:43,32,0,2012-01-03 06:11:44
Case21,Turning & Milling,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-03 07:14:10,31,2,2012-01-03 04:59:11
Case16,Change Version,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-03 07:15:16,32,1,2012-01-03 05:52:49
Case22,Change Version,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-03 07:21:14,32,0,2012-01-03 05:10:33
Case6,Round Grinding,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 2,2012-01-03 07:22:19,32,0,2012-01-03 06:15:35
Case7,Turning & Milling,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-03 07:24:34,32,2,2012-01-03 06:19:57
Case14,Turning & Milling,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-03 07:50:24,33,4,2012-01-03 06:54:22
Case18,Packing,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 5,2012-01-03 07:51:39,32,0,2012-01-03 06:36:46
Case4,Lapping,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 4,2012-01-03 08:09:33,32,0,2012-01-03 06:29:10
Case23,Turning & Milling,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 1,2012-01-03 08:18:10,33,3,2012-01-03 06:38:33
Case24,Change Version,res_af444899-4825-4dbf-8c2e-73cf0ba4cc16,Role 1,2012-01-03 08:50:40,34,0,2012-01-03 07:29:17
Case17,Final Inspection Q.C.,res_af444899-4825-4dbf-8c2e-73cf0ba4cc16,Role 3,2012-01-03 08:58:31,32,0,2012-01-03 06:33:30
Case19,Packing,res_961a6e11-5833-4d9a-8027-beacef0b2df3,Role 5,2012-01-03 09:25:00,34,0,2012-01-03 08:25:28
Case25,Turning,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 1,2012-01-03 09:41:45,35,0,2012-01-03 08:26:35
Case12,Turning & Milling Q.C.,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 3,2012-01-03 09:58:24,34,0,2012-01-03 09:10:15
Case8,Packing,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 5,2012-01-03 10:00:18,34,1,2012-01-03 09:24:54
Case26,Turning & Milling Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-03 10:41:33,35,1,2012-01-03 09:35:17
Case1,Turning Rework,res_f4501353-ba36-479f-83e1-89777da046c0,Role 1,2012-01-03 10:41:34,34,0,2012-01-03 09:28:14
Case9,Turning & Milling Q.C.,res_5e819fe4-204a-4cb3-acc6-9a7d8c7457d2,Role 3,2012-01-03 10:58:59,35,1,2012-01-03 10:24:46
Case5,Nitration Q.C.,res_5e819fe4-204a-4cb3-acc6-9a7d8c7457d2,Role 3,2012-01-03 11:12:48,35,0,2012-01-03 10:26:00
Case27,Turning & Milling,res_c2274fa1-6517-46e0-8e6b-82a4ae0271aa,Role 1,2012-01-03 11:56:29,36,1,2012-01-03 10:58:30
Case28,Change Version,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 1,2012-01-03 13:37:22,37,0,2012-01-03 11:35:42
Case15,Final Inspection Q.C.,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 3,2012-01-03 13:43:42,38,0,2012-01-03 12:19:21
Case20,Turning & Milling Q.C.,res_b092609f-9a50-44ea-a2f6-b42c7172a086,Role 3,2012-01-03 14:17:30,38,0,2012-01-03 13:31:35
Case29,Change Version,res_b092609f-9a50-44ea-a2f6-b42c7172a086,Role 1,2012-01-03 14:21:25,38,1,2012-01-03 12:19:20
Case23,Laser Marking,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 4,2012-01-03 15:15:29,38,0,2012-01-03 14:06:58
Case30,Rework Milling,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 1,2012-01-03 15:18:42,38,0,2012-01-03 13:53:02
Case13,Round  Q.C.,res_5e819fe4-204a-4cb3-acc6-9a7d8c7457d2,Role 1,2012-01-03 15:48:03,39,0,2012-01-03 14:34:25
Case31,Rework Milling,res_5e819fe4-204a-4cb3-acc6-9a7d8c7457d2,Role 1,2012-01-03 15:49:15,39,1,2012-01-03 14:09:21
Case10,Laser Marking,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 4,2012-01-03 15:53:35,39,1,2012-01-03 14:44:28
Case8,Fix,res_2a72d7b9-6556-469e-a04c-26e42b0520a7,Role 1,2012-01-03 16:20:23,40,0,2012-01-03 15:47:53
Case26,Flat Grinding,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 4,2012-01-03 16:38:19,41,0,2012-01-03 16:38:19
Case21,Milling,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 1,2012-01-03 16:42:08,40,0,2012-01-03 15:37:40
Case22,Final Inspection Q.C.,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 3,2012-01-03 16:49:08,39,0,2012-01-03 15:24:38
Case5,Laser Marking,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 4,2012-01-03 16:52:06,40,1,2012-01-03 15:52:00
Case32,Turning & Milling,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 1,2012-01-03 17:01:29,40,1,2012-01-03 15:33:32
Case27,Turning & Milling Q.C.,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 3,2012-01-03 17:03:54,40,1,2012-01-03 16:52:51
Case4,Turning Rework,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 1,2012-01-03 17:12:42,39,0,2012-01-03 15:22:21
Case7,Milling,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 1,2012-01-03 17:12:44,41,1,2012-01-03 16:12:53
Case18,Round  Q.C.,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 1,2012-01-03 17:16:15,40,0,2012-01-03 15:59:40
Case11,Final Inspection Q.C.,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 3,2012-01-03 17:16:20,41,1,2012-01-03 16:29:46
Case33,Turning & Milling Q.C.,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 3,2012-01-03 17:25:17,41,0,2012-01-03 16:06:10
Case3,Flat Grinding,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 4,2012-01-03 18:28:40,40,0,2012-01-03 17:37:24
Case9,Nitration Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-03 19:08:22,42,0,2012-01-03 18:18:53
Case24,Final Inspection Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-03 19:10:01,42,0,2012-01-03 18:54:42
Case6,Laser Marking,res_af444899-4825-4dbf-8c2e-73cf0ba4cc16,Role 4,2012-01-03 19:20:41,41,0,2012-01-03 17:49:45
Case28,Final Inspection Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-03 19:45:56,43,1,2012-01-03 19:25:22
Case34,Turning & Milling,res_f4501353-ba36-479f-83e1-89777da046c0,Role 1,2012-01-03 19:57:41,41,1,2012-01-03 17:45:01
Case29,Final Inspection Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-03 20:15:44,43,0,2012-01-03 19:22:14
Case16,Final Inspection Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-03 20:20:32,43,1,2012-01-03 20:09:15
Case35,Turning & Milling Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-03 20:26:41,42,0,2012-01-03 18:10:51
Case36,Rework Milling,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 1,2012-01-03 20:54:52,43,0,2012-01-03 19:13:42
Case25,Turning Q.C.,res_aae1ed52-527e-4a3d-b6ae-72f28dac9568,Role 1,2012-01-03 21:08:35,43,0,2012-01-03 20:43:16
Case30,Turning & Milling Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-03 21:37:36,43,0,2012-01-03 20:30:17
Case1,Lapping,res_f4501353-ba36-479f-83e1-89777da046c0,Role 4,2012-01-03 21:47:35,43,0,2012-01-03 20:47:43
Case14,Turning & Milling Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-03 22:01:39,44,1,2012-01-03 21:08:49
Case31,Turning & Milling,res_f4501353-ba36-479f-83e1-89777da046c0,Role 1,2012-01-03 22:04:56,44,1,2012-01-03 21:04:01
Case38,Turning & Milling Q.C.,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 3,2012-01-03 22:25:21,45,2,2012-01-03 21:31:50
Case37,Milling Q.C.,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 1,2012-01-03 22:32:03,44,0,2012-01-03 20:56:33
Case12,Laser Marking,res_cfdc46e6-766a-461a-a0a0-9e7c52b709cf,Role 4,2012-01-03 23:07:36,45,0,2012-01-03 22:21:59
Case5,Flat Grinding,res_c2274fa1-6517-46e0-8e6b-82a4ae0271aa,Role 4,2012-01-03 23:38:25,45,0,2012-01-03 22:24:03
Case8,Packing,res_f4501353-ba36-479f-83e1-89777da046c0,Role 5,2012-01-04 00:26:23,47,0,2012-01-03 23:44:07
Case33,Turn & Mill. & Screw Assem,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 1,2012-01-04 00:32:49,46,0,2012-01-03 23:05:54
Case39,Milling Q.C.,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 1,2012-01-04 01:11:35,46,0,2012-01-03 22:46:15
Case40,Turning & Milling,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 1,2012-01-04 01:12:16,47,1,2012-01-03 23:07:54
Case7,Final Inspection Q.C.,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 3,2012-01-04 01:54:58,48,1,2012-01-04 00:29:55
Case19,Final Inspection Q.C.,res_b69781be-d6d6-4a17-b98f-836fc28ecd35,Role 3,2012-01-04 03:39:34,48,0,2012-01-04 00:21:51
Case32,Laser Marking,res_b69781be-d6d6-4a17-b98f-836fc28ecd35,Role 4,2012-01-04 03:45:05,48,0,2012-01-04 00:30:10
Case23,Flat Grinding,res_b69781be-d6d6-4a17-b98f-836fc28ecd35,Role 4,2012-01-04 03:46:25,48,0,2012-01-04 00:58:04
Case10,Final Inspection Q.C.,res_b69781be-d6d6-4a17-b98f-836fc28ecd35,Role 3,2012-01-04 04:13:01,48,1,2012-01-04 02:23:57
Case4,Lapping,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 4,2012-01-04 04:40:14,48,0,2012-01-04 02:25:35
Case41,Rework Milling,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 1,2012-01-04 04:46:50,48,0,2012-01-04 00:09:32
Case20,Flat Grinding,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 4,2012-01-04 04:49:46,48,1,2012-01-04 02:55:17
Case13,Packing,res_fc30db25-10ce-4fd7-a5af-3c619b2ecd6a,Role 5,2012-01-04 05:04:49,49,0,2012-01-04 03:32:15
Case42,Turning & Milling,res_af444899-4825-4dbf-8c2e-73cf0ba4cc16,Role 1,2012-01-04 05:22:02,49,1,2012-01-04 01:35:51
Case36,Turning & Milling,res_af444899-4825-4dbf-8c2e-73cf0ba4cc16,Role 1,2012-01-04 05:24:50,48,2,2012-01-04 02:50:39
Case11,Packing,res_af444899-4825-4dbf-8c2e-73cf0ba4cc16,Role 5,2012-01-04 05:26:55,48,2,2012-01-04 04:11:03
Case6,Final Inspection Q.C.,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 3,2012-01-04 05:36:29,48,1,2012-01-04 03:59:35
Case5,Laser Marking,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 4,2012-01-04 05:44:21,48,0,2012-01-04 04:08:35
Case35,Nitration Q.C.,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 3,2012-01-04 05:50:44,49,0,2012-01-04 01:36:59
Case37,Packing,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 5,2012-01-04 06:17:53,48,1,2012-01-04 03:44:23
Case43,Rework Milling,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 1,2012-01-04 06:23:33,49,1,2012-01-04 03:27:24
Case34,Milling,res_c2274fa1-6517-46e0-8e6b-82a4ae0271aa,Role 1,2012-01-04 06:30:24,48,0,2012-01-04 03:21:39
Case27,Turn & Mill. & Screw Assem,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 1,2012-01-04 06:31:35,49,0,2012-01-04 05:08:23
Case38,Laser Marking,res_4e904bd9-b476-47c4-b6fc-fd48da4ddaae,Role 4,2012-01-04 06:32:50,48,1,2012-01-04 04:18:48
Case26,Lapping,res_57b00254-e636-4ad7-88b5-07481b911d3d,Role 4,2012-01-04 07:02:35,50,0,2012-01-04 05:27:16
Case44,Rework Milling,res_5e819fe4-204a-4cb3-acc6-9a7d8c7457d2,Role 1,2012-01-04 07:40:43,49,1,2012-01-04 04:57:03
Case45,Milling Q.C.,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 1,2012-01-04 07:47:13,50,0,2012-01-04 05:10:40
Case9,Laser Marking,res_0f65e450-b07d-49d6-97ea-69a6418827e2,Role 4,2012-01-04 08:35:57,50,1,2012-01-04 06:30:47
Case8,Fix,res_fc30db25-10ce-4fd7-a5af-3c619b2ecd6a,Role 1,2012-01-04 09:23:32,51,0,2012-01-04 07:35:19
Case3,Lapping,res_fc30db25-10ce-4fd7-a5af-3c619b2ecd6a,Role 4,2012-01-04 09:31:11,51,0,2012-01-04 07:46:11
Case28,Grinding Rework,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 2,2012-01-04 10:00:05,50,0,2012-01-04 06:55:18
Case29,Grinding Rework,res_b69781be-d6d6-4a17-b98f-836fc28ecd35,Role 2,2012-01-04 10:38:52,51,1,2012-01-04 08:18:39
Case1,Turning Rework,res_fc30db25-10ce-4fd7-a5af-3c619b2ecd6a,Role 1,2012-01-04 10:45:17,52,0,2012-01-04 09:07:00
Case46,Turning & Milling,res_2a72d7b9-6556-469e-a04c-26e42b0520a7,Role 1,2012-01-04 11:09:34,50,1,2012-01-04 06:23:37
Case31,Turning,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 1,2012-01-04 11:18:06,51,1,2012-01-04 08:28:20
Case21,Final Inspection Q.C.,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 3,2012-01-04 11:26:20,51,0,2012-01-04 08:03:21
Case25,Turning & Milling,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 1,2012-01-04 11:56:19,53,2,2012-01-04 10:42:12
Case24,Packing,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 5,2012-01-04 12:01:50,52,1,2012-01-04 09:44:24
Case30,Stress Relief,res_7784f171-b63c-4e96-b43e-f46cb19f1410,Role 1,2012-01-04 12:03:04,52,0,2012-01-04 09:37:12
Case18,Packing,res_aae1ed52-527e-4a3d-b6ae-72f28dac9568,Role 5,2012-01-04 12:19:52,51,0,2012-01-04 07:49:32
Case47,Turning,res_f4501353-ba36-479f-83e1-89777da046c0,Role 1,2012-01-04 12:35:12,51,0,2012-01-04 07:28:21
Case40,Turning & Milling Q.C.,res_f4501353-ba36-479f-83e1-89777da046c0,Role 3,2012-01-04 12:39:41,53,1,2012-01-04 10:20:26
Case48,Rework Milling,res_f4501353-ba36-479f-83e1-89777da046c0,Role 1,2012-01-04 12:51:54,52,0,2012-01-04 08:50:57
Case39,Packing,res_5cf2ea1d-f23f-4d9e-b4bb-044771b0f2d8,Role 5,2012-01-04 12:54:33,53,2,2012-01-04 10:28:13
Case50,Turning & Milling,res_5cf2ea1d-f23f-4d9e-b4bb-044771b0f2d8,Role 1,2012-01-04 13:03:32,54,3,2012-01-04 10:47:00
Case49,Turning & Milling Q.C.,res_5cf2ea1d-f23f-4d9e-b4bb-044771b0f2d8,Role 3,2012-01-04 13:04:32,53,0,2012-01-04 09:51:27
Case12,Lapping,res_5cf2ea1d-f23f-4d9e-b4bb-044771b0f2d8,Role 4,2012-01-04 13:06:02,55,0,2012-01-04 11:52:12
Case51,Turning & Milling Q.C.,res_5cf2ea1d-f23f-4d9e-b4bb-044771b0f2d8,Role 3,2012-01-04 13:21:54,55,2,2012-01-04 11:16:53
Case5,Final Inspection Q.C.,res_1cb47a74-48e2-4714-99c2-37d66cfc7c75,Role 3,2012-01-04 13:52:09,55,0,2012-01-04 12:28:14
Case52,Turning & Milling,res_b092609f-9a50-44ea-a2f6-b42c7172a086,Role 1,2012-01-04 14:22:52,56,2,2012-01-04 12:09:06
Case14,Round Grinding,res_b092609f-9a50-44ea-a2f6-b42c7172a086,Role 2,2012-01-04 14:32:47,55,0,2012-01-04 12:53:36
Case16,Round Grinding,res_5e819fe4-204a-4cb3-acc6-9a7d8c7457d2,Role 2,2012-01-04 15:47:53,55,1,2012-01-04 14:06:45
Case53,Turning & Milling,res_c2274fa1-6517-46e0-8e6b-82a4ae0271aa,Role 1,2012-01-04 17:37:54,55,2,2012-01-04 13:33:03
Case54,Turning & Milling,res_f26a44cc-7116-4cd8-825c-3e2794b0e429,Role 1,2012-01-04 18:53:45,56,3,2012-01-04 14:15:33
Case8,Packing,res_f566411a-9b32-44af-9c85-75cc88d1f910,Role 5,2012-01-04 19:28:06,59,1,2012-01-04 18:14:20
Case55,Rework Milling,res_f566411a-9b32-44af-9c85-75cc88d1f910,Role 1,2012-01-04 20:07:29,57,0,2012-01-04 15:05:39
Case45,Packing,res_f566411a-9b32-44af-9c85-75cc88d1f910,Role 5,2012-01-04 20:10:53,58,0,2012-01-04 17:18:03
Case38,Final Inspection Q.C.,res_f566411a-9b32-44af-9c85-75cc88d1f910,Role 3,2012-01-04 20:13:29,60,1,2012-01-04 18:44:51
Case37,Final Inspection Q.C.,res_fc30db25-10ce-4fd7-a5af-3c619b2ecd6a,Role 3,2012-01-04 20:16:26,59,0,2012-01-04 18:03:38
Case33,Turning & Milling Q.C.,res_fc30db25-10ce-4fd7-a5af-3c619b2ecd6a,Role 3,2012-01-04 20:20:23,58,1,2012-01-04 17:16:53
Case5,Round Grinding,res_aae1ed52-527e-4a3d-b6ae-72f28dac9568,Role 2,2012-01-04 20:27:29,61,0,2012-01-04 19:16:49
Case56,Rework Milling,res_aae1ed52-527e-4a3d-b6ae-72f28dac9568,Role 1,2012-01-04 20:32:14,58,1,2012-01-04 16:30:52
Case57,Change Version,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 1,2012-01-04 20:33:43,59,0,2012-01-04 17:33:30
Case44,Turning & Milling,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 1,2012-01-04 20:35:21,59,2,2012-01-04 18:13:02
Case58,Turning & Milling,res_0bc77439-c9b9-490a-a2f9-f070cb4d64ae,Role 1,2012-01-04 20:55:39,60,3,2012-01-04 18:44:43
Case43,Turning & Milling Q.C.,res_0bc77439-c9b9-490a-a2f9-f070cb4d64ae,Role 3,2012-01-04 21:01:48,57,0,2012-01-04 16:30:07
Case59,Turning & Milling,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 1,2012-01-04 21:12:27,61,3,2012-01-04 19:01:06
Case11,Round  Q.C.,res_7e911621-773c-44c0-bce7-af2e4cb05a89,Role 1,2012-01-04 21:18:50,61,0,2012-01-04 20:13:40
Case4,Round Grinding,res_432b5e21-7e0a-4e74-bb01-0d4c4b116e6a,Role 2,2012-01-04 22:33:56,61,0,2012-01-04 20:41:44
Case10,Grinding Rework,res_0f65e450-b07d-49d6-97ea-69a6418827e2,Role 2,2012-01-04 23:50:42,63,0,2012-01-04 22:22:24
Case34,Final Inspection Q.C.,res_0f65e450-b07d-49d6-97ea-69a6418827e2,Role 3,2012-01-04 23:57:23,61,0,2012-01-04 20:33:26
