caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case5,Turning Q.C.,res_fac73bfe-b2ae-4800-9f8a-dd1017f3fc05,Role 1,2012-01-03 01:09:54,26,0,2012-01-02 23:20:32
Case7,Turn & Mill. & Screw Assem,res_1145c812-db63-49eb-a421-4ba60e9706a4,Role 1,2012-01-03 01:47:10,28,0,2012-01-03 00:27:45
Case16,Turning,res_1145c812-db63-49eb-a421-4ba60e9706a4,Role 1,2012-01-03 01:56:09,26,0,2012-01-02 22:40:18
Case4,Grinding Rework,res_1145c812-db63-49eb-a421-4ba60e9706a4,Role 2,2012-01-03 02:19:43,28,0,2012-01-03 01:13:35
Case14,Laser Marking,res_581af756-c82a-4aab-9e43-8e3aecdcd9a2,Role 4,2012-01-03 02:26:54,27,0,2012-01-03 00:16:19
Case17,Turning,res_581af756-c82a-4aab-9e43-8e3aecdcd9a2,Role 1,2012-01-03 02:52:45,27,1,2012-01-02 23:49:58
Case18,Turning & Milling,res_581af756-c82a-4aab-9e43-8e3aecdcd9a2,Role 1,2012-01-03 02:58:21,28,2,2012-01-03 00:24:05
Case8,Packing,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 5,2012-01-03 03:20:09,30,0,2012-01-03 02:25:48
Case9,Final Inspection Q.C.,res_3d1a238f-0507-4af1-bd50-10317dae47c3,Role 3,2012-01-03 03:42:04,29,0,2012-01-03 02:21:15
Case19,Rework Milling,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-03 03:53:10,29,0,2012-01-03 01:16:16
Case20,Turning & Milling,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-03 04:06:54,30,2,2012-01-03 02:23:37
Case10,Round Grinding,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 2,2012-01-03 04:07:22,30,0,2012-01-03 03:05:32
Case11,Laser Marking,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 4,2012-01-03 04:08:54,30,0,2012-01-03 03:10:58
Case3,Lapping,res_2356665f-6535-4884-98d9-0ee27360b154,Role 4,2012-01-03 04:54:16,31,0,2012-01-03 03:48:08
Case21,Turning & Milling,res_2356665f-6535-4884-98d9-0ee27360b154,Role 1,2012-01-03 05:18:47,31,2,2012-01-03 03:24:18
Case5,Turning & Milling,res_fac73bfe-b2ae-4800-9f8a-dd1017f3fc05,Role 1,2012-01-03 05:47:37,31,2,2012-01-03 04:36:10
Case6,Final Inspection Q.C.,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 3,2012-01-03 06:24:58,33,0,2012-01-03 05:51:22
Case19,Milling Q.C.,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 1,2012-01-03 06:38:22,33,1,2012-01-03 06:05:04
Case13,Laser Marking,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 4,2012-01-03 06:49:11,33,0,2012-01-03 06:10:07
Case7,Turning & Milling Q.C.,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 3,2012-01-03 06:54:02,33,1,2012-01-03 06:02:05
Case16,Turning Q.C.,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-03 06:58:08,32,0,2012-01-03 04:46:57
Case22,Turning & Milling Q.C.,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 3,2012-01-03 07:00:19,32,0,2012-01-03 04:45:49
Case12,Lapping,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 4,2012-01-03 07:03:55,33,0,2012-01-03 05:57:13
Case23,Rework Milling,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 1,2012-01-03 07:03:58,33,0,2012-01-03 05:35:02
Case15,Milling Q.C.,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 1,2012-01-03 07:04:41,31,0,2012-01-03 04:09:42
Case20,Laser Marking,res_2281d1b3-5d1a-446e-ac90-ef5a0ae150ef,Role 4,2012-01-03 07:32:18,32,1,2012-01-03 06:44:15
Case24,Turning & Milling Q.C.,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 3,2012-01-03 08:45:01,33,1,2012-01-03 06:59:43
Case1,Lapping,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 4,2012-01-03 08:47:18,34,0,2012-01-03 07:49:56
Case25,Turning & Milling,res_fac73bfe-b2ae-4800-9f8a-dd1017f3fc05,Role 1,2012-01-03 09:09:25,34,1,2012-01-03 07:23:10
Case10,Final Inspection Q.C.,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 3,2012-01-03 09:57:12,34,0,2012-01-03 08:53:54
Case8,Final Inspection Q.C.,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 3,2012-01-03 09:59:28,35,1,2012-01-03 09:11:42
Case9,Grinding Rework,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 2,2012-01-03 10:09:59,34,0,2012-01-03 08:51:10
Case21,Turning & Milling,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 1,2012-01-03 10:23:20,34,2,2012-01-03 09:05:54
Case26,Turning & Milling,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 1,2012-01-03 10:46:33,35,2,2012-01-03 09:11:26
Case4,Final Inspection Q.C.,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 3,2012-01-03 10:48:46,35,1,2012-01-03 09:57:14
Case22,Nitration Q.C.,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 3,2012-01-03 11:27:17,36,0,2012-01-03 10:15:10
Case27,Rework Milling,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-03 11:37:43,36,0,2012-01-03 10:11:04
Case23,Turning,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-03 11:53:23,36,0,2012-01-03 11:04:05
Case11,Flat Grinding,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 4,2012-01-03 12:12:29,37,0,2012-01-03 11:26:48
Case28,Change Version,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 1,2012-01-03 12:30:27,37,0,2012-01-03 11:08:48
Case5,Turning & Milling Q.C.,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 3,2012-01-03 13:07:16,38,1,2012-01-03 12:08:59
Case3,Turning Rework,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 1,2012-01-03 13:08:40,38,0,2012-01-03 12:25:29
Case17,Turning Q.C.,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 1,2012-01-03 13:37:54,37,0,2012-01-03 12:02:08
Case29,Turning & Milling,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 1,2012-01-03 13:38:55,38,1,2012-01-03 12:03:06
Case18,Turning & Milling Q.C.,res_2281d1b3-5d1a-446e-ac90-ef5a0ae150ef,Role 3,2012-01-03 14:06:18,37,0,2012-01-03 11:56:16
Case14,Lapping,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 4,2012-01-03 14:28:06,39,0,2012-01-03 13:30:06
Case24,Turn & Mill. & Screw Assem,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-03 14:37:32,38,0,2012-01-03 13:16:09
Case30,Rework Milling,res_666d09e7-69ff-4a8f-ab71-b5401c8e628a,Role 1,2012-01-03 14:50:16,39,0,2012-01-03 13:26:45
Case16,Turning & Milling,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 1,2012-01-03 15:39:57,39,1,2012-01-03 14:06:04
Case19,Packing,res_2281d1b3-5d1a-446e-ac90-ef5a0ae150ef,Role 5,2012-01-03 16:07:35,40,0,2012-01-03 14:46:12
Case25,Laser Marking,res_666d09e7-69ff-4a8f-ab71-b5401c8e628a,Role 4,2012-01-03 16:12:34,39,0,2012-01-03 14:21:35
Case7,Laser Marking,res_6756f3ee-f569-4355-b657-c3f0f18becdd,Role 4,2012-01-03 16:45:06,40,1,2012-01-03 15:27:42
Case27,Turning & Milling Q.C.,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 3,2012-01-03 16:57:12,41,0,2012-01-03 16:29:37
Case31,Rework Milling,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 1,2012-01-03 16:57:25,40,1,2012-01-03 14:39:26
Case33,Turning & Milling,res_666d09e7-69ff-4a8f-ab71-b5401c8e628a,Role 1,2012-01-03 17:21:18,42,1,2012-01-03 16:33:51
Case10,Round Grinding,res_666d09e7-69ff-4a8f-ab71-b5401c8e628a,Role 2,2012-01-03 17:28:56,42,0,2012-01-03 16:36:35
Case26,Milling,res_666d09e7-69ff-4a8f-ab71-b5401c8e628a,Role 1,2012-01-03 17:30:23,42,0,2012-01-03 16:50:52
Case8,Round Grinding,res_666d09e7-69ff-4a8f-ab71-b5401c8e628a,Role 2,2012-01-03 17:30:46,42,1,2012-01-03 16:46:20
Case12,Final Inspection Q.C.,res_666d09e7-69ff-4a8f-ab71-b5401c8e628a,Role 3,2012-01-03 17:34:06,41,0,2012-01-03 16:12:40
Case9,Packing,res_6756f3ee-f569-4355-b657-c3f0f18becdd,Role 5,2012-01-03 17:45:43,42,1,2012-01-03 16:58:16
Case13,Final Inspection Q.C.,res_6756f3ee-f569-4355-b657-c3f0f18becdd,Role 3,2012-01-03 17:46:13,42,1,2012-01-03 16:53:03
Case32,Rework Milling,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 1,2012-01-03 17:59:56,41,1,2012-01-03 15:54:20
Case20,Round Grinding,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 2,2012-01-03 18:27:29,43,0,2012-01-03 17:43:11
Case34,Turning & Milling,res_a3faa996-e874-430c-9bc7-296fa1b4177f,Role 1,2012-01-03 18:42:40,43,1,2012-01-03 17:37:55
Case15,Packing,res_a3faa996-e874-430c-9bc7-296fa1b4177f,Role 5,2012-01-03 18:53:26,41,0,2012-01-03 16:10:18
Case1,Laser Marking,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 4,2012-01-03 19:02:58,43,0,2012-01-03 17:59:24
Case28,Final Inspection Q.C.,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 3,2012-01-03 19:10:43,43,0,2012-01-03 18:05:56
Case35,Rework Milling,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 1,2012-01-03 19:53:29,44,0,2012-01-03 18:33:09
Case36,Milling Q.C.,res_3d1a238f-0507-4af1-bd50-10317dae47c3,Role 1,2012-01-03 20:41:34,45,0,2012-01-03 19:00:06
Case23,Turning Q.C.,res_3d1a238f-0507-4af1-bd50-10317dae47c3,Role 1,2012-01-03 20:59:55,45,0,2012-01-03 20:41:03
Case22,Laser Marking,res_3d1a238f-0507-4af1-bd50-10317dae47c3,Role 4,2012-01-03 21:13:59,44,1,2012-01-03 20:27:31
Case4,Packing,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 5,2012-01-03 21:21:32,44,0,2012-01-03 20:24:20
Case29,Laser Marking,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 4,2012-01-03 21:23:38,44,0,2012-01-03 20:11:06
Case21,Turning & Milling Q.C.,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 3,2012-01-03 21:42:01,44,0,2012-01-03 20:10:04
Case37,Milling Q.C.,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 1,2012-01-03 21:52:24,45,1,2012-01-03 20:28:43
Case5,Nitration Q.C.,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 3,2012-01-03 22:21:50,45,0,2012-01-03 21:18:55
Case38,Turning & Milling,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-03 22:23:40,46,1,2012-01-03 21:27:26
Case11,Lapping,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 4,2012-01-03 23:05:18,47,0,2012-01-03 22:17:30
Case3,Lapping,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 4,2012-01-03 23:19:00,47,1,2012-01-03 22:23:52
Case39,Turning,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 1,2012-01-03 23:32:44,47,0,2012-01-03 22:03:21
Case24,Turning & Milling Q.C.,res_50c807af-2e74-4d6b-8add-30027827d50b,Role 3,2012-01-04 01:44:19,47,0,2012-01-03 23:52:09
Case14,Turning Rework,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 1,2012-01-04 04:25:28,49,0,2012-01-04 02:41:38
Case17,Turning & Milling,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 1,2012-01-04 04:31:52,48,1,2012-01-04 02:28:00
Case40,Rework Milling,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 1,2012-01-04 04:40:11,48,0,2012-01-04 00:07:27
Case9,Final Inspection Q.C.,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 3,2012-01-04 04:42:44,50,1,2012-01-04 03:43:20
Case30,Milling Q.C.,res_7845d384-ed29-4547-8326-ac7c5fc4500b,Role 1,2012-01-04 04:58:38,48,0,2012-01-04 01:18:56
Case35,Turning & Milling Q.C.,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 3,2012-01-04 05:08:22,48,0,2012-01-04 01:57:26
Case19,Final Inspection Q.C.,res_1675a9cd-a7d3-4e8c-86da-3b95f6bed6dc,Role 3,2012-01-04 05:25:00,48,0,2012-01-04 01:28:40
Case1,Final Inspection Q.C.,res_1675a9cd-a7d3-4e8c-86da-3b95f6bed6dc,Role 3,2012-01-04 05:51:55,51,1,2012-01-04 04:53:28
Case41,Rework Milling,res_1675a9cd-a7d3-4e8c-86da-3b95f6bed6dc,Role 1,2012-01-04 06:05:28,49,1,2012-01-04 02:30:05
Case31,Turning & Milling,res_fac73bfe-b2ae-4800-9f8a-dd1017f3fc05,Role 1,2012-01-04 06:35:28,49,2,2012-01-04 03:26:38
Case42,Turning & Milling Q.C.,res_581af756-c82a-4aab-9e43-8e3aecdcd9a2,Role 3,2012-01-04 06:42:38,50,1,2012-01-04 03:31:33
Case38,Turning & Milling Q.C.,res_581af756-c82a-4aab-9e43-8e3aecdcd9a2,Role 3,2012-01-04 06:47:07,51,2,2012-01-04 05:03:03
Case32,Milling Q.C.,res_581af756-c82a-4aab-9e43-8e3aecdcd9a2,Role 1,2012-01-04 06:52:06,51,1,2012-01-04 04:25:18
Case43,Turning & Milling,res_581af756-c82a-4aab-9e43-8e3aecdcd9a2,Role 1,2012-01-04 06:58:24,51,3,2012-01-04 04:20:03
Case18,Flat Grinding,res_feef336e-6ac8-4ce3-b97c-7a680e6abeef,Role 4,2012-01-04 07:14:47,49,0,2012-01-04 03:16:44
Case37,Packing,res_feef336e-6ac8-4ce3-b97c-7a680e6abeef,Role 5,2012-01-04 07:24:34,51,0,2012-01-04 04:58:53
Case34,Change Version,res_68e7b63a-a34b-4c39-9216-e1fba5dd990d,Role 1,2012-01-04 07:49:48,51,0,2012-01-04 06:25:09
Case44,Turning & Milling,res_68e7b63a-a34b-4c39-9216-e1fba5dd990d,Role 1,2012-01-04 07:55:30,52,3,2012-01-04 05:23:22
Case7,Final Inspection Q.C.,res_68e7b63a-a34b-4c39-9216-e1fba5dd990d,Role 3,2012-01-04 07:59:31,51,0,2012-01-04 06:20:48
Case39,Turning Q.C.,res_2356665f-6535-4884-98d9-0ee27360b154,Role 1,2012-01-04 08:17:08,51,0,2012-01-04 06:26:54
Case13,Grinding Rework,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 2,2012-01-04 08:33:04,52,0,2012-01-04 07:14:20
Case36,Packing,res_3ec7b0bf-5526-4dce-b636-f2a7df234d37,Role 5,2012-01-04 08:45:05,52,1,2012-01-04 06:42:08
Case16,Milling,res_3ec7b0bf-5526-4dce-b636-f2a7df234d37,Role 1,2012-01-04 08:45:52,51,0,2012-01-04 06:17:51
Case45,Turning & Milling,res_3ec7b0bf-5526-4dce-b636-f2a7df234d37,Role 1,2012-01-04 08:51:14,52,4,2012-01-04 06:29:51
Case11,Round Grinding,res_fac73bfe-b2ae-4800-9f8a-dd1017f3fc05,Role 2,2012-01-04 09:06:20,53,0,2012-01-04 07:42:38
Case5,Laser Marking,res_50c807af-2e74-4d6b-8add-30027827d50b,Role 4,2012-01-04 09:43:40,53,0,2012-01-04 08:02:18
Case3,Round Grinding,res_50c807af-2e74-4d6b-8add-30027827d50b,Role 2,2012-01-04 09:57:55,54,1,2012-01-04 08:40:51
Case10,Turning & Milling Q.C.,res_50c807af-2e74-4d6b-8add-30027827d50b,Role 3,2012-01-04 10:01:40,54,0,2012-01-04 08:27:57
Case4,Fix,res_50c807af-2e74-4d6b-8add-30027827d50b,Role 1,2012-01-04 10:08:17,54,0,2012-01-04 08:15:29
Case27,Nitration Q.C.,res_50c807af-2e74-4d6b-8add-30027827d50b,Role 3,2012-01-04 10:18:34,54,0,2012-01-04 08:31:55
Case8,Laser Marking,res_2281d1b3-5d1a-446e-ac90-ef5a0ae150ef,Role 4,2012-01-04 10:41:53,54,1,2012-01-04 09:28:18
Case25,Flat Grinding,res_f9b9113f-a686-48ef-aecf-0c2f8e471174,Role 4,2012-01-04 11:17:01,52,0,2012-01-04 07:26:36
Case46,Rework Milling,res_f9b9113f-a686-48ef-aecf-0c2f8e471174,Role 1,2012-01-04 11:26:37,53,0,2012-01-04 07:31:46
Case33,Turning & Milling Q.C.,res_f9b9113f-a686-48ef-aecf-0c2f8e471174,Role 3,2012-01-04 11:29:38,54,1,2012-01-04 09:38:29
Case48,Rework Milling,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-04 12:14:44,54,1,2012-01-04 09:02:49
Case15,Final Inspection Q.C.,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 3,2012-01-04 12:58:18,54,0,2012-01-04 08:25:01
Case47,Change Version,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 1,2012-01-04 12:59:25,54,0,2012-01-04 08:11:06
Case49,Rework Milling,res_7845d384-ed29-4547-8326-ac7c5fc4500b,Role 1,2012-01-04 13:48:56,55,2,2012-01-04 10:22:23
Case50,Turning & Milling,res_3d1a238f-0507-4af1-bd50-10317dae47c3,Role 1,2012-01-04 14:30:13,56,1,2012-01-04 11:07:40
Case29,Lapping,res_3d1a238f-0507-4af1-bd50-10317dae47c3,Role 4,2012-01-04 14:44:59,56,0,2012-01-04 11:36:04
Case20,Turning & Milling Q.C.,res_68e7b63a-a34b-4c39-9216-e1fba5dd990d,Role 3,2012-01-04 15:55:50,58,0,2012-01-04 13:22:45
Case23,Turning & Milling,res_3ec7b0bf-5526-4dce-b636-f2a7df234d37,Role 1,2012-01-04 16:15:51,58,4,2012-01-04 14:28:51
Case12,Packing,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 5,2012-01-04 16:53:20,59,0,2012-01-04 15:02:27
Case51,Turning & Milling,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 1,2012-01-04 16:56:18,57,2,2012-01-04 12:56:45
Case21,Flat Grinding,res_33e99f4c-0473-42ac-9ce1-510c44e595f8,Role 4,2012-01-04 17:02:44,58,0,2012-01-04 13:20:52
Case9,Grinding Rework,res_fac73bfe-b2ae-4800-9f8a-dd1017f3fc05,Role 2,2012-01-04 17:12:51,60,0,2012-01-04 15:55:57
Case52,Turning & Milling,res_fac73bfe-b2ae-4800-9f8a-dd1017f3fc05,Role 1,2012-01-04 17:37:58,58,3,2012-01-04 13:05:05
Case22,Round Grinding,res_fac73bfe-b2ae-4800-9f8a-dd1017f3fc05,Role 2,2012-01-04 17:51:09,60,0,2012-01-04 15:45:27
Case26,Final Inspection Q.C.,res_68e7b63a-a34b-4c39-9216-e1fba5dd990d,Role 3,2012-01-04 18:47:58,61,0,2012-01-04 16:39:01
Case53,Rework Milling,res_68e7b63a-a34b-4c39-9216-e1fba5dd990d,Role 1,2012-01-04 19:08:26,59,0,2012-01-04 14:47:37
Case54,Rework Milling,res_68e7b63a-a34b-4c39-9216-e1fba5dd990d,Role 1,2012-01-04 19:26:42,60,1,2012-01-04 15:44:20
Case40,Turning & Milling,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-04 20:56:05,60,3,2012-01-04 16:16:17
Case1,Packing,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 5,2012-01-04 20:59:11,63,0,2012-01-04 19:50:02
Case55,Turning,res_7a996bd4-0ceb-4f29-a392-9155367c88f5,Role 1,2012-01-04 21:10:13,61,0,2012-01-04 16:35:57
Case56,Milling Q.C.,res_1675a9cd-a7d3-4e8c-86da-3b95f6bed6dc,Role 1,2012-01-04 21:32:32,62,0,2012-01-04 17:12:05
Case24,Round Grinding,res_1675a9cd-a7d3-4e8c-86da-3b95f6bed6dc,Role 2,2012-01-04 21:37:41,63,0,2012-01-04 18:43:10
Case7,Grinding Rework,res_1675a9cd-a7d3-4e8c-86da-3b95f6bed6dc,Role 2,2012-01-04 21:45:01,65,0,2012-01-04 20:11:20
Case57,Turning & Milling,res_1675a9cd-a7d3-4e8c-86da-3b95f6bed6dc,Role 1,2012-01-04 21:50:00,63,2,2012-01-04 18:06:00
Case11,Lapping,res_1675a9cd-a7d3-4e8c-86da-3b95f6bed6dc,Role 4,2012-01-04 21:54:57,65,0,2012-01-04 20:40:26
Case45,Milling,res_1675a9cd-a7d3-4e8c-86da-3b95f6bed6dc,Role 1,2012-01-04 21:56:55,63,0,2012-01-04 18:39:34
Case14,Lapping,res_1145c812-db63-49eb-a421-4ba60e9706a4,Role 4,2012-01-04 23:54:25,67,0,2012-01-04 22:31:49
Case4,Packing,res_3ec7b0bf-5526-4dce-b636-f2a7df234d37,Role 5,2012-01-05 00:11:24,67,0,2012-01-04 22:31:42
Case5,Flat Grinding,res_3ec7b0bf-5526-4dce-b636-f2a7df234d37,Role 4,2012-01-05 00:15:02,67,0,2012-01-04 22:43:58
Case58,Change Version,res_3ec7b0bf-5526-4dce-b636-f2a7df234d37,Role 1,2012-01-05 00:16:33,64,0,2012-01-04 19:53:44
Case59,Turning,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 1,2012-01-05 00:18:53,65,1,2012-01-04 20:03:07
Case41,Turning,res_c28905bf-0701-42c2-ad63-30f32f68806a,Role 1,2012-01-05 00:39:18,65,2,2012-01-04 20:35:49
Case8,Round Grinding,res_666d09e7-69ff-4a8f-ab71-b5401c8e628a,Role 2,2012-01-05 01:49:00,68,0,2012-01-05 00:06:51
Case44,Turning & Milling Q.C.,res_af5968b2-d9e9-4f78-972a-3fe815f95050,Role 3,2012-01-05 01:51:32,66,0,2012-01-04 22:05:32
