caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case21,Turning & Milling,res_68b5c20b-d22f-4061-a22a-8ee451723239,Role 1,2012-01-03 06:59:24,29,1,2012-01-03 04:38:07
Case16,Milling,res_68b5c20b-d22f-4061-a22a-8ee451723239,Role 1,2012-01-03 07:01:49,29,1,2012-01-03 04:55:26
Case4,Grinding Rework,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 2,2012-01-03 07:07:22,30,0,2012-01-03 06:32:50
Case19,Nitration Q.C.,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 3,2012-01-03 07:11:36,31,0,2012-01-03 07:07:02
Case9,Packing,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 5,2012-01-03 07:11:46,30,0,2012-01-03 06:26:15
Case10,Final Inspection Q.C.,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 3,2012-01-03 07:13:43,30,0,2012-01-03 06:33:48
Case8,Turning & Milling Q.C.,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 3,2012-01-03 07:22:29,30,0,2012-01-03 06:18:25
Case22,Rework Milling,res_a7122883-2a03-4e7a-b756-5c378fbcd020,Role 1,2012-01-03 07:34:35,30,0,2012-01-03 05:08:48
Case23,Turning & Milling,res_a7122883-2a03-4e7a-b756-5c378fbcd020,Role 1,2012-01-03 07:48:47,31,2,2012-01-03 06:50:39
Case5,Round Grinding,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 2,2012-01-03 08:25:38,31,0,2012-01-03 07:33:27
Case20,Turning & Milling Q.C.,res_d4bd6981-c018-4aca-a070-d376b69bc6f6,Role 3,2012-01-03 08:40:49,32,0,2012-01-03 08:08:56
Case6,Turning & Milling,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 1,2012-01-03 09:02:27,32,1,2012-01-03 08:29:37
Case3,Turning & Milling,res_ad596be3-bbe2-45fa-82d0-671f40b30be8,Role 1,2012-01-03 09:30:51,33,1,2012-01-03 09:10:17
Case24,Rework Milling,res_b250c55d-9323-4b0a-b9d1-a9cad4ca7fea,Role 1,2012-01-03 10:06:46,32,0,2012-01-03 07:50:50
Case25,Turning & Milling Q.C.,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 3,2012-01-03 10:30:50,33,0,2012-01-03 08:42:29
Case17,Turning,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 1,2012-01-03 10:38:29,33,0,2012-01-03 09:42:12
Case1,Packing,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 5,2012-01-03 10:54:00,34,0,2012-01-03 09:58:05
Case26,Turning & Milling,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 1,2012-01-03 11:10:17,34,1,2012-01-03 09:52:39
Case22,Turning,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 1,2012-01-03 11:23:54,34,1,2012-01-03 10:22:18
Case12,Final Inspection Q.C.,res_22df43c2-7845-4f2c-bf08-89ee972dd2ca,Role 3,2012-01-03 13:09:51,35,0,2012-01-03 12:35:01
Case23,Laser Marking,res_d4bd6981-c018-4aca-a070-d376b69bc6f6,Role 4,2012-01-03 13:15:29,35,0,2012-01-03 12:16:07
Case27,Turning,res_abacc4cf-34d9-4375-8a4f-eda080f420c9,Role 1,2012-01-03 13:19:59,35,1,2012-01-03 11:19:13
Case11,Laser Marking,res_22df43c2-7845-4f2c-bf08-89ee972dd2ca,Role 4,2012-01-03 14:12:37,37,0,2012-01-03 13:18:17
Case28,Rework Milling,res_2298364a-65dd-4e4d-a95d-1442033fc59f,Role 1,2012-01-03 14:40:26,36,0,2012-01-03 12:56:48
Case10,Packing,res_2298364a-65dd-4e4d-a95d-1442033fc59f,Role 5,2012-01-03 14:57:36,37,0,2012-01-03 14:26:55
Case13,Round  Q.C.,res_7e580262-dd9f-4660-9323-4bf39aab05bf,Role 1,2012-01-03 15:13:50,37,0,2012-01-03 13:58:58
Case29,Rework Milling,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 1,2012-01-03 15:29:12,37,1,2012-01-03 13:11:35
Case9,Final Inspection Q.C.,res_47c458b7-c3aa-4aa0-8179-4165979f3fce,Role 3,2012-01-03 16:00:47,39,0,2012-01-03 15:22:43
Case30,Rework Milling,res_22df43c2-7845-4f2c-bf08-89ee972dd2ca,Role 1,2012-01-03 16:20:30,38,2,2012-01-03 14:33:00
Case20,Turning & Milling,res_22df43c2-7845-4f2c-bf08-89ee972dd2ca,Role 1,2012-01-03 16:29:03,39,1,2012-01-03 16:20:10
Case8,Laser Marking,res_22df43c2-7845-4f2c-bf08-89ee972dd2ca,Role 4,2012-01-03 16:29:29,39,0,2012-01-03 15:54:42
Case31,Rework Milling,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 1,2012-01-03 17:10:34,39,2,2012-01-03 15:12:02
Case26,Milling,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 1,2012-01-03 17:15:50,39,0,2012-01-03 16:01:38
Case5,Packing,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 5,2012-01-03 17:38:39,40,0,2012-01-03 16:47:46
Case3,Laser Marking,res_bcfec321-4178-4a9c-b41c-d311642cbe7e,Role 4,2012-01-03 17:42:10,40,1,2012-01-03 17:05:32
Case6,Change Version,res_bcfec321-4178-4a9c-b41c-d311642cbe7e,Role 1,2012-01-03 17:44:27,40,0,2012-01-03 16:59:59
Case21,Laser Marking,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 4,2012-01-03 18:35:52,40,0,2012-01-03 17:02:41
Case32,Rework Milling,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 1,2012-01-03 18:45:15,40,1,2012-01-03 16:47:07
Case4,Final Inspection Q.C.,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 3,2012-01-03 18:52:14,40,0,2012-01-03 18:23:56
Case33,Turning & Milling,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 1,2012-01-03 18:52:28,41,1,2012-01-03 17:06:00
Case18,Change Version,res_7e580262-dd9f-4660-9323-4bf39aab05bf,Role 1,2012-01-03 19:08:42,40,1,2012-01-03 17:41:52
Case1,Final Inspection Q.C.,res_7e580262-dd9f-4660-9323-4bf39aab05bf,Role 3,2012-01-03 19:12:05,40,1,2012-01-03 18:30:28
Case27,Turning Q.C.,res_0a7c6618-1d08-4496-a1a4-eeb6840f32b8,Role 1,2012-01-03 19:47:48,40,0,2012-01-03 18:16:10
Case22,Turning Q.C.,res_2298364a-65dd-4e4d-a95d-1442033fc59f,Role 1,2012-01-03 20:17:41,42,1,2012-01-03 19:39:58
Case34,Rework Milling,res_2298364a-65dd-4e4d-a95d-1442033fc59f,Role 1,2012-01-03 20:19:25,41,0,2012-01-03 18:58:55
Case24,Turning,res_2298364a-65dd-4e4d-a95d-1442033fc59f,Role 1,2012-01-03 20:50:07,42,0,2012-01-03 19:18:51
Case25,Turn & Mill. & Screw Assem,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 1,2012-01-03 21:00:48,42,0,2012-01-03 19:58:23
Case35,Turning & Milling,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 1,2012-01-03 21:08:02,42,1,2012-01-03 19:17:01
Case30,Turning,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 1,2012-01-03 22:00:23,43,0,2012-01-03 20:54:03
Case36,Turning & Milling,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 1,2012-01-03 22:22:05,43,2,2012-01-03 20:30:43
Case29,Turning & Milling Q.C.,res_68b5c20b-d22f-4061-a22a-8ee451723239,Role 3,2012-01-03 22:55:58,43,0,2012-01-03 21:14:02
Case16,Final Inspection Q.C.,res_68b5c20b-d22f-4061-a22a-8ee451723239,Role 3,2012-01-03 23:03:47,44,0,2012-01-03 21:58:16
Case37,Rework Milling,res_68b5c20b-d22f-4061-a22a-8ee451723239,Role 1,2012-01-03 23:03:50,44,0,2012-01-03 21:41:38
Case19,Laser Marking,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 4,2012-01-03 23:22:32,45,0,2012-01-03 23:20:18
Case14,Final Inspection Q.C.,res_abacc4cf-34d9-4375-8a4f-eda080f420c9,Role 3,2012-01-03 23:35:49,45,0,2012-01-03 23:21:54
Case38,Turning & Milling,res_abacc4cf-34d9-4375-8a4f-eda080f420c9,Role 1,2012-01-03 23:37:00,45,1,2012-01-03 22:44:02
Case23,Flat Grinding,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 4,2012-01-04 00:01:00,45,0,2012-01-03 23:29:41
Case10,Final Inspection Q.C.,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 3,2012-01-04 00:31:11,46,0,2012-01-03 23:47:34
Case3,Lapping,res_a7122883-2a03-4e7a-b756-5c378fbcd020,Role 4,2012-01-04 01:12:53,46,0,2012-01-04 00:03:08
Case6,Final Inspection Q.C.,res_22df43c2-7845-4f2c-bf08-89ee972dd2ca,Role 3,2012-01-04 01:28:10,46,1,2012-01-04 00:11:54
Case39,Turning & Milling,res_abacc4cf-34d9-4375-8a4f-eda080f420c9,Role 1,2012-01-04 01:47:00,46,1,2012-01-03 23:38:48
Case8,Round Grinding,res_0a7c6618-1d08-4496-a1a4-eeb6840f32b8,Role 2,2012-01-04 02:40:39,47,0,2012-01-04 01:02:19
Case12,Grinding Rework,res_0a7c6618-1d08-4496-a1a4-eeb6840f32b8,Role 2,2012-01-04 02:40:46,47,0,2012-01-04 00:51:05
Case11,Final Inspection Q.C.,res_a7122883-2a03-4e7a-b756-5c378fbcd020,Role 3,2012-01-04 03:02:49,47,1,2012-01-04 01:22:02
Case4,Grinding Rework,res_a7122883-2a03-4e7a-b756-5c378fbcd020,Role 2,2012-01-04 03:44:40,48,0,2012-01-04 02:51:33
Case9,Round Grinding,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 2,2012-01-04 03:49:55,48,1,2012-01-04 02:46:44
Case1,Round Grinding,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 2,2012-01-04 03:52:03,47,1,2012-01-04 02:33:11
Case32,Turning,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 1,2012-01-04 04:09:48,46,0,2012-01-04 00:09:38
Case28,Turning & Milling,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 1,2012-01-04 04:26:49,47,2,2012-01-04 00:42:18
Case13,Packing,res_7e580262-dd9f-4660-9323-4bf39aab05bf,Role 5,2012-01-04 05:05:32,47,0,2012-01-04 01:58:13
Case41,Turning,res_7e580262-dd9f-4660-9323-4bf39aab05bf,Role 1,2012-01-04 05:07:13,48,1,2012-01-04 01:22:08
Case40,Change Version,res_7e580262-dd9f-4660-9323-4bf39aab05bf,Role 1,2012-01-04 05:09:58,47,0,2012-01-04 00:39:03
Case34,Change Version,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 1,2012-01-04 05:28:56,47,1,2012-01-04 01:56:05
Case31,Turning & Milling Q.C.,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 3,2012-01-04 05:37:30,47,0,2012-01-04 02:17:48
Case33,Laser Marking,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 4,2012-01-04 05:40:31,47,0,2012-01-04 01:39:59
Case42,Turning & Milling,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 1,2012-01-04 05:56:02,48,2,2012-01-04 02:33:50
Case20,Laser Marking,res_f8371416-4a4f-40f4-b299-5fa671b422ea,Role 4,2012-01-04 07:04:17,50,2,2012-01-04 05:22:35
Case35,Laser Marking,res_f8371416-4a4f-40f4-b299-5fa671b422ea,Role 4,2012-01-04 07:07:58,48,1,2012-01-04 03:45:00
Case37,Turning & Milling,res_f8371416-4a4f-40f4-b299-5fa671b422ea,Role 1,2012-01-04 07:08:16,49,3,2012-01-04 04:41:40
Case17,Turning Q.C.,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 1,2012-01-04 07:25:49,49,0,2012-01-04 04:47:08
Case43,Turning & Milling,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 1,2012-01-04 07:31:41,49,3,2012-01-04 03:45:20
Case27,Turning & Milling,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 1,2012-01-04 07:43:05,50,4,2012-01-04 05:28:17
Case3,Round Grinding,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 2,2012-01-04 08:11:01,50,0,2012-01-04 06:53:13
Case38,Turning & Milling Q.C.,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 3,2012-01-04 08:29:41,50,1,2012-01-04 05:58:31
Case44,Turning & Milling Q.C.,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 3,2012-01-04 09:13:12,50,1,2012-01-04 05:20:20
Case36,Milling,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 1,2012-01-04 09:28:33,50,0,2012-01-04 05:57:56
Case22,Turning & Milling,res_2298364a-65dd-4e4d-a95d-1442033fc59f,Role 1,2012-01-04 09:46:07,50,1,2012-01-04 08:13:21
Case26,Final Inspection Q.C.,res_62073b6e-1f5e-470d-a00a-a6a19fc390ed,Role 3,2012-01-04 10:03:25,50,0,2012-01-04 07:19:11
Case21,Final Inspection Q.C.,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 3,2012-01-04 10:54:51,50,1,2012-01-04 08:38:04
Case30,Turning Q.C.,res_bcfec321-4178-4a9c-b41c-d311642cbe7e,Role 1,2012-01-04 12:30:32,51,1,2012-01-04 10:14:45
Case24,Turning Q.C.,res_bcfec321-4178-4a9c-b41c-d311642cbe7e,Role 1,2012-01-04 12:38:22,51,0,2012-01-04 09:56:09
Case45,Rework Milling,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 1,2012-01-04 13:10:08,51,0,2012-01-04 09:32:37
Case25,Turning & Milling Q.C.,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 3,2012-01-04 13:22:08,52,0,2012-01-04 10:50:54
Case29,Round Grinding,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 2,2012-01-04 14:22:45,52,0,2012-01-04 11:01:10
Case46,Rework Milling,res_c51dbe99-4c8d-47e5-a54f-1e47810700e8,Role 1,2012-01-04 14:31:02,52,1,2012-01-04 10:30:08
Case4,Final Inspection Q.C.,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 3,2012-01-04 15:25:08,54,1,2012-01-04 14:35:46
Case8,Turning & Milling Q.C.,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 3,2012-01-04 15:26:43,54,1,2012-01-04 14:12:00
Case3,Packing,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 5,2012-01-04 15:26:58,54,0,2012-01-04 14:25:39
Case39,Milling,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 1,2012-01-04 15:27:47,52,0,2012-01-04 11:29:20
Case10,Grinding Rework,res_704debfa-134a-4be6-9bd2-587a37d0a558,Role 2,2012-01-04 15:28:47,54,0,2012-01-04 14:26:32
Case1,Final Inspection Q.C.,res_d800282f-8101-4bcf-a75b-8c0e3b14024c,Role 3,2012-01-04 16:10:06,56,2,2012-01-04 15:12:31
Case47,Turning & Milling,res_d800282f-8101-4bcf-a75b-8c0e3b14024c,Role 1,2012-01-04 16:14:49,53,1,2012-01-04 12:22:43
Case48,Turning & Milling Q.C.,res_d4bd6981-c018-4aca-a070-d376b69bc6f6,Role 3,2012-01-04 16:28:32,54,1,2012-01-04 13:11:13
Case18,Final Inspection Q.C.,res_d4bd6981-c018-4aca-a070-d376b69bc6f6,Role 3,2012-01-04 16:47:26,53,0,2012-01-04 13:03:41
Case16,Packing,res_47c458b7-c3aa-4aa0-8179-4165979f3fce,Role 5,2012-01-04 17:13:17,55,0,2012-01-04 15:38:26
Case49,Rework Milling,res_47c458b7-c3aa-4aa0-8179-4165979f3fce,Role 1,2012-01-04 17:26:53,55,0,2012-01-04 14:46:15
Case50,Rework Milling,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 1,2012-01-04 17:45:09,56,1,2012-01-04 15:06:59
Case40,Final Inspection Q.C.,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 3,2012-01-04 18:23:49,56,3,2012-01-04 15:23:07
Case41,Turning Q.C.,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 1,2012-01-04 18:38:44,55,0,2012-01-04 16:01:00
Case51,Rework Milling,res_d4bd6981-c018-4aca-a070-d376b69bc6f6,Role 1,2012-01-04 18:45:05,56,2,2012-01-04 16:16:18
Case42,Laser Marking,res_abacc4cf-34d9-4375-8a4f-eda080f420c9,Role 4,2012-01-04 20:46:33,56,0,2012-01-04 17:06:00
Case19,Round Grinding,res_abacc4cf-34d9-4375-8a4f-eda080f420c9,Role 2,2012-01-04 20:53:50,58,0,2012-01-04 18:47:14
Case52,Turning,res_891555c1-7871-4c42-9ce0-5d977afbf78f,Role 1,2012-01-04 21:33:50,57,0,2012-01-04 17:27:56
Case14,Grinding Rework,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 2,2012-01-04 21:44:22,59,0,2012-01-04 20:22:25
Case3,Round  Q.C.,res_47c458b7-c3aa-4aa0-8179-4165979f3fce,Role 1,2012-01-04 22:09:36,60,0,2012-01-04 21:14:13
Case9,Final Inspection Q.C.,res_47c458b7-c3aa-4aa0-8179-4165979f3fce,Role 3,2012-01-04 22:18:14,60,1,2012-01-04 21:40:10
Case23,Laser Marking,res_c220f86f-026d-478f-a2d5-644df12f442d,Role 4,2012-01-04 22:48:20,59,1,2012-01-04 20:46:31
Case43,Turning & Milling Q.C.,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 3,2012-01-04 23:36:32,58,0,2012-01-04 18:55:01
Case53,Milling Q.C.,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 1,2012-01-04 23:37:45,58,0,2012-01-04 18:42:29
Case13,Fix,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 1,2012-01-04 23:40:57,59,0,2012-01-04 20:24:19
Case54,Turning & Milling,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 1,2012-01-04 23:48:52,59,1,2012-01-04 19:42:24
Case11,Packing,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 5,2012-01-04 23:57:36,61,0,2012-01-04 22:40:21
Case33,Final Inspection Q.C.,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 3,2012-01-05 00:13:59,60,0,2012-01-04 21:30:58
Case12,Final Inspection Q.C.,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 3,2012-01-05 00:35:53,61,2,2012-01-04 23:25:50
Case34,Final Inspection Q.C.,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 3,2012-01-05 00:39:10,61,1,2012-01-04 22:52:18
Case56,Turning & Milling,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 1,2012-01-05 00:48:47,61,2,2012-01-04 22:19:04
Case55,Turning & Milling Q.C.,res_d10f6ba6-50f8-401a-9953-8af67585387e,Role 3,2012-01-05 00:49:17,60,1,2012-01-04 21:01:37
Case31,Laser Marking,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 4,2012-01-05 01:03:09,61,0,2012-01-04 23:09:11
Case32,Turning Q.C.,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 1,2012-01-05 01:04:15,61,0,2012-01-04 22:26:01
Case44,Flat Grinding,res_7625a63e-6c31-4da0-8098-0972cb032c4d,Role 4,2012-01-05 01:07:08,60,0,2012-01-04 21:52:27
Case8,Nitration Q.C.,res_68b5c20b-d22f-4061-a22a-8ee451723239,Role 3,2012-01-05 04:28:46,63,0,2012-01-05 02:41:25
Case37,Turning & Milling Q.C.,res_c51dbe99-4c8d-47e5-a54f-1e47810700e8,Role 3,2012-01-05 04:53:33,62,1,2012-01-05 01:22:23
Case58,Rework Milling,res_abacc4cf-34d9-4375-8a4f-eda080f420c9,Role 1,2012-01-05 05:41:38,63,1,2012-01-05 01:29:23
Case3,Packing,res_bcfec321-4178-4a9c-b41c-d311642cbe7e,Role 5,2012-01-05 05:50:44,65,0,2012-01-05 04:37:11
Case38,Flat Grinding,res_bcfec321-4178-4a9c-b41c-d311642cbe7e,Role 4,2012-01-05 05:58:16,63,0,2012-01-05 02:31:55
Case28,Turning & Milling Q.C.,res_c220f86f-026d-478f-a2d5-644df12f442d,Role 3,2012-01-05 05:59:32,64,2,2012-01-05 02:52:56
Case59,Turning & Milling,res_c220f86f-026d-478f-a2d5-644df12f442d,Role 1,2012-01-05 06:02:27,64,1,2012-01-05 02:49:48
Case1,Round Grinding,res_c220f86f-026d-478f-a2d5-644df12f442d,Role 2,2012-01-05 06:03:15,65,0,2012-01-05 04:48:24
Case20,Final Inspection Q.C.,res_c220f86f-026d-478f-a2d5-644df12f442d,Role 3,2012-01-05 06:08:23,64,1,2012-01-05 03:57:19
Case45,Turning & Milling Q.C.,res_2298364a-65dd-4e4d-a95d-1442033fc59f,Role 3,2012-01-05 06:32:06,62,0,2012-01-05 01:16:00
