caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case12,Round Grinding,res_135cb193-dec9-4d63-990b-2aea2082a50a,Role 2,2012-01-03 18:58:58,42,0,2012-01-03 18:02:40
Case10,Nitration Q.C.,res_135cb193-dec9-4d63-990b-2aea2082a50a,Role 3,2012-01-03 19:07:39,42,0,2012-01-03 18:15:43
Case34,Turning,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 1,2012-01-03 19:36:15,43,2,2012-01-03 18:23:11
Case28,Turning,res_839c014a-4671-417e-9f24-68fdf82d2ab6,Role 1,2012-01-03 20:08:19,42,1,2012-01-03 18:12:36
Case20,Laser Marking,res_e330c70f-14be-4643-9b8b-2552cd2ffc84,Role 4,2012-01-03 20:20:22,43,0,2012-01-03 19:10:44
Case17,Final Inspection Q.C.,res_31445ac5-eb93-4b40-a2ed-c8a18a2b45e0,Role 3,2012-01-03 20:34:57,43,0,2012-01-03 19:32:18
Case26,Milling,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 1,2012-01-03 20:58:43,44,0,2012-01-03 20:13:23
Case11,Final Inspection Q.C.,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 3,2012-01-03 21:10:16,44,1,2012-01-03 20:53:20
Case5,Turning & Milling Q.C.,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 3,2012-01-03 21:12:04,44,0,2012-01-03 20:13:15
Case29,Turning,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 1,2012-01-03 21:19:24,44,1,2012-01-03 19:54:01
Case36,Turning,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 1,2012-01-03 21:23:13,45,1,2012-01-03 20:28:17
Case35,Turning & Milling,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 1,2012-01-03 21:23:18,44,1,2012-01-03 19:51:35
Case6,Round Grinding,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 2,2012-01-03 21:29:27,44,0,2012-01-03 20:51:45
Case30,Final Inspection Q.C.,res_f006c048-3086-4a07-a0d1-e5a221d816a0,Role 3,2012-01-03 21:47:32,44,0,2012-01-03 20:41:10
Case22,Laser Marking,res_8470a7a2-a71e-4f8d-a574-20997a179e17,Role 4,2012-01-03 22:22:43,44,0,2012-01-03 21:42:59
Case37,Rework Milling,res_8470a7a2-a71e-4f8d-a574-20997a179e17,Role 1,2012-01-03 22:39:48,44,0,2012-01-03 21:29:35
Case23,Packing,res_8470a7a2-a71e-4f8d-a574-20997a179e17,Role 5,2012-01-03 22:45:17,43,0,2012-01-03 21:22:56
Case31,Turning & Milling Q.C.,res_8470a7a2-a71e-4f8d-a574-20997a179e17,Role 3,2012-01-03 22:56:42,44,0,2012-01-03 21:51:07
Case21,Lapping,res_8470a7a2-a71e-4f8d-a574-20997a179e17,Role 4,2012-01-03 22:58:03,44,0,2012-01-03 22:04:19
Case38,Turning & Milling,res_f76e1da9-5884-4cd2-9a99-db1f88a345a8,Role 1,2012-01-03 23:39:59,45,1,2012-01-03 22:21:46
Case16,Final Inspection Q.C.,res_f76e1da9-5884-4cd2-9a99-db1f88a345a8,Role 3,2012-01-03 23:59:26,45,0,2012-01-03 23:36:50
Case39,Turning & Milling,res_95a6ad72-5d79-442b-a530-03cf6f42b2ea,Role 1,2012-01-04 01:15:18,45,2,2012-01-03 23:20:31
Case15,Turning & Milling,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 1,2012-01-04 03:00:10,46,1,2012-01-04 01:28:08
Case18,Grinding Rework,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 2,2012-01-04 03:07:05,45,0,2012-01-04 00:10:32
Case13,Final Inspection Q.C.,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 3,2012-01-04 03:41:46,47,1,2012-01-04 01:37:37
Case24,Final Inspection Q.C.,res_e330c70f-14be-4643-9b8b-2552cd2ffc84,Role 3,2012-01-04 04:10:54,46,0,2012-01-04 00:36:18
Case14,Packing,res_502f003d-805d-4c48-b997-6169e9eab8af,Role 5,2012-01-04 04:28:07,48,0,2012-01-04 02:49:05
Case33,Turning & Milling Q.C.,res_502f003d-805d-4c48-b997-6169e9eab8af,Role 3,2012-01-04 04:35:52,45,0,2012-01-04 00:19:26
Case32,Turning & Milling Q.C.,res_502f003d-805d-4c48-b997-6169e9eab8af,Role 3,2012-01-04 04:42:27,48,1,2012-01-04 02:26:58
Case34,Turning Q.C.,res_502f003d-805d-4c48-b997-6169e9eab8af,Role 1,2012-01-04 04:57:17,48,0,2012-01-04 02:04:03
Case42,Turning & Milling,res_f76e1da9-5884-4cd2-9a99-db1f88a345a8,Role 1,2012-01-04 05:02:53,48,3,2012-01-04 02:03:50
Case40,Milling Q.C.,res_f76e1da9-5884-4cd2-9a99-db1f88a345a8,Role 1,2012-01-04 05:03:02,46,0,2012-01-04 00:28:53
Case8,Laser Marking,res_f76e1da9-5884-4cd2-9a99-db1f88a345a8,Role 4,2012-01-04 05:10:59,48,0,2012-01-04 03:44:44
Case41,Turning & Milling,res_ea307c7c-f1f0-43ee-bc0e-c2c2fcfb443e,Role 1,2012-01-04 05:13:49,47,2,2012-01-04 01:36:10
Case7,Round  Q.C.,res_135cb193-dec9-4d63-990b-2aea2082a50a,Role 1,2012-01-04 05:56:49,49,0,2012-01-04 04:10:28
Case43,Turning & Milling,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 1,2012-01-04 06:26:10,49,3,2012-01-04 03:55:30
Case1,Round Grinding,res_f76e1da9-5884-4cd2-9a99-db1f88a345a8,Role 2,2012-01-04 06:32:28,49,0,2012-01-04 05:11:28
Case5,Laser Marking,res_135cb193-dec9-4d63-990b-2aea2082a50a,Role 4,2012-01-04 06:59:56,49,0,2012-01-04 05:15:36
Case44,Turning & Milling,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 1,2012-01-04 07:14:45,49,4,2012-01-04 04:16:32
Case19,Final Inspection Q.C.,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 3,2012-01-04 07:24:47,49,0,2012-01-04 04:58:15
Case2,Final Inspection Q.C.,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 3,2012-01-04 07:29:26,50,2,2012-01-04 06:15:44
Case9,Packing,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 5,2012-01-04 07:55:06,51,0,2012-01-04 06:40:18
Case12,Final Inspection Q.C.,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 3,2012-01-04 08:07:41,51,3,2012-01-04 07:09:57
Case10,Laser Marking,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 4,2012-01-04 08:12:49,51,1,2012-01-04 06:46:12
Case38,Turning & Milling Q.C.,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 3,2012-01-04 08:48:43,50,0,2012-01-04 06:26:28
Case29,Turning Q.C.,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 1,2012-01-04 08:58:36,51,1,2012-01-04 06:53:42
Case45,Turning & Milling,res_21ad1f0e-f694-41e9-8f56-a2a1c70f5de8,Role 1,2012-01-04 09:06:49,50,3,2012-01-04 05:42:11
Case25,Final Inspection Q.C.,res_b22604b0-527b-4c04-b5af-57e7dea4e913,Role 3,2012-01-04 09:28:14,49,1,2012-01-04 05:20:08
Case46,Milling Q.C.,res_7271a7e2-1989-44d6-80f3-7469c30ee655,Role 1,2012-01-04 09:39:44,51,0,2012-01-04 06:40:00
Case28,Turning Q.C.,res_7271a7e2-1989-44d6-80f3-7469c30ee655,Role 1,2012-01-04 09:39:51,51,2,2012-01-04 07:08:44
Case27,Turning Q.C.,res_7271a7e2-1989-44d6-80f3-7469c30ee655,Role 1,2012-01-04 09:41:28,49,0,2012-01-04 05:16:15
Case36,Turning Q.C.,res_8470a7a2-a71e-4f8d-a574-20997a179e17,Role 1,2012-01-04 11:29:53,49,2,2012-01-04 09:15:49
Case31,Round Grinding,res_8470a7a2-a71e-4f8d-a574-20997a179e17,Role 2,2012-01-04 12:00:50,50,0,2012-01-04 09:36:08
Case35,Turning & Milling Q.C.,res_31445ac5-eb93-4b40-a2ed-c8a18a2b45e0,Role 3,2012-01-04 12:05:26,49,0,2012-01-04 08:56:32
Case37,Milling Q.C.,res_95a6ad72-5d79-442b-a530-03cf6f42b2ea,Role 1,2012-01-04 13:19:38,50,0,2012-01-04 10:31:34
Case47,Rework Milling,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 1,2012-01-04 13:28:22,50,0,2012-01-04 09:29:19
Case6,Packing,res_31445ac5-eb93-4b40-a2ed-c8a18a2b45e0,Role 5,2012-01-04 14:19:53,53,0,2012-01-04 13:20:36
Case48,Rework Milling,res_31445ac5-eb93-4b40-a2ed-c8a18a2b45e0,Role 1,2012-01-04 14:58:07,51,1,2012-01-04 10:51:44
Case39,Milling,res_31445ac5-eb93-4b40-a2ed-c8a18a2b45e0,Role 1,2012-01-04 15:21:34,51,0,2012-01-04 12:03:32
Case30,Grinding Rework,res_31445ac5-eb93-4b40-a2ed-c8a18a2b45e0,Role 2,2012-01-04 15:28:37,53,0,2012-01-04 13:40:36
Case21,Turning Rework,res_31445ac5-eb93-4b40-a2ed-c8a18a2b45e0,Role 1,2012-01-04 15:35:12,53,0,2012-01-04 13:34:03
Case26,Final Inspection Q.C.,res_f006c048-3086-4a07-a0d1-e5a221d816a0,Role 3,2012-01-04 15:58:57,53,1,2012-01-04 13:31:00
Case20,Final Inspection Q.C.,res_f006c048-3086-4a07-a0d1-e5a221d816a0,Role 3,2012-01-04 16:03:34,52,0,2012-01-04 12:59:08
Case8,Lapping,res_3273617d-0df8-4064-ae35-b0f99c600d99,Role 4,2012-01-04 16:57:58,55,0,2012-01-04 15:37:53
Case50,Rework Milling,res_95a6ad72-5d79-442b-a530-03cf6f42b2ea,Role 1,2012-01-04 17:03:26,53,3,2012-01-04 13:20:35
Case51,Turning & Milling,res_95a6ad72-5d79-442b-a530-03cf6f42b2ea,Role 1,2012-01-04 17:08:58,54,1,2012-01-04 14:11:21
Case49,Rework Milling,res_95a6ad72-5d79-442b-a530-03cf6f42b2ea,Role 1,2012-01-04 17:12:37,52,2,2012-01-04 12:47:54
Case16,Grinding Rework,res_b22604b0-527b-4c04-b5af-57e7dea4e913,Role 2,2012-01-04 17:52:22,55,0,2012-01-04 16:38:48
Case52,Rework Milling,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 1,2012-01-04 18:51:21,55,2,2012-01-04 15:35:27
Case1,Lapping,res_6f4940fd-6b6c-444f-a391-4a0cfcf6f239,Role 4,2012-01-04 19:32:18,56,0,2012-01-04 18:17:14
Case7,Packing,res_f006c048-3086-4a07-a0d1-e5a221d816a0,Role 5,2012-01-04 19:56:18,56,1,2012-01-04 18:22:20
Case22,Final Inspection Q.C.,res_f006c048-3086-4a07-a0d1-e5a221d816a0,Role 3,2012-01-04 20:30:43,56,0,2012-01-04 19:07:18
Case53,Rework Milling,res_f006c048-3086-4a07-a0d1-e5a221d816a0,Role 1,2012-01-04 20:35:31,55,3,2012-01-04 16:12:01
Case43,Turning & Milling Q.C.,res_f006c048-3086-4a07-a0d1-e5a221d816a0,Role 3,2012-01-04 20:38:18,55,0,2012-01-04 17:00:57
Case42,Milling,res_f006c048-3086-4a07-a0d1-e5a221d816a0,Role 1,2012-01-04 20:51:13,55,1,2012-01-04 16:53:12
Case54,Rework Milling,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 1,2012-01-04 21:07:48,56,2,2012-01-04 17:30:57
Case41,Milling,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 1,2012-01-04 21:09:26,55,0,2012-01-04 16:49:00
Case5,Flat Grinding,res_5647259d-de55-4954-93f0-f595a6f74a8e,Role 4,2012-01-04 21:13:41,57,0,2012-01-04 19:51:24
Case40,Packing,res_95a6ad72-5d79-442b-a530-03cf6f42b2ea,Role 5,2012-01-04 21:16:48,55,0,2012-01-04 16:15:24
Case34,Turning & Milling,res_839c014a-4671-417e-9f24-68fdf82d2ab6,Role 1,2012-01-04 21:36:56,56,2,2012-01-04 19:35:25
Case33,Turning & Milling,res_839c014a-4671-417e-9f24-68fdf82d2ab6,Role 1,2012-01-04 21:54:24,56,1,2012-01-04 19:21:20
Case55,Turning & Milling,res_31445ac5-eb93-4b40-a2ed-c8a18a2b45e0,Role 1,2012-01-04 22:19:52,57,3,2012-01-04 19:48:47
Case14,Fix,res_135cb193-dec9-4d63-990b-2aea2082a50a,Role 1,2012-01-04 22:52:19,57,0,2012-01-04 21:25:45
Case32,Nitration Q.C.,res_0465d36a-399d-4c78-a132-9382496cc977,Role 3,2012-01-04 23:34:25,57,0,2012-01-04 21:14:37
Case9,Fix,res_0465d36a-399d-4c78-a132-9382496cc977,Role 1,2012-01-04 23:35:12,58,1,2012-01-04 22:17:13
Case56,Turning & Milling,res_839c014a-4671-417e-9f24-68fdf82d2ab6,Role 1,2012-01-05 00:49:49,58,4,2012-01-04 21:35:40
Case46,Packing,res_839c014a-4671-417e-9f24-68fdf82d2ab6,Role 5,2012-01-05 00:53:45,57,1,2012-01-04 21:06:44
Case45,Milling,res_3273617d-0df8-4064-ae35-b0f99c600d99,Role 1,2012-01-05 01:25:31,58,0,2012-01-04 21:41:55
