case_id,activity,enable_time,start_time,end_time,resource
16,Flat Grinding,2012-01-09 22:34:52.879619+00:00,2012-01-09 22:34:52.879619+00:00,2012-01-10 03:16:30.891070+00:00,ID4872
17,Packing,2012-01-10 02:27:01.126916+00:00,2012-01-10 06:24:00.000000+00:00,2012-01-10 06:24:00.000000+00:00,ID4820
19,Turning,2012-01-10 02:51:51.935179+00:00,2012-01-10 08:48:00.000000+00:00,2012-01-10 08:56:14.214286+00:00,ID4794
15,Packing,2012-01-10 03:31:30.489027+00:00,2012-01-10 03:31:30.489027+00:00,2012-01-10 03:31:30.489027+00:00,ID4291
13,Packing,2012-01-10 03:33:29.728447+00:00,2012-01-10 03:33:29.728447+00:00,2012-01-10 03:33:29.728447+00:00,ID4491
13,Turning & Milling,2012-01-10 03:47:26.860013+00:00,2012-01-11 22:24:00.000000+00:00,2012-01-11 22:25:23.655466+00:00,ID0997
17,Turning & Milling,2012-01-10 06:56:01.186329+00:00,2012-01-10 06:56:01.186329+00:00,2012-01-10 08:11:01.186329+00:00,ID0937
15,Turning & Milling,2012-01-10 06:58:51.551350+00:00,2012-01-10 22:24:00.000000+00:00,2012-01-10 22:29:10.453970+00:00,ID3846
11,Packing,2012-01-10 15:28:55.111338+00:00,2012-01-10 15:28:55.111337+00:00,2012-01-10 15:28:55.111337+00:00,ID4291
8,Final Inspection Q.C.,2012-01-10 16:25:21.570073+00:00,2012-01-10 16:25:21.570072+00:00,2012-01-10 16:26:21.267680+00:00,ID4287
8,Turning & Milling,2012-01-10 17:54:27.451508+00:00,2012-01-10 23:12:00.000000+00:00,2012-01-10 23:33:38.619644+00:00,ID4132
8,Turning & Milling,2012-01-10 17:54:27.451508+00:00,2012-01-10 17:54:27.451507+00:00,2012-01-10 17:54:27.451507+00:00,ID4140
18,Turning Q.C.,2012-01-10 17:55:03.506016+00:00,2012-01-11 13:36:00.000000+00:00,2012-01-11 13:42:26.632028+00:00,ID4618
11,Turning & Milling,2012-01-10 18:38:40.291635+00:00,2012-01-10 22:24:00.000000+00:00,2012-01-10 22:24:00.149860+00:00,ID4641
23,Flat Grinding,2012-01-10 20:06:54.610703+00:00,2012-01-10 20:06:54.610703+00:00,2012-01-10 20:07:55.020901+00:00,ID4882
11,Lapping,2012-01-10 22:37:23.335052+00:00,2012-01-10 22:37:23.335052+00:00,2012-01-10 22:52:23.335052+00:00,ID4355
16,Final Inspection Q.C.,2012-01-11 06:43:46.284392+00:00,2012-01-11 06:43:46.284392+00:00,2012-01-11 06:46:59.605181+00:00,ID4163
25,Turning,2012-01-11 09:54:05.371805+00:00,2012-01-11 16:00:00.000000+00:00,2012-01-11 16:00:00.022460+00:00,ID4219
24,Packing,2012-01-11 13:23:34.356176+00:00,2012-01-11 13:36:00.000000+00:00,2012-01-11 13:36:00.000000+00:00,ID4491
24,Turning & Milling,2012-01-11 14:43:46.625975+00:00,2012-01-11 14:43:46.625974+00:00,2012-01-11 22:35:01.061598+00:00,ID4167
22,Turning,2012-01-11 15:08:58.376343+00:00,2012-01-11 16:48:00.000000+00:00,2012-01-11 16:48:00.000001+00:00,ID3718
13,Lapping,2012-01-11 22:25:23.694386+00:00,2012-01-12 17:36:00.000000+00:00,2012-01-12 17:37:40.328493+00:00,ID0998
25,Turning Q.C.,2012-01-12 05:03:01.433511+00:00,2012-01-12 06:24:00.000000+00:00,2012-01-12 06:52:23.081711+00:00,ID4493
18,Flat Grinding,2012-01-12 07:21:52.498596+00:00,2012-01-12 08:00:00.000000+00:00,2012-01-12 08:00:00.000000+00:00,ID0420
22,Turning Q.C.,2012-01-12 08:17:54.743630+00:00,2012-01-12 08:17:54.743631+00:00,2012-01-12 08:37:27.416559+00:00,ID4287
20,Packing,2012-01-12 15:03:29.743927+00:00,2012-01-13 06:24:00.000000+00:00,2012-01-13 06:24:00.000000+00:00,ID4820
25,Flat Grinding,2012-01-12 16:03:28.335852+00:00,2012-01-12 16:03:28.335852+00:00,2012-01-12 16:03:28.335852+00:00,ID3716
13,Round Grinding,2012-01-12 17:48:27.752990+00:00,2012-01-12 17:48:27.752990+00:00,2012-01-12 17:48:52.754443+00:00,ID4109
13,Turning & Milling,2012-01-12 17:50:05.924621+00:00,2012-01-12 17:50:05.924622+00:00,2012-01-12 20:29:05.924623+00:00,ID4162
19,Turning Q.C.,2012-01-12 18:43:57.885658+00:00,2012-01-13 14:24:00.000000+00:00,2012-01-13 14:27:39.515462+00:00,ID4618
13,Turning & Milling Q.C.,2012-01-13 04:58:06.137637+00:00,2012-01-13 06:24:00.000000+00:00,2012-01-13 06:39:00.000000+00:00,ID4529
25,Final Inspection Q.C.,2012-01-13 10:00:04.828994+00:00,2012-01-13 13:36:00.000000+00:00,2012-01-14 16:51:24.357791+00:00,ID4163
20,Turning & Milling,2012-01-13 21:27:08.749276+00:00,2012-01-14 00:48:00.000000+00:00,2012-01-14 00:48:00.000000+00:00,ID4445
11,Round Grinding,2012-01-13 22:33:53.165368+00:00,2012-01-14 00:48:00.000000+00:00,2012-01-14 16:12:33.161110+00:00,ID4160
21,Packing,2012-01-14 11:06:58.686436+00:00,2012-01-14 16:00:00.000000+00:00,2012-01-14 16:00:00.000000+00:00,ID4291
13,Grinding Rework,2012-01-14 13:52:24.483109+00:00,2012-01-16 06:24:00.000000+00:00,2012-01-16 23:18:59.999001+00:00,ID4385
11,Turning & Milling,2012-01-14 18:20:58.809694+00:00,2012-01-14 18:20:58.809695+00:00,2012-01-14 18:46:44.199398+00:00,ID4429
21,Turning & Milling,2012-01-14 18:33:22.225970+00:00,2012-01-14 18:33:22.225970+00:00,2012-01-15 08:14:47.056892+00:00,ID4718
11,Lapping,2012-01-14 19:01:24.133416+00:00,2012-01-14 19:01:24.133415+00:00,2012-01-14 19:18:21.181804+00:00,ID4528
27,Packing,2012-01-14 19:14:39.205408+00:00,2012-01-14 19:14:39.205408+00:00,2012-01-14 19:14:39.205408+00:00,ID4491
27,Turning & Milling,2012-01-14 20:20:04.220992+00:00,2012-01-14 20:20:04.220992+00:00,2012-01-14 20:31:04.220992+00:00,ID4872
11,Final Inspection Q.C.,2012-01-14 20:56:52.227356+00:00,2012-01-15 06:24:00.000000+00:00,2012-01-15 08:28:05.722181+00:00,ID4493
28,Packing,2012-01-14 23:00:47.743061+00:00,2012-01-15 06:24:00.000000+00:00,2012-01-15 06:24:00.000000+00:00,ID4820
26,Packing,2012-01-15 01:01:46.256365+00:00,2012-01-15 06:24:00.000000+00:00,2012-01-15 06:24:00.000000+00:00,ID4291
26,Turning & Milling,2012-01-15 06:54:55.106019+00:00,2012-01-15 06:54:55.106019+00:00,2012-01-15 09:22:27.804973+00:00,ID4932
28,Turning & Milling,2012-01-15 09:18:42.685592+00:00,2012-01-15 09:18:42.685591+00:00,2012-01-15 09:33:42.685591+00:00,ID0937
11,Turning & Milling Q.C.,2012-01-15 11:19:28.267122+00:00,2012-01-15 11:19:28.267122+00:00,2012-01-15 11:48:28.267122+00:00,ID4167
29,Packing,2012-01-16 22:39:59.720805+00:00,2012-01-16 22:39:59.720805+00:00,2012-01-16 22:39:59.720805+00:00,ID4491
29,Turning & Milling,2012-01-17 05:30:31.658636+00:00,2012-01-17 08:48:00.000000+00:00,2012-01-17 08:49:18.743315+00:00,ID4794
30,Packing,2012-01-17 07:28:21.199105+00:00,2012-01-17 08:00:00.000000+00:00,2012-01-17 08:00:00.000000+00:00,ID4820
30,Turning & Milling,2012-01-17 10:13:55.292695+00:00,2012-01-17 10:13:55.292696+00:00,2012-01-17 17:37:55.292697+00:00,ID4783
23,Lapping,2012-01-17 14:31:48.746182+00:00,2012-01-17 14:31:48.746183+00:00,2012-01-17 14:46:39.332990+00:00,ID4882
11,Packing,2012-01-17 19:43:17.353776+00:00,2012-01-17 19:43:17.353776+00:00,2012-01-17 19:43:17.353776+00:00,ID4291
11,Turning & Milling,2012-01-17 20:30:26.345146+00:00,2012-01-17 20:30:26.345146+00:00,2012-01-17 20:30:26.345146+00:00,ID4140
13,Final Inspection Q.C.,2012-01-17 21:32:48.201851+00:00,2012-01-17 22:24:00.000000+00:00,2012-01-18 03:38:41.637304+00:00,ID4287
11,Lapping,2012-01-17 22:27:09.508422+00:00,2012-01-17 22:27:09.508422+00:00,2012-01-17 22:42:09.508422+00:00,ID4355
11,Round Grinding,2012-01-17 23:52:31.700539+00:00,2012-01-18 02:24:00.000000+00:00,2012-01-18 03:59:00.000000+00:00,ID3854
11,Grinding Rework,2012-01-18 02:14:57.721213+00:00,2012-01-19 17:36:00.000000+00:00,2012-01-19 17:36:00.000000+00:00,ID0998
11,Turning & Milling Q.C.,2012-01-18 04:02:20.334325+00:00,2012-01-18 04:02:20.334325+00:00,2012-01-18 04:17:20.334325+00:00,ID4529
11,Turning & Milling,2012-01-18 04:59:35.909805+00:00,2012-01-19 09:36:00.000000+00:00,2012-01-19 09:36:46.601070+00:00,ID4641
13,Turning & Milling,2012-01-18 05:14:02.077747+00:00,2012-01-18 06:24:00.000000+00:00,2012-01-18 06:24:01.450899+00:00,ID3846
31,Packing,2012-01-18 08:28:15.407947+00:00,2012-01-18 08:28:15.407947+00:00,2012-01-18 08:28:15.407947+00:00,ID4491
31,Turning & Milling,2012-01-18 08:39:04.153086+00:00,2012-01-19 15:12:00.000000+00:00,2012-01-19 15:12:00.000011+00:00,ID4132
32,Packing,2012-01-18 17:11:25.925573+00:00,2012-01-19 06:24:00.000000+00:00,2012-01-19 06:24:00.000000+00:00,ID4820
35,Packing,2012-01-18 21:14:38.037719+00:00,2012-01-18 21:36:00.000000+00:00,2012-01-18 21:36:00.000000+00:00,ID4291
35,Turning & Milling,2012-01-19 06:14:33.733224+00:00,2012-01-19 23:12:00.000000+00:00,2012-01-19 23:16:11.251807+00:00,ID4219
32,Turning & Milling,2012-01-19 09:44:43.197589+00:00,2012-01-19 18:24:00.000000+00:00,2012-01-19 18:58:41.520794+00:00,ID0997
34,Packing,2012-01-19 12:04:40.402238+00:00,2012-01-19 12:04:40.402238+00:00,2012-01-19 12:04:40.402238+00:00,ID4491
34,Turning & Milling,2012-01-19 13:02:00.484234+00:00,2012-01-19 13:02:00.484234+00:00,2012-01-19 15:41:00.484235+00:00,ID4162
18,Final Inspection Q.C.,2012-01-20 01:04:15.161668+00:00,2012-01-20 14:24:00.000000+00:00,2012-01-20 14:24:00.222227+00:00,ID4618
23,Round Grinding,2012-01-20 20:03:54.003468+00:00,2012-01-21 00:48:00.000000+00:00,2012-01-21 16:46:30.733497+00:00,ID0420
36,Packing,2012-01-20 22:19:07.168165+00:00,2012-01-21 00:48:00.000000+00:00,2012-01-21 00:48:00.000000+00:00,ID4291
36,Turning & Milling,2012-01-21 02:18:06.980635+00:00,2012-01-21 16:00:00.000000+00:00,2012-01-21 16:00:00.000000+00:00,ID4445
18,Packing,2012-01-21 03:26:42.185646+00:00,2012-01-22 06:24:00.000000+00:00,2012-01-22 06:24:00.000000+00:00,ID4820
37,Packing,2012-01-21 04:34:23.357548+00:00,2012-01-21 16:00:00.000000+00:00,2012-01-21 16:00:00.000000+00:00,ID4491
37,Turning & Milling,2012-01-21 22:30:52.951769+00:00,2012-01-22 06:24:00.000000+00:00,2012-01-22 09:11:09.451728+00:00,ID4429
33,Packing,2012-01-22 08:41:57.521709+00:00,2012-01-22 08:41:57.521709+00:00,2012-01-22 08:41:57.521709+00:00,ID4291
38,Packing,2012-01-22 09:04:31.813735+00:00,2012-01-22 09:04:31.813734+00:00,2012-01-22 09:04:31.813734+00:00,ID4491
38,Turning & Milling,2012-01-22 09:06:30.266386+00:00,2012-01-22 09:06:30.266386+00:00,2012-01-22 09:17:30.266386+00:00,ID4872
38,Final Inspection,2012-01-22 17:41:31.813735+00:00,2012-01-22 22:24:00.000000+00:00,2012-01-23 06:27:00.000000+00:00,ID4493
41,Flat Grinding,2012-01-22 21:00:17.176073+00:00,2012-01-22 22:24:00.000000+00:00,2012-01-22 22:24:00.000000+00:00,ID3716
33,Turning Q.C.,2012-01-23 03:58:45.780080+00:00,2012-01-23 06:24:00.000000+00:00,2012-01-23 06:34:28.649847+00:00,ID4287
23,Final Inspection Q.C.,2012-01-23 09:14:48.882572+00:00,2012-01-23 13:36:00.000000+00:00,2012-01-23 16:50:56.041257+00:00,ID4163
42,Packing,2012-01-23 16:04:37.086388+00:00,2012-01-24 06:24:00.000000+00:00,2012-01-24 06:24:00.000000+00:00,ID4820
41,Final Inspection Q.C.,2012-01-23 18:17:29.087198+00:00,2012-01-23 18:24:00.000000+00:00,2012-01-23 18:24:00.000000+00:00,ID4618
11,Grinding Rework,2012-01-23 23:51:39.113251+00:00,2012-01-24 03:12:00.000000+00:00,2012-01-24 03:13:13.057694+00:00,ID4528
11,Lapping,2012-01-24 02:58:23.191315+00:00,2012-01-24 03:12:00.000000+00:00,2012-01-24 03:27:00.000000+00:00,ID0937
11,Turning & Milling,2012-01-24 03:30:49.367331+00:00,2012-01-24 03:30:49.367331+00:00,2012-01-24 08:03:53.505334+00:00,ID4718
45,Packing,2012-01-24 17:30:12.563403+00:00,2012-01-24 17:30:12.563403+00:00,2012-01-24 17:30:12.563403+00:00,ID4291
45,Turning & Milling,2012-01-24 19:30:38.750549+00:00,2012-01-24 19:30:38.750549+00:00,2012-01-24 19:47:25.272369+00:00,ID4932
42,Turning & Milling,2012-01-24 21:52:34.838132+00:00,2012-01-24 22:24:00.000000+00:00,2012-01-25 03:15:49.024166+00:00,ID4167
44,Flat Grinding,2012-01-25 10:33:47.768170+00:00,2012-01-25 11:12:00.000000+00:00,2012-01-25 11:43:12.994728+00:00,ID4882
44,Turn & Mill. & Screw Assem,2012-01-25 11:49:23.947966+00:00,2012-01-27 13:36:00.000000+00:00,2012-01-27 13:58:12.854163+00:00,ID3846
47,Packing,2012-01-25 12:31:55.289766+00:00,2012-01-25 13:36:00.000000+00:00,2012-01-25 13:36:00.000000+00:00,ID4491
43,Packing,2012-01-25 12:37:36.933145+00:00,2012-01-26 06:24:00.000000+00:00,2012-01-26 06:24:00.000000+00:00,ID4820
40,Packing,2012-01-25 17:18:11.957025+00:00,2012-01-25 18:24:00.000000+00:00,2012-01-25 18:24:00.000000+00:00,ID4291
40,Turning & Milling,2012-01-25 18:37:24.018907+00:00,2012-01-28 20:00:00.000000+00:00,2012-01-28 20:00:04.088014+00:00,ID4794
48,Packing,2012-01-26 06:41:39.624710+00:00,2012-01-26 06:41:39.624710+00:00,2012-01-26 06:41:39.624710+00:00,ID4491
43,Turning & Milling,2012-01-26 08:14:03.159369+00:00,2012-01-26 08:14:03.159370+00:00,2012-01-26 15:38:03.159371+00:00,ID4783
48,Turning & Milling,2012-01-26 08:37:29.628761+00:00,2012-01-26 08:37:29.628761+00:00,2012-01-26 08:37:29.628761+00:00,ID4140
49,Packing,2012-01-26 09:57:17.329977+00:00,2012-01-26 09:57:17.329977+00:00,2012-01-26 09:57:17.329977+00:00,ID4291
49,Turning & Milling,2012-01-26 15:04:17.731377+00:00,2012-01-26 15:04:17.731377+00:00,2012-01-26 15:40:09.481195+00:00,ID4529
51,Packing,2012-01-26 23:36:48.846386+00:00,2012-01-27 06:24:00.000000+00:00,2012-01-27 06:24:00.000000+00:00,ID4820
51,Turning & Milling,2012-01-27 06:25:03.962421+00:00,2012-01-27 12:48:00.000000+00:00,2012-01-27 12:51:38.669473+00:00,ID4641
39,Packing,2012-01-27 10:52:37.336402+00:00,2012-01-27 13:36:00.000000+00:00,2012-01-27 13:36:00.000000+00:00,ID4491
44,Turning & Milling Q.C.,2012-01-27 14:42:37.166312+00:00,2012-01-27 19:12:00.000000+00:00,2012-01-27 19:14:23.972740+00:00,ID4493
39,Turning & Milling,2012-01-27 14:52:19.472394+00:00,2012-01-28 16:00:00.000000+00:00,2012-01-28 16:16:09.912609+00:00,ID4132
44,Round Grinding,2012-01-27 19:38:42.813004+00:00,2012-01-27 19:38:42.813004+00:00,2012-01-27 19:40:35.063593+00:00,ID4109
50,Packing,2012-01-27 22:27:25.577780+00:00,2012-01-28 00:48:00.000000+00:00,2012-01-28 00:48:00.000000+00:00,ID4291
50,Turning & Milling,2012-01-28 00:58:30.253641+00:00,2012-01-28 00:58:30.253641+00:00,2012-01-28 18:37:30.253642+00:00,ID4162
46,Packing,2012-01-29 02:02:48.019413+00:00,2012-01-29 06:24:00.000000+00:00,2012-01-29 06:24:00.000000+00:00,ID4820
33,Turning & Milling,2012-01-29 14:11:48.942425+00:00,2012-01-30 17:36:00.000000+00:00,2012-01-30 17:45:28.353835+00:00,ID0997
33,Turning & Milling,2012-01-29 14:11:48.942425+00:00,2012-02-01 00:48:00.000000+00:00,2012-02-01 00:51:54.533935+00:00,ID4219
52,Packing,2012-01-29 20:10:38.814117+00:00,2012-01-29 22:24:00.000000+00:00,2012-01-29 22:24:00.000000+00:00,ID4491
53,Packing,2012-01-29 20:42:19.795925+00:00,2012-01-29 22:24:00.000000+00:00,2012-01-29 22:24:00.000000+00:00,ID4291
11,Lapping,2012-01-29 21:34:49.461783+00:00,2012-01-29 22:24:00.000000+00:00,2012-01-29 22:39:00.000000+00:00,ID4355
11,Round Grinding,2012-01-29 22:32:20.661258+00:00,2012-01-29 22:32:20.661259+00:00,2012-01-30 08:26:38.967443+00:00,ID4160
52,Turning & Milling,2012-01-30 00:01:29.899526+00:00,2012-01-30 02:24:00.000000+00:00,2012-01-30 02:24:00.000000+00:00,ID4445
53,Turning & Milling,2012-01-30 02:45:59.743618+00:00,2012-01-30 02:45:59.743618+00:00,2012-01-30 06:28:28.592179+00:00,ID4429
46,Turning & Milling,2012-01-30 04:20:49.571856+00:00,2012-01-30 06:24:00.000000+00:00,2012-01-30 06:35:00.000000+00:00,ID4872
11,Turning & Milling Q.C.,2012-01-30 09:09:38.336586+00:00,2012-01-30 13:36:00.000000+00:00,2012-01-30 14:55:58.034708+00:00,ID4287
11,Turning & Milling,2012-01-30 15:30:09.860764+00:00,2012-01-30 18:24:00.000000+00:00,2012-01-30 18:24:00.000000+00:00,ID4618
33,Lapping,2012-01-30 17:46:36.852497+00:00,2012-01-30 17:46:36.852496+00:00,2012-01-31 18:51:55.368471+00:00,ID0998
55,Packing,2012-01-30 19:56:11.907014+00:00,2012-01-31 06:24:00.000000+00:00,2012-01-31 06:24:00.000000+00:00,ID4820
56,Packing,2012-01-30 21:29:16.224356+00:00,2012-01-30 21:36:00.000000+00:00,2012-01-30 21:36:00.000000+00:00,ID4291
56,Turning Q.C.,2012-01-31 00:15:14.877741+00:00,2012-01-31 03:12:00.000000+00:00,2012-01-31 03:17:38.343490+00:00,ID4493
57,Packing,2012-01-31 01:05:36.305280+00:00,2012-01-31 03:12:00.000000+00:00,2012-01-31 03:12:00.000000+00:00,ID4491
55,Turning & Milling,2012-01-31 06:41:43.308815+00:00,2012-01-31 06:41:43.308815+00:00,2012-01-31 06:56:43.308815+00:00,ID0937
56,Turning & Milling,2012-01-31 08:31:17.515729+00:00,2012-01-31 08:31:17.515730+00:00,2012-01-31 10:25:21.964473+00:00,ID4718
56,Turning & Milling,2012-01-31 08:31:17.515729+00:00,2012-01-31 08:31:17.515730+00:00,2012-01-31 16:00:30.550552+00:00,ID4932
57,Turning & Milling,2012-01-31 13:50:37.263303+00:00,2012-01-31 13:50:37.263303+00:00,2012-01-31 13:55:43.967910+00:00,ID4167
58,Packing,2012-01-31 16:49:54.118014+00:00,2012-01-31 16:49:54.118014+00:00,2012-01-31 16:49:54.118014+00:00,ID4291
59,Change Version,2012-01-31 20:14:36.968965+00:00,2012-02-01 13:36:00.000000+00:00,2012-02-01 21:44:28.440296+00:00,ID4890
54,Packing,2012-02-01 03:36:20.871353+00:00,2012-02-01 03:36:20.871353+00:00,2012-02-01 03:36:20.871353+00:00,ID4491
54,Turning & Milling,2012-02-01 03:41:47.413029+00:00,2012-02-01 03:41:47.413030+00:00,2012-02-01 03:41:47.413030+00:00,ID4140
33,Final Inspection Q.C.,2012-02-02 02:17:36.670796+00:00,2012-02-02 06:24:00.000000+00:00,2012-02-02 09:41:40.713778+00:00,ID4163
61,Packing,2012-02-02 08:37:21.503607+00:00,2012-02-02 08:37:21.503607+00:00,2012-02-02 08:37:21.503607+00:00,ID4820
59,Final Inspection Q.C.,2012-02-02 08:56:24.830003+00:00,2012-02-02 08:56:24.830003+00:00,2012-02-02 09:22:54.936944+00:00,ID4287
59,Turning & Milling,2012-02-02 14:44:21.893786+00:00,2012-02-02 14:44:21.893786+00:00,2012-02-03 08:08:21.893787+00:00,ID4783
60,Packing,2012-02-02 17:36:14.405781+00:00,2012-02-02 17:36:14.405781+00:00,2012-02-02 17:36:14.405781+00:00,ID4291
61,Turning & Milling,2012-02-02 22:56:15.450349+00:00,2012-02-02 22:56:15.450349+00:00,2012-02-03 06:40:54.682582+00:00,ID4529
61,Lapping,2012-02-03 07:15:44.746760+00:00,2012-02-03 08:00:00.000000+00:00,2012-02-03 13:51:18.191158+00:00,ID0420
47,Turning & Milling,2012-02-03 07:24:25.307302+00:00,2012-02-03 12:48:00.000000+00:00,2012-02-03 12:48:06.646353+00:00,ID4641
60,Turning & Milling,2012-02-03 13:10:12.164465+00:00,2012-02-03 13:36:00.000000+00:00,2012-02-03 13:36:14.402352+00:00,ID3846
44,Nitration Q.C.,2012-02-03 14:13:13.033748+00:00,2012-02-03 14:24:00.000000+00:00,2012-02-03 14:27:00.000000+00:00,ID4618
61,Final Inspection Q.C.,2012-02-04 09:39:29.307139+00:00,2012-02-04 16:00:00.000000+00:00,2012-02-04 16:01:43.170834+00:00,ID4493
61,Packing,2012-02-05 11:13:45.018951+00:00,2012-02-05 11:13:45.018951+00:00,2012-02-05 11:13:45.018951+00:00,ID4491
11,Grinding Rework,2012-02-05 13:41:08.867112+00:00,2012-02-06 06:24:00.000000+00:00,2012-02-06 23:18:59.999001+00:00,ID4385
58,Turning Q.C.,2012-02-05 15:13:41.644348+00:00,2012-02-05 15:13:41.644347+00:00,2012-02-05 15:16:29.204644+00:00,ID4287
58,Turning & Milling,2012-02-05 15:38:00.872325+00:00,2012-02-07 00:48:00.000000+00:00,2012-02-07 00:48:19.453872+00:00,ID4132
44,Laser Marking,2012-02-05 18:23:34.917864+00:00,2012-02-05 22:24:00.000000+00:00,2012-02-05 22:24:00.000000+00:00,ID4528
44,Lapping,2012-02-05 22:27:25.864136+00:00,2012-02-05 22:27:25.864136+00:00,2012-02-05 22:53:37.898835+00:00,ID4882
58,Lapping,2012-02-07 12:01:10.264968+00:00,2012-02-07 12:01:10.264968+00:00,2012-02-07 12:16:10.264968+00:00,ID4355
62,Packing,2012-02-07 16:33:00.966606+00:00,2012-02-08 06:24:00.000000+00:00,2012-02-08 06:24:00.000000+00:00,ID4820
