case_id,activity,enable_time,start_time,end_time,resource
10,Grinding Rework,2012-01-10 00:19:43.853835+00:00,2012-01-10 03:12:00.000000+00:00,2012-01-10 03:48:00.000001+00:00,ID4882
17,Packing,2012-01-10 02:27:01.126916+00:00,2012-01-10 06:24:00.000000+00:00,2012-01-10 06:24:00.000000+00:00,ID4820
19,Turning,2012-01-10 02:51:51.935179+00:00,2012-01-11 22:24:00.000000+00:00,2012-01-11 22:28:02.090867+00:00,ID0997
15,Packing,2012-01-10 03:31:30.489027+00:00,2012-01-10 03:31:30.489027+00:00,2012-01-10 03:31:30.489027+00:00,ID4291
13,Packing,2012-01-10 03:33:29.728447+00:00,2012-01-10 03:33:29.728447+00:00,2012-01-10 03:33:29.728447+00:00,ID4491
13,Turning & Milling,2012-01-10 04:12:08.363886+00:00,2012-01-10 06:24:00.000000+00:00,2012-01-10 06:39:00.000000+00:00,ID0937
15,Turning & Milling,2012-01-10 04:21:04.632868+00:00,2012-01-10 22:24:00.000000+00:00,2012-01-10 22:24:07.045821+00:00,ID3846
10,Final Inspection Q.C.,2012-01-10 04:39:26.718252+00:00,2012-01-10 06:24:00.000000+00:00,2012-01-10 06:27:54.371968+00:00,ID4287
16,Final Inspection Q.C.,2012-01-10 05:34:51.972317+00:00,2012-01-10 06:24:00.000000+00:00,2012-01-10 08:46:24.111725+00:00,ID4493
17,Turning & Milling,2012-01-10 08:05:06.199923+00:00,2012-01-10 23:12:00.000000+00:00,2012-01-10 23:12:00.061936+00:00,ID4132
14,Lapping,2012-01-10 13:00:46.124670+00:00,2012-01-10 18:24:00.000000+00:00,2012-01-10 18:43:15.843625+00:00,ID0998
13,Lapping,2012-01-10 14:18:02.612549+00:00,2012-01-10 14:18:02.612548+00:00,2012-01-10 14:50:02.612548+00:00,ID4445
2,Final Inspection Q.C.,2012-01-10 14:39:24.840133+00:00,2012-01-10 14:39:24.840133+00:00,2012-01-10 15:00:49.045986+00:00,ID4163
11,Packing,2012-01-10 15:28:55.111338+00:00,2012-01-10 15:28:55.111337+00:00,2012-01-10 15:28:55.111337+00:00,ID4291
11,Turning & Milling,2012-01-10 19:24:11.938795+00:00,2012-01-10 19:24:11.938794+00:00,2012-01-10 19:24:11.938794+00:00,ID4140
23,Flat Grinding,2012-01-10 20:06:54.610703+00:00,2012-01-10 20:06:54.610703+00:00,2012-01-10 20:06:54.610703+00:00,ID0420
17,Lapping,2012-01-10 23:17:51.560882+00:00,2012-01-11 02:24:00.000000+00:00,2012-01-11 03:14:46.579507+00:00,ID4872
15,Lapping,2012-01-10 23:37:27.354781+00:00,2012-01-11 02:24:00.000000+00:00,2012-01-11 02:35:04.027584+00:00,ID4528
15,Round Grinding,2012-01-11 02:35:58.087840+00:00,2012-01-11 02:35:58.087841+00:00,2012-01-11 02:36:07.790044+00:00,ID4109
15,Turning & Milling,2012-01-11 02:37:58.719694+00:00,2012-01-12 09:36:00.000000+00:00,2012-01-12 09:36:00.000000+00:00,ID4641
15,Grinding Rework,2012-01-11 02:56:57.118737+00:00,2012-01-11 13:36:00.000000+00:00,2012-01-11 22:42:59.999001+00:00,ID4385
15,Turning & Milling Q.C.,2012-01-11 05:15:40.111225+00:00,2012-01-11 06:24:00.000000+00:00,2012-01-11 06:53:00.000000+00:00,ID4167
13,Round Grinding,2012-01-11 06:31:37.747080+00:00,2012-01-11 06:31:37.747080+00:00,2012-01-11 14:37:12.275515+00:00,ID4160
2,Packing,2012-01-11 06:53:12.615497+00:00,2012-01-11 06:53:12.615497+00:00,2012-01-11 06:53:12.615497+00:00,ID4491
17,Final Inspection Q.C.,2012-01-11 07:29:04.457427+00:00,2012-01-11 13:36:00.000000+00:00,2012-01-11 13:36:05.214622+00:00,ID4618
18,Lapping,2012-01-11 08:13:24.485662+00:00,2012-01-11 08:13:24.485662+00:00,2012-01-11 08:28:24.485662+00:00,ID4355
25,Turning,2012-01-11 09:54:05.371805+00:00,2012-01-11 16:00:00.000000+00:00,2012-01-11 16:02:51.632604+00:00,ID4219
24,Packing,2012-01-11 13:23:34.356176+00:00,2012-01-12 06:24:00.000000+00:00,2012-01-12 06:24:00.000000+00:00,ID4820
22,Turning,2012-01-11 15:08:58.376343+00:00,2012-01-11 16:48:00.000000+00:00,2012-01-11 16:48:00.000001+00:00,ID3718
13,Turning & Milling,2012-01-11 15:22:01.298000+00:00,2012-01-11 16:48:00.000000+00:00,2012-01-12 00:51:00.001001+00:00,ID4162
10,Packing,2012-01-11 19:01:30.609105+00:00,2012-01-11 21:36:00.000000+00:00,2012-01-11 21:36:00.000000+00:00,ID4291
13,Grinding Rework,2012-01-11 19:23:31.886005+00:00,2012-01-11 21:36:00.000000+00:00,2012-01-11 22:36:00.000001+00:00,ID4882
10,Turning & Milling,2012-01-11 23:12:06.949144+00:00,2012-01-11 23:12:06.949144+00:00,2012-01-11 23:26:16.107198+00:00,ID4429
15,Final Inspection Q.C.,2012-01-11 23:31:53.807174+00:00,2012-01-11 23:31:53.807174+00:00,2012-01-11 23:36:19.375165+00:00,ID4287
25,Turning Q.C.,2012-01-12 01:13:34.385456+00:00,2012-01-12 01:36:00.000000+00:00,2012-01-12 06:46:50.682044+00:00,ID4493
23,Lapping,2012-01-12 03:14:28.665198+00:00,2012-01-12 06:24:00.000000+00:00,2012-01-12 06:39:00.000000+00:00,ID0937
13,Turning & Milling Q.C.,2012-01-12 04:57:21.282304+00:00,2012-01-12 06:24:00.000000+00:00,2012-01-12 06:39:00.000000+00:00,ID4529
23,Round Grinding,2012-01-12 06:39:14.773357+00:00,2012-01-12 06:39:14.773357+00:00,2012-01-12 09:02:14.773357+00:00,ID3854
19,Turning Q.C.,2012-01-12 08:11:39.902047+00:00,2012-01-12 08:11:39.902047+00:00,2012-01-12 08:11:44.410628+00:00,ID4618
15,Turning & Milling,2012-01-12 10:05:14.265850+00:00,2012-01-12 10:05:14.265850+00:00,2012-01-12 10:31:41.073840+00:00,ID4718
23,Final Inspection Q.C.,2012-01-12 12:01:21.529335+00:00,2012-01-12 12:01:21.529335+00:00,2012-01-12 12:02:43.668002+00:00,ID4163
18,Final Inspection Q.C.,2012-01-12 13:28:05.132642+00:00,2012-01-12 13:28:05.132642+00:00,2012-01-12 13:32:57.256905+00:00,ID4287
20,Packing,2012-01-12 15:03:29.743927+00:00,2012-01-12 15:03:29.743927+00:00,2012-01-12 15:03:29.743927+00:00,ID4491
24,Turning Q.C.,2012-01-12 17:23:28.927184+00:00,2012-01-12 17:23:28.927184+00:00,2012-01-12 17:58:40.813829+00:00,ID4493
24,Turning & Milling,2012-01-12 18:19:52.607228+00:00,2012-01-12 18:19:52.607228+00:00,2012-01-14 17:31:52.607229+00:00,ID4783
20,Turning & Milling,2012-01-12 19:56:52.507272+00:00,2012-01-12 19:56:52.507272+00:00,2012-01-12 20:02:54.781807+00:00,ID4932
20,Lapping,2012-01-13 05:47:00.119344+00:00,2012-01-13 06:24:00.000000+00:00,2012-01-13 06:56:00.000000+00:00,ID4445
13,Lapping,2012-01-13 12:52:55.604997+00:00,2012-01-13 16:48:00.000000+00:00,2012-01-13 16:51:00.874541+00:00,ID0998
22,Lapping,2012-01-13 18:40:39.221261+00:00,2012-01-13 19:12:00.000000+00:00,2012-01-14 16:04:42.465245+00:00,ID0420
13,Final Inspection Q.C.,2012-01-13 22:06:37.674845+00:00,2012-01-15 21:36:00.000000+00:00,2012-01-15 21:36:54.944544+00:00,ID4618
21,Packing,2012-01-14 11:06:58.686436+00:00,2012-01-14 16:00:00.000000+00:00,2012-01-14 16:00:00.000000+00:00,ID4291
27,Packing,2012-01-14 19:14:39.205408+00:00,2012-01-15 06:24:00.000000+00:00,2012-01-15 06:24:00.000000+00:00,ID4820
21,Turning & Milling,2012-01-14 20:31:52.251581+00:00,2012-01-14 20:31:52.251580+00:00,2012-01-14 20:38:08.378236+00:00,ID4794
28,Packing,2012-01-14 23:00:47.743061+00:00,2012-01-15 06:24:00.000000+00:00,2012-01-15 06:24:00.000000+00:00,ID4491
26,Packing,2012-01-15 01:01:46.256365+00:00,2012-01-15 06:24:00.000000+00:00,2012-01-15 06:24:00.000000+00:00,ID4291
26,Turning & Milling,2012-01-15 06:29:37.090014+00:00,2012-01-15 06:29:37.090014+00:00,2012-01-15 06:29:37.090014+00:00,ID4140
28,Turning & Milling,2012-01-15 06:33:19.023933+00:00,2012-01-15 16:00:00.000000+00:00,2012-01-15 16:19:27.669576+00:00,ID3846
27,Turning & Milling,2012-01-15 10:29:25.734559+00:00,2012-01-17 00:48:00.000000+00:00,2012-01-17 00:48:00.000649+00:00,ID4132
10,Lapping,2012-01-15 18:15:52.855990+00:00,2012-01-15 22:24:00.000000+00:00,2012-01-15 22:56:46.591229+00:00,ID4528
13,Turning & Milling,2012-01-15 23:09:06.722487+00:00,2012-01-16 02:24:00.000000+00:00,2012-01-16 02:35:00.000000+00:00,ID4872
10,Round Grinding,2012-01-15 23:55:01.968866+00:00,2012-01-16 02:24:00.000000+00:00,2012-01-16 02:24:06.372806+00:00,ID4109
10,Final Inspection Q.C.,2012-01-16 05:01:50.781644+00:00,2012-01-16 06:24:00.000000+00:00,2012-01-16 06:38:15.131729+00:00,ID4163
29,Packing,2012-01-16 22:39:59.720805+00:00,2012-01-16 22:39:59.720805+00:00,2012-01-16 22:39:59.720805+00:00,ID4491
27,Lapping,2012-01-17 00:48:07.025100+00:00,2012-01-17 03:12:00.000000+00:00,2012-01-17 03:27:00.000000+00:00,ID4355
30,Packing,2012-01-17 07:28:21.199105+00:00,2012-01-17 08:00:00.000000+00:00,2012-01-17 08:00:00.000000+00:00,ID4291
30,Turning & Milling,2012-01-17 09:00:44.576961+00:00,2012-01-17 09:00:44.576961+00:00,2012-01-17 09:54:29.206200+00:00,ID4167
27,Round Grinding,2012-01-17 09:27:54.969249+00:00,2012-01-17 09:27:54.969249+00:00,2012-01-17 12:05:12.576232+00:00,ID4160
27,Final Inspection Q.C.,2012-01-17 19:31:26.468409+00:00,2012-01-17 19:31:26.468409+00:00,2012-01-17 19:48:38.260877+00:00,ID4287
22,Round Grinding,2012-01-17 21:21:57.135723+00:00,2012-01-18 13:36:00.000000+00:00,2012-01-18 13:36:04.629794+00:00,ID4385
10,Packing,2012-01-18 06:53:10.674791+00:00,2012-01-18 06:53:10.674791+00:00,2012-01-18 06:53:10.674791+00:00,ID4820
31,Packing,2012-01-18 08:28:15.407947+00:00,2012-01-18 08:28:15.407947+00:00,2012-01-18 08:28:15.407947+00:00,ID4491
31,Turning Q.C.,2012-01-18 08:56:04.632527+00:00,2012-01-18 11:12:00.000000+00:00,2012-01-18 11:17:37.345270+00:00,ID4493
10,Turning & Milling,2012-01-18 13:24:03.626560+00:00,2012-01-18 16:00:00.000000+00:00,2012-01-18 16:00:00.787194+00:00,ID4219
22,Turning,2012-01-18 13:37:22.322907+00:00,2012-01-18 13:37:22.322907+00:00,2012-01-18 13:37:22.322907+00:00,ID4442
22,Turning Q.C.,2012-01-18 13:46:02.989729+00:00,2012-01-18 13:46:02.989729+00:00,2012-01-18 13:48:05.526854+00:00,ID4618
32,Packing,2012-01-18 17:11:25.925573+00:00,2012-01-18 18:24:00.000000+00:00,2012-01-18 18:24:00.000000+00:00,ID4291
32,Turning & Milling,2012-01-18 18:53:05.264582+00:00,2012-01-18 22:24:00.000000+00:00,2012-01-18 22:34:27.599519+00:00,ID0997
35,Packing,2012-01-18 21:14:38.037719+00:00,2012-01-19 06:24:00.000000+00:00,2012-01-19 06:24:00.000000+00:00,ID4820
31,Turning & Milling,2012-01-18 22:39:59.702475+00:00,2012-01-18 22:39:59.702475+00:00,2012-01-18 23:55:32.717182+00:00,ID4429
31,Turning & Milling,2012-01-18 22:39:59.702475+00:00,2012-01-18 22:39:59.702475+00:00,2012-01-19 08:18:59.703476+00:00,ID4162
20,Final Inspection Q.C.,2012-01-19 00:53:51.080594+00:00,2012-01-19 00:53:51.080595+00:00,2012-01-19 00:54:14.058037+00:00,ID4163
20,Turning & Milling,2012-01-19 01:28:11.998225+00:00,2012-01-19 01:36:00.000000+00:00,2012-01-19 10:58:41.957896+00:00,ID4529
29,Turning & Milling,2012-01-19 10:33:08.800032+00:00,2012-01-19 10:33:08.800031+00:00,2012-01-19 10:48:08.800031+00:00,ID0937
34,Packing,2012-01-19 12:04:40.402238+00:00,2012-01-19 12:04:40.402238+00:00,2012-01-19 12:04:40.402238+00:00,ID4491
35,Turning Q.C.,2012-01-19 17:38:54.787634+00:00,2012-01-19 17:38:54.787634+00:00,2012-01-19 18:32:33.372980+00:00,ID4287
35,Turning & Milling,2012-01-19 18:42:16.152983+00:00,2012-01-20 03:12:00.000000+00:00,2012-01-20 03:37:16.502581+00:00,ID4641
35,Turning & Milling,2012-01-19 23:46:02.933029+00:00,2012-01-20 06:24:00.000000+00:00,2012-01-20 06:41:03.736152+00:00,ID4718
34,Turning & Milling,2012-01-20 11:53:00.584697+00:00,2012-01-20 13:36:00.000000+00:00,2012-01-21 16:50:29.231399+00:00,ID4932
36,Packing,2012-01-20 22:19:07.168165+00:00,2012-01-21 00:48:00.000000+00:00,2012-01-21 00:48:00.000000+00:00,ID4291
36,Turning & Milling,2012-01-21 02:48:43.579283+00:00,2012-01-21 16:00:00.000000+00:00,2012-01-21 16:00:00.000000+00:00,ID4445
37,Packing,2012-01-21 04:34:23.357548+00:00,2012-01-22 06:24:00.000000+00:00,2012-01-22 06:24:00.000000+00:00,ID4820
34,Lapping,2012-01-21 16:51:37.346659+00:00,2012-01-21 16:51:37.346659+00:00,2012-01-21 17:17:15.994825+00:00,ID4882
35,Lapping,2012-01-22 02:08:59.628871+00:00,2012-01-22 23:12:00.000000+00:00,2012-01-22 23:14:17.833071+00:00,ID0998
33,Packing,2012-01-22 08:41:57.521709+00:00,2012-01-22 08:41:57.521709+00:00,2012-01-22 08:41:57.521709+00:00,ID4491
38,Packing,2012-01-22 09:04:31.813735+00:00,2012-01-22 09:04:31.813734+00:00,2012-01-22 09:04:31.813734+00:00,ID4291
37,Turning & Milling,2012-01-22 12:23:45.613735+00:00,2012-01-22 12:23:45.613736+00:00,2012-01-23 13:59:45.613737+00:00,ID4783
33,Turning & Milling,2012-01-22 13:48:21.071761+00:00,2012-01-23 13:36:00.000000+00:00,2012-01-23 13:36:00.001440+00:00,ID4794
41,Flat Grinding,2012-01-22 21:00:17.176073+00:00,2012-01-22 22:24:00.000000+00:00,2012-01-22 22:24:00.000000+00:00,ID3716
34,Round Grinding,2012-01-22 21:40:56.762828+00:00,2012-01-22 22:24:00.000000+00:00,2012-01-23 06:35:00.000000+00:00,ID3854
35,Round Grinding,2012-01-22 23:21:28.786620+00:00,2012-01-23 02:24:00.000000+00:00,2012-01-23 02:51:42.194285+00:00,ID0420
35,Turning & Milling,2012-01-23 03:01:50.051973+00:00,2012-01-23 06:24:00.000000+00:00,2012-01-23 06:24:00.000000+00:00,ID4140
35,Turning & Milling Q.C.,2012-01-23 04:13:27.121237+00:00,2012-01-23 06:24:00.000000+00:00,2012-01-23 06:53:00.000000+00:00,ID4167
34,Grinding Rework,2012-01-23 06:41:18.219945+00:00,2012-01-23 06:41:18.219945+00:00,2012-01-23 14:46:58.517443+00:00,ID4528
35,Lapping,2012-01-23 06:48:26.239631+00:00,2012-01-23 06:48:26.239631+00:00,2012-01-23 06:48:48.910212+00:00,ID4872
38,Turning & Milling,2012-01-23 08:09:42.440764+00:00,2012-01-23 22:24:00.000000+00:00,2012-01-23 22:26:50.344185+00:00,ID3846
34,Turning & Milling Q.C.,2012-01-23 08:37:08.695696+00:00,2012-01-23 08:37:08.695695+00:00,2012-01-23 13:51:49.007493+00:00,ID4493
34,Turning & Milling,2012-01-23 11:51:31.584476+00:00,2012-01-24 00:48:00.000000+00:00,2012-01-24 00:49:40.359019+00:00,ID4132
42,Packing,2012-01-23 16:04:37.086388+00:00,2012-01-24 06:24:00.000000+00:00,2012-01-24 06:24:00.000000+00:00,ID4820
42,Turning & Milling,2012-01-24 07:11:27.601105+00:00,2012-01-24 08:00:00.000000+00:00,2012-01-24 08:00:00.000000+00:00,ID4618
34,Final Inspection Q.C.,2012-01-24 11:52:09.883249+00:00,2012-01-24 11:52:09.883249+00:00,2012-01-24 14:33:34.954103+00:00,ID4163
45,Packing,2012-01-24 17:30:12.563403+00:00,2012-01-24 17:30:12.563403+00:00,2012-01-24 17:30:12.563403+00:00,ID4491
35,Grinding Rework,2012-01-24 17:30:13.719793+00:00,2012-01-24 17:30:13.719793+00:00,2012-01-25 03:51:01.672041+00:00,ID4355
45,Turning & Milling,2012-01-24 19:31:39.480750+00:00,2012-01-25 00:48:00.000000+00:00,2012-01-25 00:50:57.150366+00:00,ID4219
34,Turning & Milling,2012-01-24 20:30:32.723536+00:00,2012-01-25 22:24:00.000000+00:00,2012-01-25 22:24:04.073209+00:00,ID0997
41,Final Inspection Q.C.,2012-01-24 21:25:01.550111+00:00,2012-01-24 22:24:00.000000+00:00,2012-01-24 22:38:45.580081+00:00,ID4287
44,Flat Grinding,2012-01-25 10:33:47.768170+00:00,2012-01-25 11:12:00.000000+00:00,2012-01-25 11:15:00.722535+00:00,ID4882
47,Packing,2012-01-25 12:31:55.289766+00:00,2012-01-25 13:36:00.000000+00:00,2012-01-25 13:36:00.000000+00:00,ID4291
43,Packing,2012-01-25 12:37:36.933145+00:00,2012-01-26 06:24:00.000000+00:00,2012-01-26 06:24:00.000000+00:00,ID4820
47,Turning & Milling,2012-01-25 16:49:16.561332+00:00,2012-01-25 16:49:16.561333+00:00,2012-01-25 18:29:56.585953+00:00,ID4429
40,Packing,2012-01-25 17:18:11.957025+00:00,2012-01-25 18:24:00.000000+00:00,2012-01-25 18:24:00.000000+00:00,ID4491
40,Turning & Milling,2012-01-25 18:34:15.539232+00:00,2012-01-25 18:34:15.539232+00:00,2012-01-26 01:49:15.540233+00:00,ID4162
48,Packing,2012-01-26 06:41:39.624710+00:00,2012-01-26 06:41:39.624710+00:00,2012-01-26 06:41:39.624710+00:00,ID4291
35,Turning & Milling,2012-01-26 06:58:53.982736+00:00,2012-01-26 06:58:53.982735+00:00,2012-01-26 08:13:53.982735+00:00,ID0937
49,Packing,2012-01-26 09:57:17.329977+00:00,2012-01-26 09:57:17.329977+00:00,2012-01-26 09:57:17.329977+00:00,ID4491
48,Turning & Milling,2012-01-26 10:52:55.846547+00:00,2012-01-26 10:52:55.846547+00:00,2012-01-26 12:26:48.130061+00:00,ID4529
49,Turning & Milling,2012-01-26 12:18:28.428988+00:00,2012-01-26 13:36:00.000000+00:00,2012-01-26 13:51:48.713215+00:00,ID4641
44,Final Inspection Q.C.,2012-01-26 14:01:17.031150+00:00,2012-01-26 14:01:17.031150+00:00,2012-01-26 16:14:17.740417+00:00,ID4493
51,Packing,2012-01-26 23:36:48.846386+00:00,2012-01-27 06:24:00.000000+00:00,2012-01-27 06:24:00.000000+00:00,ID4820
51,Turning & Milling,2012-01-27 09:10:49.285551+00:00,2012-01-27 13:36:00.000000+00:00,2012-01-28 20:33:10.878197+00:00,ID4718
39,Packing,2012-01-27 10:52:37.336402+00:00,2012-01-27 13:36:00.000000+00:00,2012-01-27 13:36:00.000000+00:00,ID4291
39,Turning & Milling,2012-01-27 15:08:19.588126+00:00,2012-01-27 19:12:00.000000+00:00,2012-01-27 19:12:00.000000+00:00,ID4445
43,Turning & Milling,2012-01-27 19:45:35.681174+00:00,2012-01-27 19:45:35.681175+00:00,2012-01-28 20:05:37.488686+00:00,ID4932
50,Packing,2012-01-27 22:27:25.577780+00:00,2012-01-28 00:48:00.000000+00:00,2012-01-28 00:48:00.000000+00:00,ID4491
15,Lapping,2012-01-27 22:30:20.657038+00:00,2012-01-29 23:12:00.000000+00:00,2012-01-29 23:12:05.319183+00:00,ID0998
50,Turning & Milling,2012-01-28 00:53:53.112136+00:00,2012-01-28 00:53:53.112136+00:00,2012-01-28 00:53:53.112136+00:00,ID4140
43,Lapping,2012-01-28 20:05:47.834848+00:00,2012-01-28 20:05:47.834847+00:00,2012-01-29 06:36:25.510979+00:00,ID0420
46,Packing,2012-01-29 02:02:48.019413+00:00,2012-01-29 06:24:00.000000+00:00,2012-01-29 06:24:00.000000+00:00,ID4820
46,Turning & Milling,2012-01-29 06:28:37.966572+00:00,2012-01-29 06:28:37.966573+00:00,2012-01-29 06:39:37.966573+00:00,ID4872
52,Packing,2012-01-29 20:10:38.814117+00:00,2012-01-29 22:24:00.000000+00:00,2012-01-29 22:24:00.000000+00:00,ID4291
53,Packing,2012-01-29 20:42:19.795925+00:00,2012-01-29 22:24:00.000000+00:00,2012-01-29 22:24:00.000000+00:00,ID4491
43,Final Inspection Q.C.,2012-01-29 21:20:16.695966+00:00,2012-01-29 21:36:00.000000+00:00,2012-01-29 21:42:39.615762+00:00,ID4618
53,Turning & Milling,2012-01-29 22:48:06.549123+00:00,2012-01-29 22:48:06.549123+00:00,2012-01-29 22:48:23.991869+00:00,ID4167
52,Turning & Milling,2012-01-29 23:31:13.318895+00:00,2012-01-30 13:36:00.000000+00:00,2012-01-30 13:36:01.023619+00:00,ID4794
15,Final Inspection Q.C.,2012-01-30 04:44:35.351223+00:00,2012-01-30 06:24:00.000000+00:00,2012-01-30 06:26:49.220239+00:00,ID4163
35,Round Grinding,2012-01-30 11:13:12.510623+00:00,2012-01-30 13:36:00.000000+00:00,2012-01-30 13:36:00.832151+00:00,ID4109
35,Round Grinding,2012-01-30 11:13:12.510623+00:00,2012-01-30 13:36:00.000000+00:00,2012-01-30 22:52:05.843538+00:00,ID4160
35,Round Grinding,2012-01-30 11:13:12.835640+00:00,2012-01-30 23:12:00.000000+00:00,2012-01-30 23:12:01.123860+00:00,ID4385
35,Final Inspection Q.C.,2012-01-30 17:15:12.173138+00:00,2012-01-30 21:36:00.000000+00:00,2012-01-31 08:18:03.684837+00:00,ID4287
43,Packing,2012-01-30 19:33:53.373050+00:00,2012-01-31 06:24:00.000000+00:00,2012-01-31 06:24:00.000000+00:00,ID4820
55,Packing,2012-01-30 19:56:11.907014+00:00,2012-01-30 21:36:00.000000+00:00,2012-01-30 21:36:00.000000+00:00,ID4491
56,Packing,2012-01-30 21:29:16.224356+00:00,2012-01-30 21:36:00.000000+00:00,2012-01-30 21:36:00.000000+00:00,ID4291
35,Turning & Milling,2012-01-30 23:49:10.928637+00:00,2012-01-31 03:12:00.000000+00:00,2012-01-31 14:00:00.000001+00:00,ID4783
57,Packing,2012-01-31 01:05:36.305280+00:00,2012-01-31 03:12:00.000000+00:00,2012-01-31 03:12:00.000000+00:00,ID4491
56,Turning & Milling,2012-01-31 04:01:18.826612+00:00,2012-01-31 22:24:00.000000+00:00,2012-01-31 22:24:41.845912+00:00,ID3846
