case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
9,28,Rework Milling,2012-01-03 21:26:36.589997222+00:00,2012-01-03 23:48:19.167853316+00:00,45,ID3641
7,5,Turning & Milling,2012-01-04 00:23:38.967792632+00:00,2012-01-04 00:49:41.982726055+00:00,46,ID0997
6,38,Turning & Milling,2012-01-04 05:33:57.789945270+00:00,2012-01-04 06:48:57.789945270+00:00,47,ID4140
8,9,Round Grinding,2012-01-04 08:00:00+00:00,2012-01-04 10:43:12.589387747+00:00,48,ID4355
5,23,Turning & Milling Q.C.,2012-01-04 08:21:21.052693655+00:00,2012-01-04 09:36:21.052693655+00:00,49,ID0937
3,4,Lapping,2012-01-03 15:49:54.065123787+00:00,2012-01-03 19:10:05.414366193+00:00,50,ID4882
1,26,Round Grinding,2012-01-03 19:15:56.486230112+00:00,2012-01-03 19:47:42.774684474+00:00,51,ID4385
9,0,Turning & Milling Q.C.,2012-01-03 23:48:19.167853316+00:00,2012-01-04 01:08:46.632133905+00:00,52,ID4163
10,35,Turning & Milling,2012-01-04 00:17:00+00:00,2012-01-04 11:18:00+00:00,53,ID4162
7,18,Turning & Milling,2012-01-04 00:49:41.982726055+00:00,2012-01-04 02:04:41.982726055+00:00,54,ID4287
6,18,Turning & Milling,2012-01-04 06:48:57.789945270+00:00,2012-01-04 08:03:57.789945270+00:00,55,ID4287
5,12,Laser Marking,2012-01-04 09:36:21.052693655+00:00,2012-01-04 09:38:21.052693655+00:00,56,ID4528
8,39,Round Grinding,2012-01-04 10:43:12.589387747+00:00,2012-01-04 11:09:41.141370788+00:00,57,ID4160
3,30,Round Grinding,2012-01-03 19:10:05.414366193+00:00,2012-01-04 03:12:07.154513307+00:00,58,ID0420
1,37,Round Grinding,2012-01-03 19:47:42.774684474+00:00,2012-01-03 21:41:42.774684474+00:00,59,ID3854
9,5,Turning & Milling,2012-01-04 01:08:46.632133905+00:00,2012-01-04 00:34:50.426315458+00:00,60,ID0997
7,13,Turning & Milling Q.C.,2012-01-04 02:04:41.982726055+00:00,2012-01-04 02:46:10.075979967+00:00,61,ID4493
11,38,Turning & Milling,2012-01-04 03:35:44.470986222+00:00,2012-01-04 04:50:44.470986222+00:00,62,ID4140
6,0,Turning & Milling Q.C.,2012-01-04 08:03:57.789945270+00:00,2012-01-04 08:45:24.623971045+00:00,63,ID4163
5,30,Flat Grinding,2012-01-04 09:38:21.052693655+00:00,2012-01-04 10:37:21.052693655+00:00,64,ID0420
1,31,Round Grinding,2012-01-03 21:41:42.774684474+00:00,2012-01-04 00:45:36.664835368+00:00,67,ID4109
9,13,Turning & Milling Q.C.,2012-01-04 00:34:50.426315458+00:00,2012-01-04 00:39:24.082076674+00:00,68,ID4493
7,13,Turning & Milling Q.C.,2012-01-04 02:46:10.075979967+00:00,2012-01-04 04:51:38.237919768+00:00,69,ID4493
3,37,Round Grinding,2012-01-04 03:12:07.154513307+00:00,2012-01-04 05:06:07.154513307+00:00,70,ID3854
11,18,Turning & Milling,2012-01-04 04:50:44.470986222+00:00,2012-01-04 06:05:44.470986222+00:00,71,ID4287
12,38,Turning & Milling,2012-01-04 07:16:26.193058390+00:00,2012-01-04 08:31:26.193058390+00:00,72,ID4140
6,18,Turning & Milling,2012-01-04 08:45:24.623971045+00:00,2012-01-04 10:00:24.623971045+00:00,73,ID4287
5,16,Flat Grinding,2012-01-04 10:37:21.052693655+00:00,2012-01-04 11:53:10.238380887+00:00,74,ID4872
8,26,Round Grinding,2012-01-05 00:00:00+00:00,2012-01-05 01:07:30.946519684+00:00,75,ID4385
10,13,Turning & Milling Q.C.,2012-01-05 00:00:00+00:00,2012-01-05 04:29:24.886200168+00:00,76,ID4493
9,1,Turning & Milling,2012-01-04 00:39:24.082076674+00:00,2012-01-04 01:49:24.082076674+00:00,77,ID4445
1,4,Lapping,2012-01-04 00:45:36.664835368+00:00,2012-01-04 01:24:20.098022026+00:00,78,ID4882
7,0,Turning & Milling Q.C.,2012-01-04 04:51:38.237919768+00:00,2012-01-04 06:07:39.468821987+00:00,79,ID4163
3,31,Round Grinding,2012-01-04 05:06:07.154513307+00:00,2012-01-04 08:57:18.929331228+00:00,80,ID4109
11,23,Turning & Milling,2012-01-04 06:05:44.470986222+00:00,2012-01-04 07:20:44.470986222+00:00,81,ID0937
12,1,Turning & Milling,2012-01-04 08:31:26.193058390+00:00,2012-01-04 09:41:26.193058390+00:00,82,ID4445
6,23,Turning & Milling,2012-01-04 10:00:24.623971045+00:00,2012-01-04 11:15:24.623971045+00:00,83,ID0937
13,38,Turning & Milling,2012-01-04 10:19:38.151984909+00:00,2012-01-04 11:34:38.151984909+00:00,84,ID4140
8,0,Final Inspection Q.C.,2012-01-05 01:07:30.946519684+00:00,2012-01-05 03:22:04.617087987+00:00,86,ID4163
10,12,Laser Marking,2012-01-05 04:29:24.886200168+00:00,2012-01-05 04:31:24.886200168+00:00,87,ID4528
1,23,Turning & Milling Q.C.,2012-01-04 01:24:20.098022026+00:00,2012-01-04 02:39:20.098022026+00:00,88,ID0937
9,1,Turning & Milling,2012-01-04 01:49:24.082076674+00:00,2012-01-04 02:59:24.082076674+00:00,89,ID4445
7,22,Flat Grinding,2012-01-04 06:07:39.468821987+00:00,2012-01-04 10:37:39.468821987+00:00,90,ID3716
11,13,Turning Q.C.,2012-01-04 07:20:44.470986222+00:00,2012-01-04 08:21:52.259175247+00:00,91,ID4493
3,13,Final Inspection Q.C.,2012-01-04 08:57:18.929331228+00:00,2012-01-04 10:19:02.098321354+00:00,92,ID4493
12,1,Turning & Milling,2012-01-04 09:41:26.193058390+00:00,2012-01-04 10:51:26.193058390+00:00,93,ID4445
5,30,Flat Grinding,2012-01-05 00:00:00+00:00,2012-01-05 00:59:00+00:00,97,ID0420
8,18,Final Inspection Q.C.,2012-01-05 03:22:04.617087987+00:00,2012-01-05 09:50:18.500896032+00:00,98,ID4287
10,23,Lapping,2012-01-05 04:31:24.886200168+00:00,2012-01-05 05:46:24.886200168+00:00,99,ID0937
1,9,Lapping,2012-01-04 02:39:20.098022026+00:00,2012-01-04 03:54:20.098022026+00:00,100,ID4355
9,1,Turning & Milling,2012-01-04 02:59:24.082076674+00:00,2012-01-04 04:09:24.082076674+00:00,101,ID4445
11,14,Turning Q.C.,2012-01-04 08:21:52.259175247+00:00,2012-01-04 08:57:00.886284158+00:00,102,ID4618
7,30,Lapping,2012-01-04 10:37:39.468821987+00:00,2012-01-04 11:42:59.382228017+00:00,104,ID0420
12,0,Turning & Milling Q.C.,2012-01-04 10:51:26.193058390+00:00,2012-01-04 11:05:12.437323112+00:00,105,ID4163
15,2,Turning,2012-01-04 15:48:17.604148401+00:00,2012-01-05 00:28:43.266310587+00:00,108,ID4794
14,1,Turning & Milling,2012-01-05 00:00:00+00:00,2012-01-05 01:10:00+00:00,109,ID4445
5,9,Lapping,2012-01-05 00:59:00+00:00,2012-01-05 02:14:00+00:00,110,ID4355
10,13,Final Inspection Q.C.,2012-01-05 05:46:24.886200168+00:00,2012-01-05 13:46:36.980470080+00:00,111,ID4493
1,39,Round Grinding,2012-01-04 03:54:20.098022026+00:00,2012-01-04 05:04:54.230685890+00:00,113,ID4160
9,0,Turning & Milling Q.C.,2012-01-04 04:09:24.082076674+00:00,2012-01-04 04:37:30.819621135+00:00,114,ID4163
11,16,Laser Marking,2012-01-04 08:57:00.886284158+00:00,2012-01-04 10:13:44.103756783+00:00,115,ID4872
12,5,Turning & Milling,2012-01-04 11:05:12.437323112+00:00,2012-01-04 09:51:12.034656945+00:00,116,ID0997
16,0,Round Grinding,2012-01-04 20:42:59.846615620+00:00,2012-01-04 23:14:28.773923628+00:00,118,ID4163
6,16,Turning & Milling,2012-01-05 00:00:00+00:00,2012-01-05 05:17:00+00:00,119,ID4872
13,5,Turning & Milling,2012-01-05 00:00:00+00:00,2012-01-05 01:05:29.015558253+00:00,120,ID0997
15,24,Turning,2012-01-05 00:28:43.266310587+00:00,2012-01-05 04:58:43.266310587+00:00,121,ID4442
14,14,Turning & Milling,2012-01-05 01:10:00+00:00,2012-01-05 01:14:34.685381579+00:00,122,ID4618
5,18,Final Inspection Q.C.,2012-01-05 02:14:00+00:00,2012-01-05 02:51:37.156509776+00:00,123,ID4287
3,29,Packing,2012-01-05 08:00:00+00:00,2012-01-05 09:00:00+00:00,124,ID4291
10,0,Final Inspection Q.C.,2012-01-05 13:46:36.980470080+00:00,2012-01-05 17:14:50.143867137+00:00,125,ID4163
8,21,Packing,2012-01-06 08:00:00+00:00,2012-01-06 09:00:00+00:00,126,ID4491
9,1,Turning & Milling,2012-01-04 04:37:30.819621135+00:00,2012-01-04 05:47:30.819621135+00:00,127,ID4445
16,14,Final Inspection Q.C.,2012-01-04 23:14:28.773923628+00:00,2012-01-04 23:39:12.663509727+00:00,131,ID4618
7,39,Round Grinding,2012-01-05 00:00:00+00:00,2012-01-05 01:07:52.485194825+00:00,132,ID4160
13,35,Turning & Milling,2012-01-05 01:05:29.015558253+00:00,2012-01-05 12:06:29.015558253+00:00,133,ID4162
14,1,Turning & Milling,2012-01-05 01:14:34.685381579+00:00,2012-01-05 02:24:34.685381579+00:00,134,ID4445
17,38,Turning & Milling,2012-01-05 01:59:00+00:00,2012-01-05 03:14:00+00:00,135,ID4140
5,10,Flat Grinding,2012-01-05 02:51:37.156509776+00:00,2012-01-05 03:14:44.622129071+00:00,136,ID0998
15,40,Turning,2012-01-05 04:58:43.266310587+00:00,2012-01-05 05:58:43.266310587+00:00,137,ID3718
6,1,Turning & Milling,2012-01-05 05:17:00+00:00,2012-01-05 06:27:00+00:00,138,ID4445
9,1,Turning & Milling,2012-01-04 05:47:30.819621135+00:00,2012-01-04 06:57:30.819621135+00:00,140,ID4445
1,29,Packing,2012-01-04 07:00:00+00:00,2012-01-04 08:00:00+00:00,141,ID4291
12,18,Turning & Milling Q.C.,2012-01-04 11:15:24.623971045+00:00,2012-01-04 11:44:42.696603250+00:00,143,ID4287
16,20,Laser Marking,2012-01-04 23:39:12.663509727+00:00,2012-01-05 00:33:16.028030648+00:00,144,ID4932
7,37,Round Grinding,2012-01-05 01:07:52.485194825+00:00,2012-01-05 03:01:52.485194825+00:00,145,ID3854
14,1,Turning & Milling,2012-01-05 02:24:34.685381579+00:00,2012-01-05 03:34:34.685381579+00:00,146,ID4445
18,23,Turning & Milling,2012-01-05 03:11:20.556890124+00:00,2012-01-05 04:26:20.556890124+00:00,147,ID0937
17,38,Turning & Milling,2012-01-05 03:14:00+00:00,2012-01-05 04:29:00+00:00,148,ID4140
5,4,Flat Grinding,2012-01-05 03:14:44.622129071+00:00,2012-01-05 03:52:43.709300248+00:00,149,ID4882
15,23,Turning & Milling Q.C.,2012-01-05 05:58:43.266310587+00:00,2012-01-05 07:13:43.266310587+00:00,150,ID0937
6,0,Turning & Milling Q.C.,2012-01-05 06:27:00+00:00,2012-01-05 06:35:59.519364938+00:00,151,ID4163
13,18,Turning & Milling,2012-01-05 12:06:29.015558253+00:00,2012-01-05 13:21:29.015558253+00:00,152,ID4287
1,39,Round Grinding,2012-01-04 08:00:00+00:00,2012-01-04 08:34:54.671560659+00:00,156,ID4160
11,13,Final Inspection Q.C.,2012-01-04 11:05:12.437323112+00:00,2012-01-04 11:52:48.378029592+00:00,157,ID4493
16,12,Laser Marking,2012-01-05 00:33:16.028030648+00:00,2012-01-05 00:35:16.028030648+00:00,159,ID4528
7,39,Round Grinding,2012-01-05 03:01:52.485194825+00:00,2012-01-05 07:52:32.597295532+00:00,160,ID4160
5,22,Flat Grinding,2012-01-05 03:52:43.709300248+00:00,2012-01-05 08:22:43.709300248+00:00,162,ID3716
17,0,Turning & Milling Q.C.,2012-01-05 04:29:00+00:00,2012-01-05 06:03:39.546225955+00:00,164,ID4163
19,30,Lapping,2012-01-05 05:26:46.489218971+00:00,2012-01-05 06:22:54.790696118+00:00,165,ID0420
6,1,Turning & Milling,2012-01-05 06:35:59.519364938+00:00,2012-01-05 07:45:59.519364938+00:00,166,ID4445
15,5,Turning,2012-01-05 07:13:43.266310587+00:00,2012-01-05 07:38:07.871823309+00:00,167,ID0997
13,0,Turning & Milling Q.C.,2012-01-05 13:21:29.015558253+00:00,2012-01-05 13:37:16.070166299+00:00,168,ID4163
10,29,Packing,2012-01-06 07:00:00+00:00,2012-01-06 08:00:00+00:00,169,ID4291
8,1,Fix,2012-01-08 00:00:00+00:00,2012-01-08 00:46:18.526849642+00:00,170,ID4445
1,40,Turning,2012-01-04 08:34:54.671560659+00:00,2012-01-04 09:34:54.671560659+00:00,172,ID3718
12,18,Nitration Q.C.,2012-01-05 00:00:00+00:00,2012-01-05 01:40:00+00:00,174,ID4287
17,38,Turning & Milling,2012-01-05 06:03:39.546225955+00:00,2012-01-05 07:18:39.546225955+00:00,176,ID4140
19,31,Round Grinding,2012-01-05 06:22:54.790696118+00:00,2012-01-05 11:01:49.270635578+00:00,177,ID4109
15,40,Turning,2012-01-05 07:38:07.871823309+00:00,2012-01-05 08:38:07.871823309+00:00,178,ID3718
6,16,Turning & Milling,2012-01-05 07:45:59.519364938+00:00,2012-01-05 13:02:59.519364938+00:00,179,ID4872
7,12,Laser Marking,2012-01-05 07:52:32.597295532+00:00,2012-01-05 07:54:32.597295532+00:00,180,ID4528
5,0,Final Inspection Q.C.,2012-01-05 08:22:43.709300248+00:00,2012-01-05 09:46:47.764268361+00:00,181,ID4163
14,9,Round Grinding,2012-01-05 09:50:18.500896032+00:00,2012-01-05 13:50:58.771735795+00:00,182,ID4355
18,18,Round Grinding,2012-01-05 09:50:18.500896032+00:00,2012-01-05 11:15:24.149887079+00:00,183,ID4287
13,23,Turning & Milling Q.C.,2012-01-05 13:37:16.070166299+00:00,2012-01-05 14:52:16.070166299+00:00,184,ID0937
20,13,Round Grinding,2012-01-05 17:24:13.568264924+00:00,2012-01-05 18:39:13.568264924+00:00,185,ID4493
12,12,Laser Marking,2012-01-05 01:40:00+00:00,2012-01-05 01:42:00+00:00,188,ID4528
11,29,Packing,2012-01-05 07:00:00+00:00,2012-01-05 08:00:00+00:00,189,ID4291
16,21,Packing,2012-01-05 07:00:00+00:00,2012-01-05 08:00:00+00:00,190,ID4491
17,38,Turning & Milling,2012-01-05 07:18:39.546225955+00:00,2012-01-05 08:33:39.546225955+00:00,191,ID4140
19,12,Round Grinding,2012-01-05 11:01:49.270635578+00:00,2012-01-05 12:06:18.214557212+00:00,195,ID4528
18,37,Round Grinding,2012-01-05 11:15:24.149887079+00:00,2012-01-05 13:09:24.149887079+00:00,196,ID3854
6,2,Turning & Milling,2012-01-05 13:02:59.519364938+00:00,2012-01-06 09:36:19.175967964+00:00,197,ID4794
14,30,Round Grinding,2012-01-05 13:50:58.771735795+00:00,2012-01-05 21:15:53.693031135+00:00,198,ID0420
13,14,Turning & Milling Q.C.,2012-01-05 14:52:16.070166299+00:00,2012-01-05 17:37:07.696957498+00:00,199,ID4618
20,39,Round Grinding,2012-01-05 18:39:13.568264924+00:00,2012-01-05 19:34:51.189479859+00:00,200,ID4160
21,38,Turning & Milling,2012-01-06 04:04:00+00:00,2012-01-06 05:19:00+00:00,201,ID4140
1,18,Final Inspection Q.C.,2012-01-04 10:19:02.098321354+00:00,2012-01-04 10:52:40.859887957+00:00,204,ID4287
12,12,Lapping,2012-01-05 01:42:00+00:00,2012-01-05 02:04:51.879603914+00:00,205,ID4528
7,19,Packing,2012-01-05 08:00:00+00:00,2012-01-05 09:00:00+00:00,206,ID4820
17,23,Turning & Milling Q.C.,2012-01-05 08:33:39.546225955+00:00,2012-01-05 09:48:39.546225955+00:00,207,ID0937
19,12,Round Grinding,2012-01-05 12:06:18.214557212+00:00,2012-01-05 16:46:49.801778217+00:00,208,ID4528
18,35,Turning & Milling,2012-01-05 13:09:24.149887079+00:00,2012-01-06 00:10:24.149887079+00:00,209,ID4162
15,18,Turning Q.C.,2012-01-05 13:46:36.980470080+00:00,2012-01-05 15:30:32.277101691+00:00,210,ID4287
13,0,Turning & Milling Q.C.,2012-01-05 17:37:07.696957498+00:00,2012-01-05 22:12:34.906438106+00:00,211,ID4163
20,26,Round Grinding,2012-01-05 19:34:51.189479859+00:00,2012-01-06 01:41:37.768484926+00:00,212,ID4385
14,7,Turning & Milling,2012-01-05 21:15:53.693031135+00:00,2012-01-06 02:41:46.886290967+00:00,213,ID4219
22,23,Turning & Milling,2012-01-06 04:37:14.679667160+00:00,2012-01-06 05:52:14.679667160+00:00,214,ID0937
21,18,Turning & Milling,2012-01-06 05:19:00+00:00,2012-01-06 06:34:00+00:00,215,ID4287
5,21,Packing,2012-01-06 07:00:00+00:00,2012-01-06 08:00:00+00:00,216,ID4491
8,12,Fix,2012-01-09 00:00:00+00:00,2012-01-09 06:45:00+00:00,218,ID4528
1,40,Turning,2012-01-04 10:52:40.859887957+00:00,2012-01-04 11:52:40.859887957+00:00,220,ID3718
17,38,Turning & Milling,2012-01-05 09:48:39.546225955+00:00,2012-01-05 11:03:39.546225955+00:00,224,ID4140
15,4,Laser Marking,2012-01-05 15:30:32.277101691+00:00,2012-01-05 16:53:22.568901799+00:00,225,ID4882
19,18,Final Inspection Q.C.,2012-01-05 16:46:49.801778217+00:00,2012-01-05 19:08:43.252915347+00:00,226,ID4287
13,10,Laser Marking,2012-01-05 22:12:34.906438106+00:00,2012-01-05 23:15:30.908397735+00:00,227,ID0998
18,13,Turning & Milling Q.C.,2012-01-06 00:10:24.149887079+00:00,2012-01-06 00:28:07.040262757+00:00,228,ID4493
20,14,Turning & Milling Q.C.,2012-01-06 01:41:37.768484926+00:00,2012-01-06 01:41:49.387092777+00:00,229,ID4618
14,18,Turning & Milling Q.C.,2012-01-06 02:41:46.886290967+00:00,2012-01-06 03:24:14.647972231+00:00,230,ID4287
22,38,Turning & Milling,2012-01-06 05:52:14.679667160+00:00,2012-01-06 07:07:14.679667160+00:00,231,ID4140
21,18,Turning & Milling,2012-01-06 06:34:00+00:00,2012-01-06 07:49:00+00:00,232,ID4287
5,4,Flat Grinding,2012-01-06 08:00:00+00:00,2012-01-06 08:30:25.737152922+00:00,233,ID4882
8,0,Final Inspection Q.C.,2012-01-09 06:45:00+00:00,2012-01-09 09:44:12.847762312+00:00,236,ID4163
9,23,Turning & Milling,2012-01-05 00:00:00+00:00,2012-01-05 01:15:00+00:00,238,ID0937
16,0,Final Inspection Q.C.,2012-01-05 09:50:18.500896032+00:00,2012-01-05 10:26:24.053230396+00:00,240,ID4163
17,23,Turning & Milling,2012-01-05 11:03:39.546225955+00:00,2012-01-05 12:18:39.546225955+00:00,242,ID0937
15,23,Lapping,2012-01-05 16:53:22.568901799+00:00,2012-01-05 18:08:22.568901799+00:00,243,ID0937
13,0,Round Grinding,2012-01-05 23:15:30.908397735+00:00,2012-01-06 00:54:56.071074465+00:00,245,ID4163
18,16,Laser Marking,2012-01-06 00:28:07.040262757+00:00,2012-01-06 01:55:58.595604131+00:00,246,ID4872
20,31,Round Grinding,2012-01-06 01:41:49.387092777+00:00,2012-01-06 04:05:29.125429953+00:00,247,ID4109
14,9,Laser Marking,2012-01-06 03:24:14.647972231+00:00,2012-01-06 04:59:06.161971091+00:00,248,ID4355
22,23,Turning & Milling,2012-01-06 07:07:14.679667160+00:00,2012-01-06 08:22:14.679667160+00:00,249,ID0937
21,1,Turning & Milling,2012-01-06 07:49:00+00:00,2012-01-06 08:59:00+00:00,250,ID4445
23,40,Turning,2012-01-07 01:00:00+00:00,2012-01-07 02:00:00+00:00,253,ID3718
1,4,Lapping,2012-01-05 00:00:00+00:00,2012-01-05 00:50:58.091744905+00:00,256,ID4882
9,23,Turning & Milling,2012-01-05 01:15:00+00:00,2012-01-05 02:30:00+00:00,257,ID0937
12,0,Final Inspection Q.C.,2012-01-05 03:22:04.617087987+00:00,2012-01-05 04:27:26.128704606+00:00,258,ID4163
17,23,Turning & Milling Q.C.,2012-01-05 12:18:39.546225955+00:00,2012-01-05 13:33:39.546225955+00:00,259,ID0937
15,4,Lapping,2012-01-05 18:08:22.568901799+00:00,2012-01-05 20:34:27.226380385+00:00,260,ID4882
13,0,Round Grinding,2012-01-06 00:54:56.071074465+00:00,2012-01-06 03:16:07.820945735+00:00,261,ID4163
18,37,Round Grinding,2012-01-06 01:55:58.595604131+00:00,2012-01-06 03:49:58.595604131+00:00,262,ID3854
20,39,Round Grinding,2012-01-06 04:05:29.125429953+00:00,2012-01-06 05:21:29.067398368+00:00,263,ID4160
14,13,Round Grinding,2012-01-06 04:59:06.161971091+00:00,2012-01-06 06:14:06.161971091+00:00,264,ID4493
25,23,Turning & Milling Q.C.,2012-01-08 05:56:00+00:00,2012-01-08 07:11:00+00:00,271,ID0937
6,35,Turning & Milling,2012-01-09 00:00:00+00:00,2012-01-09 11:01:00+00:00,272,ID4162
8,29,Packing,2012-01-10 07:00:00+00:00,2012-01-10 08:00:00+00:00,273,ID4291
1,31,Round Grinding,2012-01-05 00:50:58.091744905+00:00,2012-01-05 04:07:12.554458552+00:00,274,ID4109
17,16,Laser Marking,2012-01-05 13:33:39.546225955+00:00,2012-01-05 14:49:15.329827673+00:00,278,ID4872
15,14,Final Inspection Q.C.,2012-01-05 20:34:27.226380385+00:00,2012-01-05 21:45:15.690890219+00:00,279,ID4618
13,30,Round Grinding,2012-01-06 03:16:07.820945735+00:00,2012-01-06 01:46:13.075276288+00:00,280,ID0420
18,22,Flat Grinding,2012-01-06 03:49:58.595604131+00:00,2012-01-06 08:19:58.595604131+00:00,281,ID3716
14,30,Flat Grinding,2012-01-06 06:14:06.161971091+00:00,2012-01-06 07:13:06.161971091+00:00,283,ID0420
19,0,Round Grinding,2012-01-06 07:49:00+00:00,2012-01-06 08:51:01.730705018+00:00,284,ID4163
24,31,Round Grinding,2012-01-08 05:00:00+00:00,2012-01-08 07:58:12.299596711+00:00,289,ID4109
26,24,Turning,2012-01-08 06:31:54.451515182+00:00,2012-01-08 11:01:54.451515182+00:00,290,ID4442
25,16,Flat Grinding,2012-01-08 07:11:00+00:00,2012-01-08 10:40:25.395883679+00:00,291,ID4872
6,13,Turning & Milling Q.C.,2012-01-09 11:01:00+00:00,2012-01-09 14:50:09.035836756+00:00,292,ID4493
8,14,Final Inspection Q.C.,2012-01-10 08:00:00+00:00,2012-01-10 08:01:07.024128708+00:00,293,ID4618
