case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
6,37,Round Grinding,2012-01-03 10:38:30.907503035+00:00,2012-01-03 12:32:30.907503035+00:00,32,ID3854
0,12,Flat Grinding,2012-01-03 11:18:41.063856371+00:00,2012-01-03 12:33:41.063856371+00:00,33,ID4528
4,0,Turning & Milling Q.C.,2012-01-03 14:05:46.576230857+00:00,2012-01-03 14:40:20.963881820+00:00,34,ID4163
5,13,Turning & Milling Q.C.,2012-01-03 05:08:27.782612298+00:00,2012-01-03 06:24:53.270043174+00:00,35,ID4493
3,16,Turning & Milling,2012-01-03 06:41:45.384201643+00:00,2012-01-03 11:58:45.384201643+00:00,36,ID4872
2,18,Turning & Milling,2012-01-03 07:47:34.387213898+00:00,2012-01-03 09:02:34.387213898+00:00,37,ID4287
1,11,Turning & Milling,2012-01-03 09:46:33.518395489+00:00,2012-01-04 00:35:44.271213299+00:00,38,ID3846
6,39,Round Grinding,2012-01-03 12:32:30.907503035+00:00,2012-01-03 18:56:03.688147950+00:00,39,ID4160
0,13,Round Grinding,2012-01-03 12:33:41.063856371+00:00,2012-01-03 13:48:41.063856371+00:00,40,ID4493
4,4,Flat Grinding,2012-01-03 14:40:20.963881820+00:00,2012-01-03 15:31:01.524202424+00:00,41,ID4882
5,30,Flat Grinding,2012-01-03 06:24:53.270043174+00:00,2012-01-03 07:23:53.270043174+00:00,42,ID0420
2,1,Turning & Milling,2012-01-03 09:02:34.387213898+00:00,2012-01-03 10:12:34.387213898+00:00,43,ID4445
3,18,Turning & Milling,2012-01-03 11:58:45.384201643+00:00,2012-01-03 13:13:45.384201643+00:00,44,ID4287
0,30,Round Grinding,2012-01-03 13:48:41.063856371+00:00,2012-01-03 18:36:06.473814325+00:00,45,ID0420
4,2,Laser Marking,2012-01-03 15:31:01.524202424+00:00,2012-01-03 16:57:01.524202424+00:00,46,ID4794
6,14,Final Inspection Q.C.,2012-01-03 18:56:03.688147950+00:00,2012-01-03 21:58:57.915085829+00:00,47,ID4618
1,38,Turning & Milling,2012-01-04 00:35:44.271213299+00:00,2012-01-04 01:50:44.271213299+00:00,48,ID4140
5,9,Laser Marking,2012-01-03 07:23:53.270043174+00:00,2012-01-03 08:45:20.479529061+00:00,49,ID4355
2,1,Turning & Milling,2012-01-03 10:12:34.387213898+00:00,2012-01-03 11:22:34.387213898+00:00,50,ID4445
3,18,Turning & Milling Q.C.,2012-01-03 13:13:45.384201643+00:00,2012-01-03 14:08:06.564379662+00:00,51,ID4287
4,10,Laser Marking,2012-01-03 16:57:01.524202424+00:00,2012-01-03 17:26:15.100493490+00:00,52,ID0998
7,9,Round Grinding,2012-01-03 17:12:10.972630151+00:00,2012-01-03 17:42:37.404553444+00:00,53,ID4355
0,31,Round Grinding,2012-01-03 18:36:06.473814325+00:00,2012-01-03 21:34:18.127871961+00:00,54,ID4109
1,36,Milling,2012-01-04 01:50:44.271213299+00:00,2012-01-04 10:27:33.277867730+00:00,56,ID4873
5,13,Final Inspection Q.C.,2012-01-03 08:45:20.479529061+00:00,2012-01-03 09:21:30.233338302+00:00,57,ID4493
2,1,Turning & Milling,2012-01-03 11:22:34.387213898+00:00,2012-01-03 12:32:34.387213898+00:00,58,ID4445
3,16,Turning & Milling,2012-01-03 14:08:06.564379662+00:00,2012-01-03 19:25:06.564379662+00:00,59,ID4872
4,13,Final Inspection Q.C.,2012-01-03 17:26:15.100493490+00:00,2012-01-03 19:06:09.271693683+00:00,60,ID4493
7,18,Final Inspection Q.C.,2012-01-03 17:42:37.404553444+00:00,2012-01-03 19:01:26.002838734+00:00,61,ID4287
8,5,Turning & Milling,2012-01-03 18:12:07.301672682+00:00,2012-01-03 19:34:48.649363732+00:00,62,ID0997
0,26,Round Grinding,2012-01-03 21:34:18.127871961+00:00,2012-01-03 22:13:55.062871960+00:00,63,ID4385
6,0,Final Inspection Q.C.,2012-01-04 07:00:00+00:00,2012-01-04 08:53:53.233293100+00:00,64,ID4163
1,23,Turning & Milling Q.C.,2012-01-04 10:27:33.277867730+00:00,2012-01-04 11:42:33.277867730+00:00,65,ID0937
2,1,Turning & Milling,2012-01-03 12:32:34.387213898+00:00,2012-01-03 13:42:34.387213898+00:00,67,ID4445
4,18,Final Inspection Q.C.,2012-01-03 19:06:09.271693683+00:00,2012-01-03 20:37:30.361368849+00:00,69,ID4287
3,25,Turning & Milling,2012-01-03 19:25:06.564379662+00:00,2012-01-04 01:05:24.673932593+00:00,70,ID4132
8,35,Turning & Milling,2012-01-03 19:34:48.649363732+00:00,2012-01-04 06:35:48.649363732+00:00,71,ID4162
9,8,Turning & Milling,2012-01-03 21:26:36.589997222+00:00,2012-01-04 07:57:13.997114844+00:00,72,ID4641
0,37,Round Grinding,2012-01-03 22:13:55.062871960+00:00,2012-01-04 00:07:55.062871960+00:00,73,ID3854
6,13,Final Inspection Q.C.,2012-01-04 08:53:53.233293100+00:00,2012-01-04 11:31:01.601918351+00:00,74,ID4493
2,1,Turning & Milling,2012-01-03 13:42:34.387213898+00:00,2012-01-03 14:52:34.387213898+00:00,76,ID4445
0,12,Round Grinding,2012-01-04 00:07:55.062871960+00:00,2012-01-04 04:10:31.351570186+00:00,78,ID4528
10,1,Turning & Milling,2012-01-04 00:17:00+00:00,2012-01-04 01:27:00+00:00,79,ID4445
3,16,Turning & Milling,2012-01-04 01:05:24.673932593+00:00,2012-01-04 06:22:24.673932593+00:00,80,ID4872
8,18,Milling,2012-01-04 06:35:48.649363732+00:00,2012-01-04 07:50:48.649363732+00:00,81,ID4287
5,21,Packing,2012-01-04 07:00:00+00:00,2012-01-04 08:00:00+00:00,82,ID4491
7,4,Laser Marking,2012-01-04 07:00:00+00:00,2012-01-04 07:52:42.636399011+00:00,83,ID4882
9,1,Turning & Milling,2012-01-04 07:57:13.997114844+00:00,2012-01-04 09:07:13.997114844+00:00,84,ID4445
1,29,Packing,2012-01-05 07:00:00+00:00,2012-01-05 08:00:00+00:00,86,ID4291
2,14,Turning & Milling,2012-01-03 14:52:34.387213898+00:00,2012-01-03 14:58:59.574109844+00:00,87,ID4618
10,18,Turning & Milling Q.C.,2012-01-04 01:27:00+00:00,2012-01-04 04:09:02.349956764+00:00,88,ID4287
11,38,Milling,2012-01-04 03:35:44.470986222+00:00,2012-01-04 06:32:52.945999166+00:00,89,ID4140
0,9,Round Grinding,2012-01-04 04:10:31.351570186+00:00,2012-01-04 05:09:43.538504130+00:00,90,ID4355
3,16,Turning & Milling,2012-01-04 06:22:24.673932593+00:00,2012-01-04 11:39:24.673932593+00:00,91,ID4872
4,29,Packing,2012-01-04 07:00:00+00:00,2012-01-04 08:00:00+00:00,92,ID4291
8,23,Turning & Milling Q.C.,2012-01-04 07:50:48.649363732+00:00,2012-01-04 09:05:48.649363732+00:00,93,ID0937
7,12,Laser Marking,2012-01-04 07:52:42.636399011+00:00,2012-01-04 07:54:42.636399011+00:00,94,ID4528
5,19,Packing,2012-01-04 08:00:00+00:00,2012-01-04 09:00:00+00:00,95,ID4820
9,18,Turning & Milling,2012-01-04 09:07:13.997114844+00:00,2012-01-04 10:22:13.997114844+00:00,96,ID4287
6,21,Packing,2012-01-05 07:00:00+00:00,2012-01-05 08:00:00+00:00,97,ID4491
1,38,Milling,2012-01-05 08:00:00+00:00,2012-01-05 09:04:12.196462843+00:00,98,ID4140
2,14,Turning & Milling Q.C.,2012-01-03 14:58:59.574109844+00:00,2012-01-03 16:50:54.929154392+00:00,99,ID4618
10,23,Turning & Milling,2012-01-04 04:09:02.349956764+00:00,2012-01-04 05:24:02.349956764+00:00,100,ID0937
0,30,Round Grinding,2012-01-04 05:09:43.538504130+00:00,2012-01-04 03:23:36.293912388+00:00,101,ID0420
11,23,Milling,2012-01-04 06:32:52.945999166+00:00,2012-01-04 07:47:52.945999166+00:00,102,ID0937
12,40,Turning,2012-01-04 07:16:26.193058390+00:00,2012-01-04 08:16:26.193058390+00:00,103,ID3718
4,29,Packing,2012-01-04 08:00:00+00:00,2012-01-04 09:00:00+00:00,105,ID4291
5,9,Laser Marking,2012-01-04 09:00:00+00:00,2012-01-04 10:17:36.357139208+00:00,106,ID4355
9,0,Turning & Milling Q.C.,2012-01-04 10:22:13.997114844+00:00,2012-01-04 10:53:50.987697726+00:00,108,ID4163
3,0,Turning & Milling Q.C.,2012-01-04 11:39:24.673932593+00:00,2012-01-04 11:43:18.339052177+00:00,109,ID4163
2,23,Turning & Milling,2012-01-03 16:50:54.929154392+00:00,2012-01-03 18:05:54.929154392+00:00,110,ID0937
0,39,Round Grinding,2012-01-04 03:23:36.293912388+00:00,2012-01-04 04:58:25.711298918+00:00,111,ID4160
10,18,Turning & Milling Q.C.,2012-01-04 05:24:02.349956764+00:00,2012-01-04 05:57:32.480751926+00:00,112,ID4287
11,31,Round Grinding,2012-01-04 07:47:52.945999166+00:00,2012-01-04 08:10:54.580637388+00:00,113,ID4109
7,21,Packing,2012-01-04 08:00:00+00:00,2012-01-04 09:00:00+00:00,114,ID4491
12,40,Turning,2012-01-04 08:16:26.193058390+00:00,2012-01-04 09:16:26.193058390+00:00,115,ID3718
13,2,Laser Marking,2012-01-04 10:19:38.151984909+00:00,2012-01-04 11:45:38.151984909+00:00,116,ID4794
3,13,Nitration Q.C.,2012-01-04 11:43:18.339052177+00:00,2012-01-04 11:44:18.339052177+00:00,118,ID4493
1,23,Milling,2012-01-05 09:04:12.196462843+00:00,2012-01-05 10:19:12.196462843+00:00,120,ID0937
2,7,Turning & Milling,2012-01-03 18:05:54.929154392+00:00,2012-01-03 19:52:11.244970687+00:00,121,ID4219
0,37,Round Grinding,2012-01-04 04:58:25.711298918+00:00,2012-01-04 06:52:25.711298918+00:00,122,ID3854
10,1,Turning & Milling,2012-01-04 05:57:32.480751926+00:00,2012-01-04 07:07:32.480751926+00:00,123,ID4445
11,14,Round Grinding,2012-01-04 08:10:54.580637388+00:00,2012-01-04 08:23:27.625243618+00:00,124,ID4618
7,0,Final Inspection Q.C.,2012-01-04 09:00:00+00:00,2012-01-04 10:18:44.831417575+00:00,125,ID4163
9,18,Turning & Milling,2012-01-05 00:00:00+00:00,2012-01-05 01:15:00+00:00,129,ID4287
8,19,Packing,2012-01-05 08:00:00+00:00,2012-01-05 09:00:00+00:00,130,ID4820
1,30,Round Grinding,2012-01-05 10:19:12.196462843+00:00,2012-01-05 17:40:06.542033031+00:00,131,ID0420
2,5,Turning & Milling,2012-01-03 19:52:11.244970687+00:00,2012-01-03 17:12:39.772036027+00:00,132,ID0997
0,39,Round Grinding,2012-01-04 06:52:25.711298918+00:00,2012-01-04 07:49:03.629149236+00:00,133,ID4160
10,38,Turning & Milling,2012-01-04 07:07:32.480751926+00:00,2012-01-04 08:22:32.480751926+00:00,134,ID4140
11,37,Round Grinding,2012-01-04 08:23:27.625243618+00:00,2012-01-04 10:17:27.625243618+00:00,135,ID3854
3,1,Laser Marking,2012-01-04 11:44:18.339052177+00:00,2012-01-04 11:58:07.921419224+00:00,136,ID4445
15,34,Turning & Milling,2012-01-04 15:48:17.604148401+00:00,2012-01-05 02:48:17.604148401+00:00,137,ID4783
9,14,Turning & Milling Q.C.,2012-01-05 01:15:00+00:00,2012-01-05 01:52:25.728171411+00:00,139,ID4618
8,35,Milling,2012-01-05 09:00:00+00:00,2012-01-05 10:24:36.768973019+00:00,141,ID4162
1,39,Round Grinding,2012-01-05 17:40:06.542033031+00:00,2012-01-05 23:49:14.450591200+00:00,142,ID4160
2,25,Turning & Milling,2012-01-03 17:12:39.772036027+00:00,2012-01-03 18:11:13.533054838+00:00,143,ID4132
0,30,Round Grinding,2012-01-04 07:49:03.629149236+00:00,2012-01-04 10:41:39.157875068+00:00,144,ID0420
10,38,Turning & Milling,2012-01-04 08:22:32.480751926+00:00,2012-01-04 09:37:32.480751926+00:00,145,ID4140
16,17,Turning & Milling,2012-01-04 20:42:59.846615620+00:00,2012-01-05 00:34:20.587635407+00:00,149,ID4429
9,12,Laser Marking,2012-01-05 01:52:25.728171411+00:00,2012-01-05 01:54:25.728171411+00:00,150,ID4528
15,38,Turning & Milling,2012-01-05 02:48:17.604148401+00:00,2012-01-05 04:03:17.604148401+00:00,151,ID4140
13,4,Lapping,2012-01-05 08:00:00+00:00,2012-01-05 08:45:37.269714698+00:00,152,ID4882
14,16,Turning & Milling,2012-01-05 08:00:00+00:00,2012-01-05 13:17:00+00:00,153,ID4872
8,36,Milling,2012-01-05 10:24:36.768973019+00:00,2012-01-05 20:58:02.235717982+00:00,154,ID4873
1,26,Round Grinding,2012-01-05 23:49:14.450591200+00:00,2012-01-06 05:22:21.576369721+00:00,155,ID4385
2,0,Turning & Milling Q.C.,2012-01-03 18:11:13.533054838+00:00,2012-01-03 22:42:21.778176585+00:00,156,ID4163
10,1,Turning & Milling,2012-01-04 09:37:32.480751926+00:00,2012-01-04 10:47:32.480751926+00:00,157,ID4445
0,12,Round Grinding,2012-01-04 10:41:39.157875068+00:00,2012-01-04 11:16:34.988225057+00:00,158,ID4528
3,10,Laser Marking,2012-01-05 00:00:00+00:00,2012-01-05 00:36:49.637766123+00:00,161,ID0998
16,1,Turning & Milling,2012-01-05 00:34:20.587635407+00:00,2012-01-05 01:44:20.587635407+00:00,162,ID4445
9,9,Lapping,2012-01-05 01:54:25.728171411+00:00,2012-01-05 03:09:25.728171411+00:00,163,ID4355
17,18,Milling,2012-01-05 01:59:00+00:00,2012-01-05 03:14:00+00:00,164,ID4287
15,1,Turning & Milling,2012-01-05 04:03:17.604148401+00:00,2012-01-05 05:13:17.604148401+00:00,165,ID4445
13,0,Round Grinding,2012-01-05 08:45:37.269714698+00:00,2012-01-05 09:42:09.287269345+00:00,166,ID4163
14,18,Turning & Milling,2012-01-05 13:17:00+00:00,2012-01-05 14:32:00+00:00,167,ID4287
8,31,Round Grinding,2012-01-05 20:58:02.235717982+00:00,2012-01-06 01:43:20.759720035+00:00,168,ID4109
1,13,Turning & Milling Q.C.,2012-01-06 05:22:21.576369721+00:00,2012-01-06 05:34:53.195116399+00:00,169,ID4493
2,14,Nitration Q.C.,2012-01-03 22:42:21.778176585+00:00,2012-01-03 22:45:21.778176585+00:00,170,ID4618
10,18,Turning & Milling Q.C.,2012-01-04 10:47:32.480751926+00:00,2012-01-04 11:47:13.787805640+00:00,171,ID4287
12,24,Turning,2012-01-04 15:00:00+00:00,2012-01-04 19:30:00+00:00,173,ID4442
11,0,Turning & Milling Q.C.,2012-01-05 00:00:00+00:00,2012-01-05 01:17:59.477269003+00:00,174,ID4163
3,30,Lapping,2012-01-05 00:36:49.637766123+00:00,2012-01-05 01:40:01.191891273+00:00,175,ID0420
16,1,Turning & Milling,2012-01-05 01:44:20.587635407+00:00,2012-01-05 02:54:20.587635407+00:00,176,ID4445
9,37,Round Grinding,2012-01-05 03:09:25.728171411+00:00,2012-01-05 05:03:25.728171411+00:00,177,ID3854
18,20,SETUP     Turning & Milling,2012-01-05 03:11:20.556890124+00:00,2012-01-05 05:32:20.556890124+00:00,178,ID4932
17,18,Turning & Milling Q.C.,2012-01-05 03:14:00+00:00,2012-01-05 05:00:16.404271210+00:00,179,ID4287
15,1,Turning & Milling,2012-01-05 05:13:17.604148401+00:00,2012-01-05 06:23:17.604148401+00:00,180,ID4445
13,12,Round Grinding,2012-01-05 09:42:09.287269345+00:00,2012-01-05 15:41:49.500208687+00:00,181,ID4528
14,14,Turning & Milling,2012-01-05 14:32:00+00:00,2012-01-05 14:49:36.946462227+00:00,182,ID4618
8,0,Round Grinding,2012-01-06 01:43:20.759720035+00:00,2012-01-06 04:07:56.426903684+00:00,183,ID4163
1,9,Round Grinding,2012-01-06 05:34:53.195116399+00:00,2012-01-06 06:01:10.118858824+00:00,184,ID4355
2,2,Laser Marking,2012-01-03 22:45:21.778176585+00:00,2012-01-04 00:11:21.778176585+00:00,185,ID4794
12,25,Turning,2012-01-04 19:30:00+00:00,2012-01-05 00:41:54.577428346+00:00,188,ID4132
11,30,Round Grinding,2012-01-05 01:17:59.477269003+00:00,2012-01-04 22:35:56.764882032+00:00,189,ID0420
3,30,Round Grinding,2012-01-05 01:40:01.191891273+00:00,2012-01-05 03:23:33.663327293+00:00,190,ID0420
16,23,Turning & Milling,2012-01-05 02:54:20.587635407+00:00,2012-01-05 04:09:20.587635407+00:00,191,ID0937
9,30,Round Grinding,2012-01-05 05:03:25.728171411+00:00,2012-01-05 05:57:58.144708240+00:00,193,ID0420
19,38,Turning & Milling,2012-01-05 05:26:46.489218971+00:00,2012-01-05 06:41:46.489218971+00:00,194,ID4140
18,11,Turning & Milling,2012-01-05 05:32:20.556890124+00:00,2012-01-05 06:07:48.264887029+00:00,195,ID3846
15,23,Turning & Milling,2012-01-05 06:23:17.604148401+00:00,2012-01-05 07:38:17.604148401+00:00,196,ID0937
14,18,Turning & Milling Q.C.,2012-01-05 14:49:36.946462227+00:00,2012-01-05 16:07:37.243447253+00:00,197,ID4287
13,14,Final Inspection Q.C.,2012-01-05 15:41:49.500208687+00:00,2012-01-05 19:17:38.097568959+00:00,198,ID4618
8,37,Round Grinding,2012-01-06 04:07:56.426903684+00:00,2012-01-06 06:01:56.426903684+00:00,199,ID3854
1,1,Round Grinding,2012-01-06 06:01:10.118858824+00:00,2012-01-06 07:33:47.320299277+00:00,200,ID4445
2,10,Laser Marking,2012-01-04 00:11:21.778176585+00:00,2012-01-04 00:22:38.115482393+00:00,201,ID0998
11,23,Round Grinding,2012-01-04 22:35:56.764882032+00:00,2012-01-04 23:50:56.764882032+00:00,202,ID0937
0,23,Round Grinding,2012-01-05 00:00:00+00:00,2012-01-05 01:15:00+00:00,203,ID0937
10,13,Turning & Milling Q.C.,2012-01-05 00:00:00+00:00,2012-01-05 00:42:17.806821329+00:00,204,ID4493
12,40,Turning,2012-01-05 00:41:54.577428346+00:00,2012-01-05 01:41:54.577428346+00:00,205,ID3718
3,13,Round Grinding,2012-01-05 03:23:33.663327293+00:00,2012-01-05 04:38:33.663327293+00:00,206,ID4493
16,23,Turning & Milling,2012-01-05 04:09:20.587635407+00:00,2012-01-05 05:24:20.587635407+00:00,207,ID0937
9,13,Round Grinding,2012-01-05 05:57:58.144708240+00:00,2012-01-05 07:12:58.144708240+00:00,208,ID4493
18,18,Turning & Milling,2012-01-05 06:07:48.264887029+00:00,2012-01-05 07:22:48.264887029+00:00,209,ID4287
19,38,Turning & Milling,2012-01-05 06:41:46.489218971+00:00,2012-01-05 07:56:46.489218971+00:00,210,ID4140
15,23,Turning & Milling,2012-01-05 07:38:17.604148401+00:00,2012-01-05 08:53:17.604148401+00:00,211,ID0937
17,13,Turning & Milling Q.C.,2012-01-05 08:00:00+00:00,2012-01-05 11:58:50.791827855+00:00,212,ID4493
14,4,Lapping,2012-01-05 16:07:37.243447253+00:00,2012-01-05 17:36:12.026704345+00:00,213,ID4882
20,5,Turning & Milling,2012-01-05 17:24:13.568264924+00:00,2012-01-05 18:28:49.993697658+00:00,214,ID0997
13,18,Final Inspection Q.C.,2012-01-05 19:17:38.097568959+00:00,2012-01-06 00:14:47.327510509+00:00,215,ID4287
8,23,Turning & Milling Q.C.,2012-01-06 06:01:56.426903684+00:00,2012-01-06 07:16:56.426903684+00:00,216,ID0937
1,13,Turning & Milling Q.C.,2012-01-06 07:33:47.320299277+00:00,2012-01-06 08:38:25.878601050+00:00,217,ID4493
2,30,Lapping,2012-01-04 00:22:38.115482393+00:00,2012-01-04 01:16:14.878757299+00:00,218,ID0420
11,3,Turning & Milling Q.C.,2012-01-04 23:50:56.764882032+00:00,2012-01-05 01:05:56.764882032+00:00,219,ID4529
10,16,Laser Marking,2012-01-05 00:42:17.806821329+00:00,2012-01-05 02:20:23.306327774+00:00,220,ID4872
0,39,Round Grinding,2012-01-05 01:15:00+00:00,2012-01-05 03:17:58.071757879+00:00,221,ID4160
12,13,Turning Q.C.,2012-01-05 01:41:54.577428346+00:00,2012-01-05 02:43:46.884214860+00:00,222,ID4493
3,16,Lapping,2012-01-05 04:38:33.663327293+00:00,2012-01-05 05:31:46.449746894+00:00,223,ID4872
9,39,Round Grinding,2012-01-05 07:12:58.144708240+00:00,2012-01-05 11:20:23.475833260+00:00,225,ID4160
18,2,Turning & Milling,2012-01-05 07:22:48.264887029+00:00,2012-01-06 00:21:23.132853068+00:00,226,ID4794
19,18,Turning & Milling,2012-01-05 07:56:46.489218971+00:00,2012-01-05 09:11:46.489218971+00:00,227,ID4287
15,1,Turning & Milling,2012-01-05 08:53:17.604148401+00:00,2012-01-05 10:03:17.604148401+00:00,228,ID4445
17,22,Flat Grinding,2012-01-05 11:58:50.791827855+00:00,2012-01-05 16:28:50.791827855+00:00,229,ID3716
14,13,Round Grinding,2012-01-05 17:36:12.026704345+00:00,2012-01-05 18:51:12.026704345+00:00,230,ID4493
20,8,Turning & Milling,2012-01-05 18:28:49.993697658+00:00,2012-01-06 01:41:36.773883084+00:00,231,ID4641
21,16,Grinding Rework,2012-01-06 04:04:00+00:00,2012-01-06 07:05:52.865524645+00:00,233,ID4872
8,18,Round Grinding,2012-01-06 07:16:56.426903684+00:00,2012-01-06 08:52:32.147695091+00:00,234,ID4287
2,30,Round Grinding,2012-01-04 01:16:14.878757299+00:00,2012-01-04 03:50:10.327805619+00:00,236,ID0420
10,12,Round Grinding,2012-01-05 02:20:23.306327774+00:00,2012-01-05 04:48:09.313796900+00:00,238,ID4528
0,39,Round Grinding,2012-01-05 03:17:58.071757879+00:00,2012-01-05 05:02:53.755075484+00:00,240,ID4160
3,12,Laser Marking,2012-01-05 05:31:46.449746894+00:00,2012-01-05 05:33:46.449746894+00:00,241,ID4528
16,1,Turning & Milling,2012-01-05 06:23:17.604148401+00:00,2012-01-05 07:33:17.604148401+00:00,242,ID4445
19,18,Turning & Milling Q.C.,2012-01-05 09:11:46.489218971+00:00,2012-01-05 10:11:57.850479739+00:00,243,ID4287
15,0,Turning & Milling Q.C.,2012-01-05 10:03:17.604148401+00:00,2012-01-05 11:56:38.303095722+00:00,244,ID4163
9,39,Round Grinding,2012-01-05 11:20:23.475833260+00:00,2012-01-05 12:15:26.192092640+00:00,245,ID4160
17,12,Laser Marking,2012-01-05 16:28:50.791827855+00:00,2012-01-05 16:30:50.791827855+00:00,246,ID4528
14,30,Round Grinding,2012-01-05 18:51:12.026704345+00:00,2012-01-06 01:05:28.716468680+00:00,247,ID0420
18,1,Turning & Milling,2012-01-06 00:21:23.132853068+00:00,2012-01-06 01:31:23.132853068+00:00,248,ID4445
20,18,Turning & Milling Q.C.,2012-01-06 01:41:36.773883084+00:00,2012-01-06 03:48:58.024893815+00:00,249,ID4287
22,38,Turning & Milling,2012-01-06 04:37:14.679667160+00:00,2012-01-06 05:52:14.679667160+00:00,250,ID4140
21,21,Packing,2012-01-06 07:05:52.865524645+00:00,2012-01-06 08:05:52.865524645+00:00,251,ID4491
13,29,Packing,2012-01-06 08:00:00+00:00,2012-01-06 09:00:00+00:00,252,ID4291
8,30,Round Grinding,2012-01-06 08:52:32.147695091+00:00,2012-01-06 08:14:48.984758040+00:00,253,ID0420
2,0,Round Grinding,2012-01-04 03:50:10.327805619+00:00,2012-01-04 05:44:41.411848635+00:00,255,ID4163
11,23,Turning & Milling Q.C.,2012-01-05 01:15:00+00:00,2012-01-05 02:30:00+00:00,256,ID0937
12,0,Turning & Milling Q.C.,2012-01-05 03:14:00+00:00,2012-01-05 04:24:24.843238101+00:00,257,ID4163
3,12,Laser Marking,2012-01-05 05:33:46.449746894+00:00,2012-01-05 05:35:46.449746894+00:00,258,ID4528
16,1,Turning & Milling,2012-01-05 07:33:17.604148401+00:00,2012-01-05 08:43:17.604148401+00:00,259,ID4445
19,18,Turning & Milling Q.C.,2012-01-05 10:11:57.850479739+00:00,2012-01-05 12:15:53.733582064+00:00,260,ID4287
9,23,Round Grinding,2012-01-05 12:15:26.192092640+00:00,2012-01-05 13:30:26.192092640+00:00,262,ID0937
17,12,Lapping,2012-01-05 16:30:50.791827855+00:00,2012-01-05 17:18:26.336822720+00:00,263,ID4528
