case_id,activity_name,resource,start_timestamp,end_timestamp,agent
3,Packing,ID4820,2012-02-17 07:00:00+00:00,2012-02-17 08:00:00+00:00,19
6,Turning & Milling,ID0997,2012-02-06 12:00:00+00:00,2012-02-06 13:30:00+00:00,5
6,Turning & Milling,ID0997,2012-02-06 13:12:00+00:00,2012-02-06 13:36:00+00:00,5
6,Turning & Milling,ID4219,2012-02-07 19:40:00+00:00,2012-02-07 22:43:00+00:00,7
6,Turning & Milling,ID4219,2012-02-07 23:00:00+00:00,2012-02-08 01:52:00+00:00,7
6,Turning & Milling,ID0997,2012-02-08 03:27:00+00:00,2012-02-08 10:38:00+00:00,5
6,Turning & Milling,ID0997,2012-02-08 10:39:00+00:00,2012-02-08 13:44:00+00:00,5
6,Turning & Milling Q.C.,ID4618,2012-02-08 13:50:00+00:00,2012-02-08 21:44:00+00:00,14
6,Turning & Milling Q.C.,ID4618,2012-02-08 13:50:00+00:00,2012-02-08 14:06:00+00:00,14
6,Turning & Milling,ID4219,2012-02-08 14:00:00+00:00,2012-02-09 01:03:00+00:00,7
6,Turning & Milling,ID0997,2012-02-09 03:39:00+00:00,2012-02-09 07:37:00+00:00,5
6,Flat Grinding,ID4882,2012-02-09 07:00:00+00:00,2012-02-09 08:15:00+00:00,4
6,Turning & Milling Q.C.,ID4618,2012-02-09 14:14:00+00:00,2012-02-09 14:23:00+00:00,14
6,Flat Grinding,ID4882,2012-02-10 15:31:00+00:00,2012-02-10 16:16:00+00:00,4
6,Laser Marking,ID0998,2012-02-12 16:39:00+00:00,2012-02-12 17:26:00+00:00,10
6,Final Inspection Q.C.,ID4618,2012-02-13 23:40:00+00:00,2012-02-13 23:41:00+00:00,14
6,Packing,ID4820,2012-02-14 07:00:00+00:00,2012-02-14 08:00:00+00:00,19
6,Packing,ID4820,2012-02-14 07:00:00+00:00,2012-02-14 08:00:00+00:00,19
6,Laser Marking,ID0998,2012-02-27 07:00:00+00:00,2012-02-27 08:15:00+00:00,10
9,Turning,ID4641,2012-01-30 21:38:00+00:00,2012-01-30 22:59:00+00:00,8
9,Turning,ID3846,2012-01-30 23:07:00+00:00,2012-01-31 00:34:00+00:00,11
9,Turning,ID3846,2012-01-31 00:35:00+00:00,2012-01-31 04:03:00+00:00,11
9,Turning Q.C.,ID4618,2012-02-01 14:23:00+00:00,2012-02-01 14:30:00+00:00,14
9,Lapping,ID0998,2012-02-01 16:54:00+00:00,2012-02-01 18:18:00+00:00,10
9,Lapping,ID0998,2012-02-14 22:13:00+00:00,2012-02-15 00:18:00+00:00,10
9,Round Grinding,ID4872,2012-02-16 13:58:00+00:00,2012-02-16 15:09:00+00:00,16
9,Round Grinding,ID4872,2012-02-16 15:09:00+00:00,2012-02-16 18:11:00+00:00,16
9,Laser Marking,ID0998,2012-02-16 18:29:00+00:00,2012-02-16 18:30:00+00:00,10
9,Final Inspection Q.C.,ID4287,2012-02-19 20:20:00+00:00,2012-02-19 22:00:00+00:00,18
9,Final Inspection Q.C.,ID4618,2012-02-20 16:07:00+00:00,2012-02-20 16:08:00+00:00,14
9,Packing,ID4820,2012-02-21 07:00:00+00:00,2012-02-21 08:00:00+00:00,19
10,Turning & Milling,ID3846,2012-01-17 14:01:00+00:00,2012-01-17 18:05:00+00:00,11
10,Turning Q.C.,ID4618,2012-01-17 18:00:00+00:00,2012-01-17 18:15:00+00:00,14
10,Turning & Milling,ID4132,2012-01-18 02:24:00+00:00,2012-01-18 03:01:00+00:00,25
10,Turning & Milling,ID4132,2012-01-18 03:01:00+00:00,2012-01-18 06:43:00+00:00,25
10,Turning & Milling,ID4794,2012-01-18 06:49:00+00:00,2012-01-18 13:32:00+00:00,2
10,Turning & Milling,ID3846,2012-01-18 13:59:00+00:00,2012-01-18 14:24:00+00:00,11
10,Turning & Milling,ID4132,2012-01-18 23:33:00+00:00,2012-01-19 00:55:00+00:00,25
10,Turning & Milling,ID4132,2012-01-19 00:57:00+00:00,2012-01-19 03:04:00+00:00,25
10,Turning & Milling,ID4794,2012-01-19 03:10:00+00:00,2012-01-19 13:29:00+00:00,2
10,Turning & Milling,ID4132,2012-01-19 23:12:00+00:00,2012-01-20 01:09:00+00:00,25
10,Turning & Milling,ID4132,2012-01-20 01:10:00+00:00,2012-01-20 03:08:00+00:00,25
10,Turning & Milling,ID4794,2012-01-20 03:09:00+00:00,2012-01-20 12:10:00+00:00,2
10,Turning & Milling,ID4641,2012-01-22 09:42:00+00:00,2012-01-22 13:34:00+00:00,8
10,Turning & Milling,ID3846,2012-01-22 14:00:00+00:00,2012-01-22 14:13:00+00:00,11
10,Turning & Milling,ID3846,2012-01-22 16:02:00+00:00,2012-01-23 00:47:00+00:00,11
10,Turning Q.C.,ID4618,2012-01-23 14:54:00+00:00,2012-01-23 17:26:00+00:00,14
10,Laser Marking,ID4794,2012-01-25 16:31:00+00:00,2012-01-25 17:57:00+00:00,2
10,Laser Marking,ID4882,2012-01-25 18:00:00+00:00,2012-01-25 19:54:00+00:00,4
10,Laser Marking,ID4882,2012-01-25 20:22:00+00:00,2012-01-25 21:09:00+00:00,4
10,Flat Grinding,ID0998,2012-01-27 17:30:00+00:00,2012-01-27 20:00:00+00:00,10
10,Flat Grinding,ID0998,2012-01-29 15:09:00+00:00,2012-01-29 22:06:00+00:00,10
10,Flat Grinding,ID0998,2012-01-30 22:19:00+00:00,2012-01-30 23:59:00+00:00,10
10,Final Inspection Q.C.,ID4618,2012-02-02 19:38:00+00:00,2012-02-02 21:16:00+00:00,14
10,Packing,ID4820,2012-02-03 07:00:00+00:00,2012-02-03 08:00:00+00:00,19
11,Turning & Milling,ID4132,2012-01-16 01:04:00+00:00,2012-01-16 06:40:00+00:00,25
11,Turning & Milling,ID4641,2012-01-16 13:59:00+00:00,2012-01-16 16:49:00+00:00,8
11,Turning & Milling Q.C.,ID4287,2012-01-16 16:00:00+00:00,2012-01-16 16:54:00+00:00,18
11,Turning & Milling,ID4641,2012-01-16 16:50:00+00:00,2012-01-16 23:22:00+00:00,8
11,Turning & Milling,ID4132,2012-01-17 01:08:00+00:00,2012-01-17 06:38:00+00:00,25
11,Turning & Milling,ID4932,2012-01-17 06:39:00+00:00,2012-01-17 13:37:00+00:00,20
11,Turning & Milling,ID4641,2012-01-17 17:46:00+00:00,2012-01-17 19:01:00+00:00,8
11,Turning & Milling Q.C.,ID4287,2012-01-18 14:00:00+00:00,2012-01-18 15:38:00+00:00,18
11,Turning & Milling,ID4641,2012-01-18 15:35:00+00:00,2012-01-18 16:50:00+00:00,8
11,Turning & Milling,ID4641,2012-01-18 15:36:00+00:00,2012-01-18 16:56:00+00:00,8
11,Turning & Milling,ID4641,2012-01-18 16:57:00+00:00,2012-01-18 22:32:00+00:00,8
11,Turning & Milling Q.C.,ID4618,2012-01-18 17:14:00+00:00,2012-01-18 18:29:00+00:00,14
11,Turning & Milling,ID4641,2012-01-19 14:39:00+00:00,2012-01-19 16:00:00+00:00,8
11,Turning & Milling,ID4641,2012-01-19 16:01:00+00:00,2012-01-19 23:00:00+00:00,8
11,Turning & Milling,ID4132,2012-01-19 23:08:00+00:00,2012-01-20 02:21:00+00:00,25
11,Laser Marking,ID4882,2012-01-22 22:01:00+00:00,2012-01-22 22:33:00+00:00,4
11,Turning & Milling Q.C.,ID4618,2012-01-23 16:24:00+00:00,2012-01-23 16:25:00+00:00,14
11,Laser Marking,ID4882,2012-01-24 21:41:00+00:00,2012-01-24 23:06:00+00:00,4
11,Packing,ID4820,2012-01-25 07:00:00+00:00,2012-01-25 08:00:00+00:00,19
11,Final Inspection Q.C.,ID4618,2012-01-25 18:11:00+00:00,2012-01-25 21:09:00+00:00,14
11,Turning & Milling Q.C.,ID4618,2012-01-25 21:10:00+00:00,2012-01-25 21:11:00+00:00,14
12,Turning,ID4641,2012-01-26 09:38:00+00:00,2012-01-26 14:00:00+00:00,8
12,Turning,ID4132,2012-01-26 15:17:00+00:00,2012-01-26 17:09:00+00:00,25
12,Turning Q.C.,ID4618,2012-01-26 18:11:00+00:00,2012-01-26 18:57:00+00:00,14
12,Turning,ID4132,2012-01-26 19:00:00+00:00,2012-01-27 03:29:00+00:00,25
12,Turning,ID4641,2012-01-27 03:31:00+00:00,2012-01-27 13:18:00+00:00,8
12,Turning,ID3846,2012-01-27 14:04:00+00:00,2012-01-27 19:51:00+00:00,11
12,Turning,ID4641,2012-01-29 16:06:00+00:00,2012-01-29 22:58:00+00:00,8
12,Turning,ID3846,2012-01-29 23:11:00+00:00,2012-01-30 04:59:00+00:00,11
12,Turning,ID3846,2012-01-30 05:00:00+00:00,2012-01-30 06:45:00+00:00,11
12,Turning,ID4641,2012-01-30 13:57:00+00:00,2012-01-30 16:41:00+00:00,8
12,Turning Q.C.,ID4618,2012-01-30 17:29:00+00:00,2012-01-30 18:44:00+00:00,14
12,Turning & Milling,ID0937,2012-02-05 07:00:00+00:00,2012-02-05 08:15:00+00:00,23
12,Lapping,ID0998,2012-02-05 21:00:00+00:00,2012-02-05 23:00:00+00:00,10
12,Flat Grinding,ID4882,2012-02-06 07:00:00+00:00,2012-02-06 08:15:00+00:00,4
12,Flat Grinding,ID4882,2012-02-06 16:53:00+00:00,2012-02-06 19:40:00+00:00,4
12,Laser Marking,ID0998,2012-02-06 19:47:00+00:00,2012-02-06 20:47:00+00:00,10
12,Flat Grinding,ID4882,2012-02-07 07:00:00+00:00,2012-02-07 08:15:00+00:00,4
12,Flat Grinding,ID4882,2012-02-07 07:00:00+00:00,2012-02-07 08:15:00+00:00,4
12,Final Inspection Q.C.,ID4618,2012-02-07 20:42:00+00:00,2012-02-07 23:05:00+00:00,14
12,Laser Marking,ID0998,2012-02-07 20:48:00+00:00,2012-02-07 23:38:00+00:00,10
12,Flat Grinding,ID4882,2012-02-07 20:51:00+00:00,2012-02-07 20:52:00+00:00,4
12,Flat Grinding,ID4882,2012-02-07 20:52:00+00:00,2012-02-07 22:43:00+00:00,4
12,Final Inspection Q.C.,ID4618,2012-02-13 22:50:00+00:00,2012-02-14 00:50:00+00:00,14
12,Final Inspection Q.C.,ID4618,2012-02-14 17:56:00+00:00,2012-02-14 19:39:00+00:00,14
12,Final Inspection Q.C.,ID4618,2012-02-16 22:32:00+00:00,2012-02-16 22:33:00+00:00,14
12,Packing,ID4820,2012-02-17 07:00:00+00:00,2012-02-17 08:00:00+00:00,19
13,Turning,ID3846,2012-01-17 20:47:00+00:00,2012-01-17 22:17:00+00:00,11
13,Turning,ID3846,2012-01-17 22:31:00+00:00,2012-01-17 22:56:00+00:00,11
13,Turning,ID4132,2012-01-17 23:23:00+00:00,2012-01-18 02:23:00+00:00,25
13,Packing,ID4820,2012-01-18 07:00:00+00:00,2012-01-18 08:00:00+00:00,19
13,Turning Q.C.,ID4618,2012-01-18 13:50:00+00:00,2012-01-18 14:43:00+00:00,14
13,Laser Marking,ID4872,2012-01-18 14:45:00+00:00,2012-01-18 15:25:00+00:00,16
13,Final Inspection Q.C.,ID4618,2012-01-18 17:27:00+00:00,2012-01-18 18:42:00+00:00,14
19,Turning & Milling,ID4167,2012-01-30 17:59:00+00:00,2012-01-30 23:10:00+00:00,15
19,Turning & Milling Q.C.,ID4163,2012-01-31 00:00:00+00:00,2012-01-31 01:05:00+00:00,0
19,Turning & Milling,ID4932,2012-01-31 02:50:00+00:00,2012-01-31 13:40:00+00:00,20
19,Turning & Milling Q.C.,ID4163,2012-01-31 21:50:00+00:00,2012-01-31 23:10:00+00:00,0
19,Laser Marking,ID0998,2012-02-01 15:27:00+00:00,2012-02-01 16:19:00+00:00,10
19,Lapping,ID4882,2012-02-20 07:00:00+00:00,2012-02-20 08:15:00+00:00,4
19,Lapping,ID4882,2012-02-20 22:21:00+00:00,2012-02-20 22:59:00+00:00,4
19,Round Grinding,ID4385,2012-02-21 18:30:00+00:00,2012-02-21 20:00:00+00:00,26
19,Round Grinding,ID4872,2012-02-21 23:22:00+00:00,2012-02-22 03:10:00+00:00,16
19,Round Grinding,ID4445,2012-02-22 03:10:00+00:00,2012-02-22 10:45:00+00:00,1
19,Round  Q.C.,ID4493,2012-02-23 00:49:00+00:00,2012-02-23 02:04:00+00:00,13
19,Packing,ID4820,2012-02-23 07:00:00+00:00,2012-02-23 08:00:00+00:00,19
19,Packing,ID4820,2012-02-23 07:00:00+00:00,2012-02-23 08:00:00+00:00,19
19,Round  Q.C.,ID4493,2012-02-23 15:36:00+00:00,2012-02-23 16:36:00+00:00,13
19,Final Inspection Q.C.,ID4493,2012-02-23 16:37:00+00:00,2012-02-23 17:52:00+00:00,13
20,Turning & Milling,ID4167,2012-01-15 15:16:00+00:00,2012-01-15 21:06:00+00:00,15
20,Turning & Milling Q.C.,ID4618,2012-01-15 21:07:00+00:00,2012-01-15 23:08:00+00:00,14
20,Turning & Milling,ID4167,2012-01-15 21:07:00+00:00,2012-01-15 22:36:00+00:00,15
20,Turning & Milling,ID4794,2012-01-16 04:14:00+00:00,2012-01-16 05:24:00+00:00,2
20,Turning & Milling,ID4794,2012-01-16 05:25:00+00:00,2012-01-16 09:34:00+00:00,2
20,Turning & Milling,ID4794,2012-01-16 09:36:00+00:00,2012-01-16 11:38:00+00:00,2
20,Turning & Milling,ID4429,2012-01-16 14:29:00+00:00,2012-01-16 23:26:00+00:00,17
20,Turning & Milling,ID4529,2012-01-17 00:05:00+00:00,2012-01-17 00:52:00+00:00,3
20,Turning & Milling,ID4794,2012-01-17 03:14:00+00:00,2012-01-17 13:49:00+00:00,2
20,Turning & Milling Q.C.,ID4618,2012-01-17 22:26:00+00:00,2012-01-17 22:53:00+00:00,14
20,Turning & Milling,ID4167,2012-01-17 22:50:00+00:00,2012-01-18 01:50:00+00:00,15
20,Laser Marking,ID4932,2012-01-23 18:44:00+00:00,2012-01-23 19:45:00+00:00,20
20,Round Grinding,ID4445,2012-01-25 04:30:00+00:00,2012-01-25 05:00:00+00:00,1
20,Round Grinding,ID4445,2012-01-25 05:00:00+00:00,2012-01-25 06:15:00+00:00,1
20,Round Grinding,ID0420,2012-01-25 14:00:00+00:00,2012-01-25 16:30:00+00:00,30
20,Round Grinding,ID0420,2012-01-26 15:21:00+00:00,2012-01-26 22:56:00+00:00,30
20,Round Grinding,ID4355,2012-01-26 23:06:00+00:00,2012-01-27 06:24:00+00:00,9
20,Round Grinding,ID0420,2012-01-27 13:52:00+00:00,2012-01-27 17:00:00+00:00,30
20,Round Grinding,ID4445,2012-02-06 06:56:00+00:00,2012-02-06 07:17:00+00:00,1
20,Turning & Milling Q.C.,ID4618,2012-02-06 13:50:00+00:00,2012-02-06 14:07:00+00:00,14
20,Round Grinding,ID4385,2012-02-07 20:02:00+00:00,2012-02-07 21:17:00+00:00,26
20,Round Grinding,ID4385,2012-02-07 21:19:00+00:00,2012-02-08 00:42:00+00:00,26
20,Round Grinding,ID4445,2012-02-08 03:01:00+00:00,2012-02-08 09:01:00+00:00,1
20,Final Inspection Q.C.,ID4618,2012-02-21 15:14:00+00:00,2012-02-21 23:05:00+00:00,14
20,Packing,ID4820,2012-02-22 07:00:00+00:00,2012-02-22 08:00:00+00:00,19
21,Turning & Milling,ID4167,2012-01-12 14:27:00+00:00,2012-01-13 00:55:00+00:00,15
21,Turning & Milling,ID4529,2012-01-13 06:40:00+00:00,2012-01-13 13:26:00+00:00,3
21,Turning & Milling Q.C.,ID4618,2012-01-13 14:00:00+00:00,2012-01-13 19:50:00+00:00,14
21,Turning & Milling,ID4932,2012-01-13 14:23:00+00:00,2012-01-13 15:38:00+00:00,20
21,Turning & Milling,ID4932,2012-01-13 14:24:00+00:00,2012-01-13 19:50:00+00:00,20
21,Turning & Milling,ID4794,2012-01-14 20:00:00+00:00,2012-01-15 05:00:00+00:00,2
21,Turning & Milling,ID4794,2012-01-15 00:00:00+00:00,2012-01-15 11:41:00+00:00,2
21,Turning & Milling,ID4932,2012-01-15 05:15:00+00:00,2012-01-15 16:52:00+00:00,20
21,Turning & Milling Q.C.,ID4529,2012-01-15 07:00:00+00:00,2012-01-15 08:15:00+00:00,3
21,Turning & Milling Q.C.,ID4618,2012-01-15 18:33:00+00:00,2012-01-15 19:37:00+00:00,14
21,Turning & Milling Q.C.,ID4618,2012-01-15 22:04:00+00:00,2012-01-15 22:32:00+00:00,14
21,Turning & Milling Q.C.,ID4167,2012-01-15 22:31:00+00:00,2012-01-15 23:09:00+00:00,15
21,Laser Marking,ID4932,2012-01-23 20:46:00+00:00,2012-01-23 21:37:00+00:00,20
21,Round Grinding,ID4445,2012-01-24 04:16:00+00:00,2012-01-24 05:18:00+00:00,1
21,Round Grinding,ID0420,2012-01-24 13:50:00+00:00,2012-01-24 15:40:00+00:00,30
21,Round Grinding,ID0420,2012-01-24 14:00:00+00:00,2012-01-24 21:50:00+00:00,30
21,Round Grinding,ID4445,2012-01-24 17:40:00+00:00,2012-01-25 04:30:00+00:00,1
21,Round Grinding,ID4445,2012-01-25 03:00:00+00:00,2012-01-25 05:30:00+00:00,1
21,Round Grinding,ID4445,2012-02-08 10:50:00+00:00,2012-02-08 11:40:00+00:00,1
21,Round Grinding,ID4445,2012-02-08 11:40:00+00:00,2012-02-08 13:55:00+00:00,1
21,Turning & Milling Q.C.,ID4618,2012-02-08 14:00:00+00:00,2012-02-08 14:30:00+00:00,14
21,Round Grinding,ID0420,2012-02-08 14:08:00+00:00,2012-02-08 16:57:00+00:00,30
21,Round Grinding,ID0420,2012-02-08 20:28:00+00:00,2012-02-08 23:34:00+00:00,30
21,Final Inspection Q.C.,ID4618,2012-02-16 22:32:00+00:00,2012-02-16 23:05:00+00:00,14
21,Final Inspection Q.C.,ID4618,2012-02-17 16:15:00+00:00,2012-02-17 17:52:00+00:00,14
21,Round Grinding,ID0420,2012-02-20 15:24:00+00:00,2012-02-20 15:25:00+00:00,30
21,Round Grinding,ID0420,2012-02-20 15:25:00+00:00,2012-02-20 15:26:00+00:00,30
21,Final Inspection Q.C.,ID4618,2012-02-20 15:26:00+00:00,2012-02-20 16:41:00+00:00,14
21,Packing,ID4820,2012-02-22 07:00:00+00:00,2012-02-22 08:00:00+00:00,19
22,Turning & Milling,ID4641,2012-01-23 12:00:00+00:00,2012-01-23 14:00:00+00:00,8
22,Turning & Milling,ID3846,2012-01-23 14:16:00+00:00,2012-01-23 23:12:00+00:00,11
22,Turning & Milling,ID3846,2012-01-23 23:13:00+00:00,2012-01-24 00:17:00+00:00,11
22,Turning & Milling,ID3846,2012-01-24 00:18:00+00:00,2012-01-24 00:45:00+00:00,11
22,Turning & Milling,ID4641,2012-01-24 06:00:00+00:00,2012-01-24 12:00:00+00:00,8
22,Turning & Milling Q.C.,ID4493,2012-01-25 14:00:00+00:00,2012-01-25 14:16:00+00:00,13
22,Laser Marking,ID0998,2012-01-25 15:18:00+00:00,2012-01-25 16:17:00+00:00,10
22,Lapping,ID0998,2012-01-25 16:18:00+00:00,2012-01-25 18:11:00+00:00,10
22,Round Grinding,ID4528,2012-01-25 19:10:00+00:00,2012-01-25 19:50:00+00:00,12
22,Round Grinding,ID4528,2012-01-25 20:20:00+00:00,2012-01-25 22:00:00+00:00,12
22,Final Inspection Q.C.,ID4493,2012-01-27 18:12:00+00:00,2012-01-27 19:13:00+00:00,13
22,Packing,ID4820,2012-01-29 07:00:00+00:00,2012-01-29 08:00:00+00:00,19
22,Final Inspection Q.C.,ID4493,2012-01-29 15:27:00+00:00,2012-01-29 16:28:00+00:00,13
23,Turning,ID4429,2012-01-23 14:16:00+00:00,2012-01-23 17:32:00+00:00,17
23,Turning,ID4167,2012-01-23 23:10:00+00:00,2012-01-24 03:13:00+00:00,15
23,Turning & Milling,ID4529,2012-01-24 03:43:00+00:00,2012-01-24 09:10:00+00:00,3
23,Turning & Milling Q.C.,ID4493,2012-01-24 14:00:00+00:00,2012-01-24 14:34:00+00:00,13
23,Turning Q.C.,ID4493,2012-01-24 14:00:00+00:00,2012-01-24 15:00:00+00:00,13
23,Turning & Milling,ID4429,2012-01-24 14:20:00+00:00,2012-01-24 18:23:00+00:00,17
23,Turning & Milling,ID4429,2012-01-24 18:31:00+00:00,2012-01-25 00:09:00+00:00,17
23,Laser Marking,ID0998,2012-01-25 15:17:00+00:00,2012-01-25 16:17:00+00:00,10
23,Lapping,ID0998,2012-01-26 16:51:00+00:00,2012-01-26 17:51:00+00:00,10
23,Round Grinding,ID4528,2012-01-26 17:52:00+00:00,2012-01-27 00:36:00+00:00,12
23,Round Grinding,ID4528,2012-01-29 23:00:00+00:00,2012-01-30 06:30:00+00:00,12
23,Round Grinding,ID4287,2012-01-31 22:09:00+00:00,2012-02-01 00:59:00+00:00,18
23,Lapping,ID0998,2012-02-26 16:57:00+00:00,2012-02-26 18:12:00+00:00,10
23,Round Grinding,ID4385,2012-02-27 04:49:00+00:00,2012-02-27 06:56:00+00:00,26
23,Round Grinding,ID4385,2012-02-27 06:56:00+00:00,2012-02-27 07:26:00+00:00,26
23,Final Inspection Q.C.,ID4493,2012-02-29 13:50:00+00:00,2012-02-29 14:40:00+00:00,13
24,Turning & Milling,ID4932,2012-01-18 03:01:00+00:00,2012-01-18 06:24:00+00:00,20
24,Turning & Milling,ID4932,2012-01-18 06:25:00+00:00,2012-01-18 11:03:00+00:00,20
24,Turning & Milling Q.C.,ID4493,2012-01-18 15:36:00+00:00,2012-01-18 19:07:00+00:00,13
24,Laser Marking,ID4882,2012-01-19 16:32:00+00:00,2012-01-19 17:47:00+00:00,4
24,Round Grinding,ID4109,2012-01-23 23:00:00+00:00,2012-01-24 03:00:00+00:00,31
24,Lapping,ID4872,2012-01-24 01:12:00+00:00,2012-01-24 01:13:00+00:00,16
24,Round Grinding,ID4493,2012-01-27 19:41:00+00:00,2012-01-27 20:56:00+00:00,13
24,Round Grinding,ID4355,2012-02-23 19:27:00+00:00,2012-02-23 22:20:00+00:00,9
24,Lapping,ID0998,2012-02-23 20:26:00+00:00,2012-02-23 22:46:00+00:00,10
24,Lapping,ID0998,2012-02-23 22:17:00+00:00,2012-02-23 23:32:00+00:00,10
24,Lapping,ID4882,2012-02-23 22:17:00+00:00,2012-02-23 22:52:00+00:00,4
24,Round Grinding,ID4355,2012-02-23 22:21:00+00:00,2012-02-24 00:42:00+00:00,9
24,Final Inspection Q.C.,ID4493,2012-02-27 15:52:00+00:00,2012-02-27 17:52:00+00:00,13
24,Final Inspection Q.C.,ID4493,2012-02-28 14:21:00+00:00,2012-02-28 16:21:00+00:00,13
24,Packing,ID4820,2012-02-29 07:00:00+00:00,2012-02-29 08:00:00+00:00,19
25,Turning & Milling,ID4429,2012-01-19 15:33:00+00:00,2012-01-19 19:26:00+00:00,17
25,Turning & Milling,ID4429,2012-01-19 19:27:00+00:00,2012-01-19 22:41:00+00:00,17
25,Turning & Milling,ID4429,2012-01-24 19:22:00+00:00,2012-01-25 00:09:00+00:00,17
25,Turning & Milling,ID4529,2012-01-25 03:08:00+00:00,2012-01-25 11:45:00+00:00,3
25,Turning & Milling,ID4529,2012-01-25 11:46:00+00:00,2012-01-25 13:27:00+00:00,3
25,Turning & Milling,ID4429,2012-01-25 13:55:00+00:00,2012-01-25 16:20:00+00:00,17
25,Turning & Milling Q.C.,ID4163,2012-01-27 14:00:00+00:00,2012-01-27 15:40:00+00:00,0
25,Laser Marking,ID0998,2012-01-29 16:02:00+00:00,2012-01-29 16:26:00+00:00,10
25,Lapping,ID4882,2012-01-30 07:00:00+00:00,2012-01-30 08:15:00+00:00,4
25,Lapping,ID4882,2012-01-30 16:02:00+00:00,2012-01-30 16:07:00+00:00,4
25,Round Grinding,ID4872,2012-01-30 16:05:00+00:00,2012-01-30 17:20:00+00:00,16
25,Round Grinding,ID4872,2012-01-30 16:06:00+00:00,2012-01-30 18:36:00+00:00,16
25,Lapping,ID4882,2012-01-30 16:09:00+00:00,2012-01-30 17:04:00+00:00,4
25,Round Grinding,ID4872,2012-01-30 18:36:00+00:00,2012-01-30 22:53:00+00:00,16
25,Round Grinding,ID4528,2012-01-30 23:09:00+00:00,2012-01-31 06:58:00+00:00,12
25,Round Grinding,ID4528,2012-02-01 05:25:00+00:00,2012-02-01 06:29:00+00:00,12
25,Round Grinding,ID4872,2012-02-01 14:26:00+00:00,2012-02-01 18:26:00+00:00,16
25,Round Grinding,ID4287,2012-02-01 18:10:00+00:00,2012-02-01 20:50:00+00:00,18
25,Round Grinding,ID4163,2012-02-13 15:00:00+00:00,2012-02-13 15:40:00+00:00,0
25,Round Grinding,ID4163,2012-02-13 16:00:00+00:00,2012-02-13 17:30:00+00:00,0
25,Lapping,ID0998,2012-02-26 16:33:00+00:00,2012-02-26 16:56:00+00:00,10
